,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ECM2,0.02517732309910793,0.062217129848573506,0.04443954692507023,-0.020989326600315494,0.046603343614010806,-0.006293989922196378,0.038551808442858285,-0.012473159867305223
SRPX2,0.04403488141314675,0.0004374407521446082,0.030576052281703844,-0.03127954571089907,0.07481621358966141,0.016697406964706493,-0.029005403328411165,0.0224579209531054
AIF1,0.08175012390999317,-0.03528719844690416,-0.031627714058816474,0.02903505907960046,-0.026283071914375553,-0.00744438052362303,0.06263434138911671,0.04953772616801029
LRRC17,0.013266403575902185,0.049470313730846475,0.03353416638037923,0.010444859562198313,0.022595962736312192,0.04884290609493298,0.03952640300996326,0.01888823912944925
GAS1,0.047851450767554427,0.04720421968955707,0.021991309053599487,-0.014078857521519016,0.019779581349082774,-0.008469939052997873,-0.027353891473814625,-0.02754196135275467
ITGA11,0.0146725372684074,0.03042567185420315,0.051062219569689704,-0.041964624416538115,0.10434664671457361,-0.012302141942340616,0.035103900335879165,-0.004008620397856481
ALDH1A1,0.014727907921152077,-0.022702809807113877,0.003574164342740216,0.06869686542004226,-0.010635526237232183,0.00984392085665747,0.04475659699810634,-0.04517275879733502
PRICKLE1,0.018782133518913734,0.0639222404213265,0.016463255620716058,0.05327504745480899,-0.027486527215377695,0.030142438632613927,0.015702427204684177,0.013339515299561346
HAS2,0.008676627669655587,0.06741471759887363,-0.001471501586787531,0.042852096057398426,0.029104964163640903,0.03980129658919599,0.006608632031536787,-0.008256675253815874
COL14A1,0.03373453018698252,0.08605464353584152,0.016682529585136618,0.02102307692643653,-0.01829501950500983,0.004711752061833017,-0.0004953365617032385,-0.037657637073429305
CDO1,-0.012384997112427819,0.027308541319631174,0.02362019790856342,0.01555440071667773,-0.05509815118156031,0.028874765175165136,0.018059358599081594,0.008691984650696828
MAMDC2,-0.020291586061871904,-0.0474779899535942,0.07337889282352178,-0.018054447082287855,0.015280583305753385,0.05427954565145647,-0.021169600659231052,0.05026253468446127
