,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
PLXDC1,0.014012760370731639,-0.016958098643595685,0.04277886053199752,-0.027661864597800064,0.03202848022411264,-0.04757054222077535,-0.013292835794529305,0.04549572956026496
FOS,0.018294950190767784,-0.0017882999862791227,0.0015130064719119983,0.012730380941975704,0.009359226637224457,0.03285308898908759,-0.029475631321790645,0.00641292618988723
CDO1,-0.010545835793155472,0.017800983176084407,0.023249066084047858,0.0076618312179485525,-0.029865068419839248,0.005942949351167484,0.02706249543703122,-0.02154346978049209
MAMDC2,-0.009389942360154727,-0.03997248600531654,0.0407813175453128,-0.014250158426122506,0.016166053421969605,0.04062596217147178,0.004010090763076262,-0.03520806133905644
DDIT4L,0.009360826246591007,0.04040693817452512,0.029872687210469824,-0.0067939526748184,0.0017256085592743343,-0.042441299880150815,-0.01644273953342787,-0.008235817384818227
COL18A1,0.026980844071253555,0.02269493354526955,0.033980539717561736,0.0057521349992816495,-0.02261101127917943,0.03488408018979271,0.028258982656113152,0.058773499633549865
TNFAIP6,0.022020627135908317,0.04730956847820365,0.013277317159669401,0.01532086399122002,0.016728637035537553,0.028956295333793833,0.0249231013907119,-0.023040240825971215
HSPA2,-0.014922503910676298,-0.019734451166122522,0.030043244591915853,0.00874418361449778,0.018692889613711544,-0.03080013428104587,-0.01419071914023861,0.0008378475353087809
NT5E,0.02163822031618252,-0.003208576856820636,0.03137362242049062,-0.027923349279000895,0.05076312269243661,0.01902183507948623,-0.03113763543970411,-0.00411947629259656
ANPEP,0.0067718301334826255,-0.039657331034481796,0.01586944177902396,0.019293541070036283,0.049722345850257074,0.022143209507558954,0.058515546314092476,0.019984267816484637
PHOSPHO1,-0.030558986431506764,-0.0353018211604552,0.02487490628476384,-0.016811042517651663,-0.04210924956165957,0.034149481043900365,0.04949805028953592,-0.04923887101376659
RGS5,0.026346306777781485,0.023913644416886287,0.05047783258981185,-0.0042276737158190875,-0.03686885859942491,0.013740002698968457,0.0009936180996003925,0.004400164686546122
FLRT3,-0.012063240822524756,0.017941692510158973,0.02754582118713137,0.04155661456283816,0.02999114536190302,0.0033060436479314293,0.03765967362840756,0.0307800562873484
SYTL2,-0.01548747817735525,-0.005788582787667238,0.02132519176301427,-0.0180364537971386,0.007326838188460621,0.03105480087922141,-0.021124311121789564,-0.03638485201208512
BAALC,0.013340245274526872,0.013144304979320233,0.015742446188656223,-0.008735914607894373,-0.007790759540770458,0.009757649383606336,-0.0006069348785135778,0.017239836592692587
SOST,-0.02580441020267482,-0.03423840510309695,0.03187026961193055,-0.0011429528247718338,-0.049502489819942826,0.011434656164512638,0.05141301385767663,-0.03348421082506982
SLCO2B1,0.05937941055142602,-0.010849782658686222,0.006337012378663515,0.03737169809042415,-0.010388691753434666,-0.03422984725076605,0.008836180825285261,-0.026597468152019556
SEMA3A,-0.004811894321578296,0.04482079376524877,0.008658383482968691,0.03611902431449334,0.017509944221475088,0.002606976216612861,0.027533679939730188,-0.00717547781107973
NID2,0.008829263050834545,0.04141460413899551,0.015407026075287204,0.05265242383812249,0.023865466217254206,0.05326659263000455,-0.014259992322335595,0.009505771522296824
QPCT,-0.01282580353797132,-0.03164078911562461,0.01989303105660567,-0.008918425277091111,0.0006771813299089773,0.017049506640186556,0.02819973946227057,-0.027080728689190512
SLIT2,-0.0053768708814,-0.008210881540308527,0.05762045846161704,0.007797135184504539,-0.002588561723830158,-0.006030070085862666,0.03573549465556864,0.015141237976821277
CA3,-0.022167181668744294,-0.025918793447327004,0.01623485492579581,0.002952606872902403,-0.04907698842439343,0.03115049878241612,0.02800497933674178,-0.03261535402500143
OSMR,0.03810463439795022,0.01680050446790995,0.013248469241584694,-0.002150951550933632,0.044550462537389215,0.035330207353170405,0.006770126156535563,-0.018160170400646193
EGR1,0.019123923650015577,-0.006572882725019469,0.02599466646086818,0.0033720595323012636,0.005051476562580799,0.017010365190136347,-0.018044616964256466,0.0033289880490725747
