,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
JPH1,-0.058810826,0.16010039,0.057048578,0.01653335,-0.025831906,-0.21780972,-0.045760527,0.12176062,-0.02241652,-0.17772634,0.20762226,0.093832105,0.010983152
FRAS1,0.004863314,0.15289804,0.009835062,0.03268489,0.024592595,-0.06741004,0.0017529735,-0.011328127,-0.08150008,-0.06541917,0.04888623,0.021283718,-0.126677
EYA1,0.012152777,0.12482485,0.116004996,0.099620104,0.1913766,0.10215502,-0.041603364,0.2565546,-0.10057391,0.08856428,0.010264043,0.26277757,-0.0082497075
AADAT,-0.0632211,-0.11117772,0.09080842,0.11154744,-0.0015477957,-0.027993167,0.015299169,0.11108472,0.0037879515,-0.055201143,-0.004230808,-0.0035204142,0.060541023
TNFRSF11B,-0.07202211,0.1178499,0.077095464,0.020076774,-0.028285224,-0.10813618,0.14197889,0.0046231714,-0.09382048,-0.08327135,-0.15768503,-0.18478245,-0.054281965
RGS4,0.10644009,0.05280242,0.12743004,0.012036757,0.010551293,0.3283112,0.06692845,0.05617892,0.07210871,0.11734497,0.26280975,-0.005754521,-0.0054445826
RTN4RL1,-0.061304253,0.09806424,0.13089003,-0.03283139,-0.121927544,-0.0087525705,0.15388587,0.23746699,-0.20300142,-0.05334059,0.026491622,-0.033086296,-0.107171334
ATP6V1A,0.14125058,-0.035481475,0.13361542,0.094175406,0.0437442,0.3546894,0.10278665,0.0601024,0.23168574,-0.035605237,0.13500151,0.12077165,-0.0011314313
EMCN,0.10208777,-0.04456044,0.16008578,-0.033385456,0.04693538,-0.28300047,-0.0135367075,0.12123222,0.22677739,0.3564145,0.031408723,-0.060431946,0.063166864
TNS1,0.042350885,0.3735083,0.003368715,-0.0039646276,-0.11844487,-0.09519005,-0.16419259,0.03955043,0.078930974,0.016970482,0.013959767,-0.058892835,-0.030923333
C1QA,0.28704464,-0.044326536,-0.03172666,-0.051131885,-0.031186828,-0.12650427,0.064798705,0.01708217,-0.20967372,-8.7092834e-05,-0.18727218,0.032136865,0.005601238
ALDH1A3,0.007960349,0.06727236,0.13934585,0.008549386,0.022201551,-0.09354074,0.13905199,0.004463859,-0.12353685,-0.0038882713,0.04459686,0.030738413,-0.064934365
ECHDC2,-0.0015258079,0.06991285,0.014598805,0.0071762875,-0.09002719,0.005493197,0.095770694,-0.09601583,0.04928577,-0.13349535,-0.02913204,0.018518964,0.11241977
CSF1,0.2005745,-0.05906266,0.1335419,-0.05099361,0.0064705973,0.25853065,0.10399477,-0.030916177,-0.02579284,0.06741087,0.0057931826,-0.022163987,0.051272597
FNDC4,-0.03515533,0.21330582,-0.014558917,-0.0062045204,0.04534812,-0.01098649,0.16104172,0.19848318,0.0037059062,-0.01728234,-0.09234828,-0.00906038,-0.21271135
PTPN22,0.15475498,-0.04938425,0.11393081,0.021528875,-0.100868955,0.34942234,0.15993263,0.104333796,0.20363362,0.0018161514,0.14808676,0.15894008,0.0070904526
HCK,0.17725125,-0.19359426,0.053592082,0.0073571317,-0.09104229,0.147347,0.08454851,0.015338209,-0.18177778,0.19484842,-0.112223335,-0.16313408,-0.17563634
TIAM1,0.06293715,0.15364651,0.14604478,0.13548683,-0.16958635,0.20659639,0.117967315,-0.066482894,0.07729919,-0.0063743563,0.20218578,0.2202971,-0.05897286
ITGAM,0.28026944,0.03452268,-0.09279701,0.0032122715,0.055641744,0.03936026,0.014277461,0.2637572,-0.08043624,-0.0025654,-0.1562446,0.009035604,-0.06414341
FZD3,-0.059142016,0.06870328,0.029433433,0.100663275,-0.1330922,-0.0037512812,0.058770407,0.1860999,-0.008502487,-0.07812376,0.0707666,-0.003431489,-0.25766385
F11R,0.16335933,0.08318651,0.10814072,-0.04049583,0.30968055,-0.14340186,-0.052139357,0.11914609,0.2151505,0.093337595,0.032946315,-0.07098514,-0.111536466
PLEK2,-0.013874442,-0.027122505,-0.018315477,0.09905199,-0.21167862,0.023135161,0.097109206,0.07881633,-0.068820104,0.017500676,-0.057643835,-0.12034012,-0.26090142
PTGS2,-0.0068485076,0.12466964,-0.06450905,0.09200133,0.20960933,0.09189459,0.08468366,0.076961406,0.027309408,-0.018664062,0.024783095,-0.43127817,-0.07347603
PAG1,0.1828642,0.105805844,-0.015937591,0.019966705,0.055105727,-0.028228205,-0.13340586,-0.0044274013,-0.10399057,-0.07687511,0.03113788,0.044889122,-0.25672764
COL6A1,0.00029862075,0.32786646,0.022734387,-0.055922564,-0.0054151504,0.13964984,-0.16890532,-0.17408684,-0.04464391,0.20655857,-0.12239731,-0.2699693,0.111749224
TUB,-0.117015816,0.15153447,0.109967805,0.06321759,0.16056518,-0.07882924,0.0233357,0.023033405,-0.03045139,-0.12176121,-0.065131366,0.1446014,0.07193284
CBS,-0.07960865,0.006894241,0.11667149,0.15394467,0.024927557,-0.0041639605,0.13060279,-0.10637711,-0.1795172,0.040701743,-0.083636664,0.017949903,-0.014033373
RGS18,0.276146,-0.0018744401,0.008934588,-0.044035558,-0.004701062,-0.10262047,-0.009790019,0.24233285,-0.05446415,-0.08900929,-0.1378238,0.012469216,0.0825139
GALNT14,-0.033520415,-0.1118679,0.17340006,0.0019894124,0.22802751,-0.062410418,0.10644997,0.033846445,0.015998906,-0.115126655,0.06891258,0.07694271,-0.06603558
MCAM,0.03826775,-0.004904513,0.103269696,0.10507084,0.25112718,-0.3067008,0.11667912,-0.12627408,0.35923967,0.15323551,-0.0010690186,-0.13243598,-0.032482732
VDR,0.0485028,0.01211124,0.15127121,0.09602432,-0.122430235,0.08995593,0.16953057,0.0017778357,-0.018422663,0.03563424,-0.058713336,0.033273164,-0.14151673
SLAMF8,0.30066204,0.00088578067,-0.045017123,0.034640264,0.0050568692,0.0071434556,-0.06677449,-0.11994644,-0.10222666,-0.087694265,-0.06239234,0.006285598,-0.08012908
DHRS3,0.09770723,0.101099126,-0.036738843,-0.00369537,0.03050931,-0.13153896,0.19233415,0.08168487,-0.045140024,-0.13708256,0.10549186,0.04730771,0.0349927
PKIA,0.07026826,0.16333927,0.025209349,0.025859281,0.22115263,0.07714473,0.06301227,0.21168734,0.12814258,-0.1706777,0.31011805,0.098476104,0.004350889
ARHGEF19,-0.09850168,0.22843945,0.11207203,-0.09502974,-0.059240896,0.1037177,0.13554172,-0.048593532,-0.029939333,-0.022750985,-0.15128146,-0.05909638,0.28167644
ITGAL,0.29697216,-0.039919402,-0.028557576,0.031669352,0.01468106,-0.08680299,-0.021753218,-0.13407417,-0.11613248,-0.09587054,-0.030052284,0.030409139,-0.11778304
GHR,-0.021244273,0.08798399,0.24537441,-0.01044951,0.21866167,-0.016140277,-0.20640618,0.061333466,-0.0043714303,-0.13167518,-0.12764505,0.12909609,0.104488686
SCRN1,-0.0026363777,-0.03790119,0.13762082,0.011489692,-0.13687678,0.010388217,-0.12850133,-0.12488292,-0.011470229,-0.05778153,-0.011319704,0.0114001,-0.25387082
ANGPT1,0.008065373,-0.15711732,0.17144893,0.08230016,0.18116106,-0.10595935,-0.027753096,0.11021473,0.14475928,-0.07284761,-0.10303788,0.07157052,-0.09086286
DNAJA4,-0.0015652137,0.0034804186,0.12662692,0.07658131,-0.12156826,0.020256812,0.12929548,-0.02003318,-0.043250915,-0.15441819,0.12359344,-0.14461072,-0.14226086
GNPTAB,0.151487,-0.011234296,0.16850552,0.048898987,-0.1831519,0.325507,-0.0011053652,0.10056577,0.24117875,-0.10613152,0.13285501,0.15525474,-0.0039034712
ITGBL1,0.06337707,0.2653016,0.06884924,-0.09297683,0.28706038,0.0014890059,-0.08424012,-0.09008604,0.020521883,-0.17267314,-0.012404627,-0.13485113,0.15435377
PTPRC,0.31054452,-0.022937575,0.0014499925,0.035133135,0.01001258,0.06118507,0.017761093,-0.031073662,-0.0057196547,-0.104690686,0.0049405284,0.04624312,-0.013163312
BMP2,-0.050859604,0.01413852,0.15531823,-0.0034175687,-0.0016481288,-0.014063391,0.20341448,0.0015038708,0.025955586,-0.093404524,-0.01976718,-0.27974495,-0.21656264
CD83,0.07470065,-0.0849466,0.12771726,0.08872509,-0.010675052,-0.010317595,-0.033810697,-0.05419699,-0.22094734,0.04133589,-0.021500569,0.007238227,0.28374383
COBLL1,-0.0047631804,0.045175683,0.08804247,0.008493429,-0.059926063,-0.20290707,-0.23550197,-0.15903711,0.09932552,-0.09553046,0.03194236,-0.25258285,-0.014028586
ECT2,-0.055739522,-0.013446708,-0.031133149,0.36844915,-0.22237058,0.023170933,-0.10599749,0.0397067,0.04274911,-0.030472958,-0.04452128,-0.077346854,-0.023583645
ARMCX2,0.022244046,0.20106862,0.018044993,-0.0011881636,0.10891996,-0.009321898,-0.08177576,-0.048005342,-0.055550043,-0.08831456,-0.07863015,0.043659195,0.014238428
BMP6,-0.05822228,-0.17444625,0.22945395,-0.0020392796,0.018672802,-0.06040762,0.040992778,0.012351331,-0.13216881,-0.013222957,-0.015239601,0.11480356,0.12307703
FABP5,0.09523549,0.100956105,-0.17447634,0.09799061,0.37862828,-0.01308864,0.11828299,0.13664353,0.009510386,0.0028165001,0.016401548,0.008684169,-0.008896423
MXRA8,-0.0569476,0.0073870947,0.16969898,-0.008457715,0.06772572,0.13518961,0.15047541,-0.094622254,-0.08176139,0.038055684,-0.23267843,-0.016896779,0.08473524
PAQR8,0.053206354,-0.0002561401,0.1710816,0.01500931,0.04928395,0.102352664,-0.03780343,0.032253847,-0.1663107,-0.016358389,0.1103002,0.08831283,-0.14855285
PDE7B,0.049448743,0.20536435,0.16251905,-0.028316604,-0.111734875,-0.0011157738,-0.19179317,0.044459485,-0.053416558,0.11958024,0.13287494,0.18432869,0.16376995
PFKFB3,0.08451764,0.035414945,-0.018415974,0.07165768,0.01968336,0.09418179,-0.15219049,-0.054652274,0.014351476,-0.14346123,0.07763352,-0.3640672,0.012526023
MRC2,-0.022870263,-0.07820888,0.25227773,0.0019061655,-0.00924209,0.18722582,0.14281508,-0.076148726,0.02142947,-0.01881162,-0.2391327,0.029543333,-0.03453124
LAPTM5,0.29583785,-0.03522598,0.0039951564,-0.0011946431,-0.03641475,0.19839905,0.12024232,-0.090048976,0.054864332,0.013733191,0.0027335016,0.048665017,-0.08591981
KNTC1,-0.028987266,-0.05087828,0.063024625,0.30931976,-0.08960444,0.010489855,-0.06037581,-0.025059445,-0.07087102,-0.030962547,0.033855747,0.020560214,-0.004459848
SNX10,0.17040297,-0.057609133,0.060639456,0.0008800456,-0.10834316,0.33347005,0.14791048,0.14352468,0.14819172,-0.0098293545,0.19578516,0.036204744,0.013669243
SERPING1,0.15211067,0.053613022,0.17548119,-0.103762046,-0.036945153,0.0050485977,-0.0720662,-0.19271332,-0.059341814,-0.10841488,0.086982355,-0.10218155,0.20070192
BTK,0.2941058,0.0008044911,-0.03577587,0.0037667,0.027758723,0.17726564,0.08364012,0.11089867,0.0879284,-0.061753914,-0.009706381,0.0039478783,-0.03470978
OSCAR,0.14146332,-0.015004875,0.08849923,-0.03652581,-0.13363612,0.35202685,0.3284578,0.10693936,0.19960919,0.067531966,0.12384524,-0.0010393574,-0.024893807
SYT12,0.0057860306,-0.025613245,0.15018158,-0.0057755294,-0.022766916,-0.0049567856,0.2892703,0.09478591,0.173867,-0.15560596,-0.07065539,-0.010135436,-0.107717246
ACOT7,0.002255016,-0.0060615637,-0.10886881,0.21164665,0.05717075,0.036947403,0.21466534,-0.03211115,-0.08011471,-0.012200787,0.05762277,-0.21991518,-0.019056965
SLIT3,-0.038011283,0.122317605,0.2239859,-0.0044189068,-0.07162307,0.04862695,0.04247063,-0.081763536,0.002003914,0.015247387,-0.08664463,0.023943346,-0.18275605
ABLIM2,-0.005572968,-0.13789901,0.21791893,-0.06849747,-0.12833023,0.0037739917,0.11000997,0.057741042,0.022839446,-0.16311474,0.08080619,-0.051944688,-0.093339585
CDA,0.21437632,-0.025814097,-0.08820759,0.0046333554,-0.0906824,0.101547115,0.03136189,-0.013515462,0.046656244,0.011132748,0.078121625,-0.0167824,0.08139338
NR4A2,-0.011952129,0.15508763,-0.026268108,0.030203026,0.26104474,-0.120180786,-0.005222949,-0.04018224,0.04612035,-0.10626323,0.11158794,-0.33467636,0.049605478
ADCY7,0.18617134,0.27384293,-0.05554933,0.0012487385,0.06298588,0.00016148805,-0.17710374,-0.026216982,-0.038219128,-0.106401764,0.011600357,0.015013823,0.00917047
TPM2,0.03816296,0.067797594,-0.087016106,0.07580631,0.061049324,0.015777817,-0.0388682,3.1173942e-05,0.0748494,0.0045914957,0.004545768,0.0061012376,0.30623025
PTGFRN,-0.05105151,0.094705865,0.19473842,0.072282284,-0.18123189,0.08609354,-0.33134338,-0.053135764,-0.13608138,0.07536177,-0.14532776,0.15208709,0.030634196
ISLR,-0.006287627,0.26739508,0.06520789,-0.03924377,-0.0014073149,0.014003139,0.015893446,0.027917784,-0.15790163,0.14919922,0.0070911427,0.017377188,-0.1981432
TNFRSF11A,0.16071673,-0.029376205,0.13998213,0.00053541944,-0.0151856765,0.34862888,0.15865065,0.058547385,0.2071692,-0.006051302,0.07048666,0.18967725,-0.023618244
HYOU1,-0.00036144617,-0.11895748,0.074521475,0.19126108,0.08013066,0.00930546,-0.08356708,-0.017056422,0.049487934,-0.10207285,-0.08901787,-0.24028985,-0.17054875
DLX5,-0.086342745,-0.113430895,0.23135105,0.04412206,0.020067262,0.03901372,0.096082315,0.08101681,-0.1563376,0.019776624,-0.084352635,0.00025057865,0.19500911
HOXB8,-0.039769445,-0.05411891,0.1261534,-0.008571407,0.10319701,-0.03226661,0.03325877,-0.017706672,-0.08473555,0.03640086,-0.014519536,-0.08638529,-0.19569361
HOXA5,-0.05632001,-0.012702248,0.18509263,0.080399625,-0.027334819,0.023914814,0.0017195551,0.0090848375,-0.08235036,-0.021595027,0.07816503,0.1543266,0.038354665
HSPA4L,-0.03143401,-0.0985184,0.09120408,0.14709002,0.0058618435,-0.09385887,-0.03907833,0.054280344,-0.020923855,-0.20939966,0.19065297,-0.19529426,-0.15756443
MTAP,0.04988316,-0.012309831,0.074971005,0.11945627,0.048424013,-0.00084261934,-0.24539384,0.046279598,0.03269687,-0.08091248,0.052384913,0.12465342,0.267135
SLC16A9,0.04985222,0.2623848,0.009636814,0.007085462,0.14867073,-0.12659948,-0.024123194,-0.035670295,0.02144909,-0.071464725,0.119843304,0.15201436,0.04433104
VWF,0.0709954,0.18425101,0.0002264947,-0.0004099405,-0.10520781,-0.25893393,-0.027322177,-0.023320913,0.24046592,0.1014523,-0.013600527,-0.15133983,-0.10243624
TNFSF11,0.045851577,-0.03544419,0.120831795,-0.0024894224,0.16262265,0.2617971,0.18192354,0.025306562,0.1371419,0.080478825,0.124651924,-0.19605832,-0.11321028
NCALD,0.019874392,-0.016804202,0.17279682,-0.021293845,-0.017962005,-0.02745658,-0.11596776,-0.018437395,-0.052162234,0.039883226,-0.008033062,-0.032255664,0.0104877865
PFKM,-0.036712848,0.1185673,0.079985894,0.07059647,-0.1305887,-0.030603599,0.1616381,-0.11987036,-0.025869787,-0.14156267,0.15434222,-0.014603044,-0.1658503
CD200,0.052095156,-0.1394731,0.32765293,-0.085788295,0.02522394,0.1332111,0.0029171244,0.093784586,0.049795397,0.047281645,-0.022060556,-0.047044802,0.0565427
MLLT3,0.0083388565,0.037928656,0.1326507,0.049685653,-0.28377917,0.027747158,-0.01668697,0.2093201,-0.10373159,-0.1285976,0.051632036,0.022871848,0.034424093
VEGFC,0.10639465,0.06405731,-0.055001654,0.033240296,-0.0057870047,-0.053960748,-0.021566328,0.080285184,0.25206777,0.20766182,0.0060775615,-0.16893512,-0.005035521
CYP26B1,-0.06565428,0.15932278,0.16207829,-0.0022327343,-0.12646583,0.015582411,-0.093145005,0.051833097,-0.096921325,0.15228368,-0.15075359,-0.14198568,-0.16243953
FGR,0.27462223,0.005783264,-0.016436432,-0.0016723361,0.016113982,-0.13407901,0.004862434,-0.018908955,-0.08018095,-0.08669523,-0.020791782,-0.033758778,0.027893106
CYP51A1,-0.05730642,-0.045107696,0.034034148,0.18448041,0.30021265,0.12140266,-0.12847972,-0.054293923,-0.12303061,0.0442114,-0.06784232,-0.10978125,0.004239985
ABLIM3,0.11573172,0.13307393,0.09442736,-0.0040639006,-0.15367708,-0.24370678,-0.10519744,0.17434841,0.22868364,0.21555567,0.008075036,-0.030540133,0.0644695
IRX5,-0.06819852,-0.08329696,0.24135832,-0.0083469935,0.029265957,0.08846386,0.1450701,0.052399967,-0.09694252,-0.15646596,-0.035899345,-0.13779294,0.12242199
ARHGAP30,0.30939287,0.038309116,-0.049746882,0.025392363,-0.104863375,-0.020899324,0.005180344,-0.023081597,-0.08635426,-0.107001916,-0.07393505,0.0046621524,-0.00398584
CRTAC1,-0.058353525,0.14366063,0.02318384,-0.007898636,-0.018229356,-0.020682175,0.14258537,0.11212114,-0.15644296,0.12711163,0.02661351,-0.027904997,-0.2119926
CARD11,0.26059464,-0.020676851,0.08262106,-0.06409003,-0.005482962,-0.036514368,-0.052510872,0.045675773,-0.21716447,0.041208774,-0.009057713,-0.005185137,-0.018902497
S100P,0.14930557,0.10301384,-0.1776386,0.0969054,0.11146191,-0.12358507,0.052460406,0.10776637,-0.15092508,-0.06568172,-0.038246635,-0.04960006,0.1459342
OLR1,0.1766125,-0.019925117,-0.05076831,0.031526867,-0.008920914,0.012318053,-0.11200878,0.14858991,0.01549179,0.06274197,-0.06733403,-0.2425172,0.03196552
SLAMF9,0.16253947,0.017751494,-0.054780852,0.077371985,0.040583503,-0.08860405,0.051288877,0.0044514188,-0.09760725,0.062094297,-0.0409365,-0.12936226,0.3029314
COL1A1,-0.06524211,0.26966316,0.06028032,-0.008107631,-0.05399401,0.0969658,0.13747557,-0.22128935,0.20418917,-0.07908819,-0.3813623,0.009717036,-0.0011320662
DOCK2,0.3147603,-0.0021036665,-0.0008458932,0.02468389,-0.10508463,-0.037521895,-0.077214494,0.0029418517,-0.09942043,-0.123599164,-0.122086264,0.012666343,-0.052533194
KCNMA1,-0.063905396,0.10160935,0.1307329,0.003758108,-0.17468736,-0.12887809,0.014981227,-0.11753318,0.13466385,-0.32656106,-0.1448864,-0.13405764,-0.08180552
ALPL,-0.06921735,-0.20258403,0.245767,0.07855164,0.0038545232,0.037035566,0.22877891,-0.042922415,0.075771384,-0.062492657,-0.2446307,-0.014203685,-0.0027429203
SOCS3,0.13038325,0.11655904,-0.0640254,-0.0018319882,-0.0069969613,0.032507125,0.058878765,0.13785404,0.12999585,0.07822054,0.11200788,-0.35763314,0.09113571
MCM5,-0.044282004,-0.078731254,0.020862129,0.2988704,-0.10336471,0.0062232194,0.035594456,0.08439413,-0.13560742,0.1036107,0.027786912,-0.001438211,0.0041095
CX3CL1,0.10181355,0.020552088,0.1810526,-0.008429435,-0.013961529,-0.072970524,0.06742651,-0.20091456,-0.19413203,0.13663,0.008272969,-0.03274111,-0.18125042
GPC6,0.018678667,0.18783265,-0.05084917,0.005299833,0.003093176,-0.007907874,-0.060765527,0.12317976,0.10668551,-0.2028373,0.088141784,-0.09757312,-0.18905789
PCDH17,0.09525416,0.006613811,0.18297054,0.006460244,0.24074379,-0.17550567,-0.009806092,0.0200063,0.23509897,0.21660201,0.046358872,0.035063997,-0.08500623
LOXL3,0.01979796,0.2642775,-0.0056957887,0.007692356,-0.14086066,0.05031248,0.023675581,0.019874224,-0.11696722,-0.024960563,-0.024746416,-0.22574508,-0.12759556
MCOLN3,0.06712499,0.03509457,0.04453221,0.015287817,0.008479291,0.28652462,0.048189748,0.100728646,0.018541176,-0.08541877,0.23951241,-0.02520507,-0.06106513
SCARA3,-0.028385678,0.076733485,0.08184065,0.077029005,-0.07664234,0.00065580173,0.095876195,-0.14398496,0.09063255,-0.05665971,-0.057363506,-0.07809099,-0.08072205
GPR65,0.28426996,0.009455043,-0.058450293,-0.004006696,0.38101828,-0.04651843,-0.051109076,0.018718489,-0.12008535,-0.056807727,-0.13136454,0.060797796,0.0019010727
PPFIBP2,-0.040379826,-0.18614832,0.3079172,0.035088003,0.059792265,0.00086672493,0.11756898,-0.085509636,-0.06105845,-0.10040315,-0.13071555,0.14143938,0.0051603154
RECQL4,-0.07039965,-0.006628773,-0.06903017,0.23580717,-0.07986604,-0.04424527,0.28956282,-0.073203124,-0.11973023,0.091166094,0.014673364,-0.13629286,0.024061948
CILP,0.040892623,0.16583553,0.0797379,-0.00205715,-0.00022281967,-0.04317345,-0.19018763,0.038066547,-0.08758491,0.027421601,0.10149911,-0.023511257,0.13528976
IFIH1,0.17963246,-0.10013568,0.14446317,0.057804547,0.0112631,0.03275215,-0.08742906,-0.18130209,-0.17516369,0.009579039,-0.037071206,-0.09873667,0.30139986
SEMA6B,0.082892634,-0.065208055,0.20026907,-0.06507636,0.15079014,0.14096217,0.012878353,-0.03956463,0.034555733,0.23443104,0.09001133,-0.22503252,0.0037794134
KCNH3,-0.10386839,0.025937574,0.112261415,0.09970005,0.12184804,-0.062791474,0.22674723,-0.07669843,-0.19983567,-0.085054085,0.09418122,-0.11527013,-0.09516678
CES2,-0.03591516,-0.00053647097,0.13880695,-0.099036545,-0.19277003,0.009225534,-0.12016131,0.18215862,-0.20639905,0.0028229954,0.11397575,-0.0018529863,-0.081180535
DHCR24,-0.064351544,-0.09541092,0.0793759,0.2135207,-0.024363354,0.09776213,0.01852242,-0.12555113,0.007244781,-0.13012952,-0.045506444,-0.026209833,-0.1306572
NCF2,0.28310877,0.013978976,-0.12451037,0.029103957,0.29239747,-0.045062352,-0.010226523,0.18147117,-0.05828316,-0.06267427,-0.16870803,-0.08240225,-0.066251546
SIX2,-0.06420215,0.113275506,0.048592992,0.060761612,0.0044665635,0.04766657,0.06328807,0.039041508,-0.2154794,0.31831732,-0.008831192,0.05689071,0.043764345
BOC,-0.09525419,0.09092478,0.201369,-0.0050018886,-0.061303705,-0.041183554,-0.07278965,-0.0012742048,-0.09254395,-0.096505344,-0.18021323,-0.00050872745,-0.02932282
LTBP3,0.0013907502,0.018697789,0.2832401,-0.13329966,0.0027065515,0.06757856,-0.0011042563,-0.113761835,-0.08057141,-0.02532724,0.09510056,-0.13828199,0.059098806
FAM89A,-0.011329992,0.031382713,0.14542493,-0.07618964,0.27600616,0.012016887,0.04367889,0.0086790165,0.04556062,0.045574326,0.041183803,0.00047961262,-0.19545114
RAPGEF4,0.038494453,-0.15934426,0.28736776,0.0022443838,0.010741203,-0.07196316,-0.061402705,0.066032365,0.11910686,-0.037289448,0.021095103,-0.06822061,0.1550017
ASPM,-0.07009608,-0.032802228,0.04367229,0.37381437,0.1560766,0.0070655122,-0.13892928,-0.11396713,0.008354621,-0.0652803,-0.03569609,0.029797075,0.0019782751
CLMN,-0.023903128,-0.046175,0.22555509,0.013743678,-0.07960831,0.0039028663,-0.023702756,0.17322724,-0.13028471,-0.008528402,0.012481005,0.008716005,-0.06337326
SATB2,-0.055709586,-0.24318574,0.31391686,0.075352445,0.051918563,0.029332845,0.120924495,-0.0070638773,0.059367687,-0.14283907,-0.12989941,-0.0024703895,-0.0025953937
