,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
HTRA3,0.012871869,0.11021276,0.10226181,0.015335133,-0.0071469136,0.21083857,0.16716689,0.036208436,0.039015155,0.19716576,-0.1210328,-0.029675983,-0.01638183
SLC9A2,-0.06899701,-0.10066174,0.24559575,0.10435272,0.02246105,-0.09392736,0.16622591,0.10089721,-0.11340109,-0.059936475,-0.037052277,0.08658672,0.01891475
SLC25A10,-0.075627595,-0.10680337,0.09509319,0.14817907,-0.010881585,0.019142957,0.32604322,0.13516518,-0.1621651,0.010697657,0.03952073,-0.015190916,0.08886565
FOXF1,-0.010060162,0.113869436,0.04047787,0.01286943,0.115762115,-0.060877237,0.14960496,0.019894235,-0.18019152,0.07868681,0.009364152,-0.18064621,-0.22866783
PRRX1,0.0011587335,0.1914368,0.15072821,-0.00023535962,-0.09988051,0.13295999,-0.280527,-0.12378198,-0.036621712,0.022505786,-0.1389343,-0.10134062,0.25402147
HOXB3,0.000117535994,-0.007830965,0.157384,0.048658744,0.06410978,-0.10679172,0.091167435,0.046917364,-0.06176932,-0.10615245,0.10392908,-0.012784195,-0.03209746
ARG2,0.05094687,0.14071524,-0.094339095,0.16936496,-0.08618388,-0.0008023013,-0.04958361,0.1173074,0.028350072,0.15181686,0.12333683,-0.26222557,0.03150745
POLE2,-0.058154244,-0.020306513,-0.0649575,0.31399632,-0.11219544,-0.008808171,0.06473264,0.17331097,0.038575187,0.062905155,-0.023114512,-0.008885413,-0.017356995
EPHB1,0.07621865,0.017023116,0.17437862,0.003028964,0.02254587,-0.16484521,-0.06169737,0.07722433,0.23464143,0.28806856,-0.021196643,-0.010944389,-0.2095755
STK38L,0.070581496,0.21085402,-0.03473908,0.0031442048,0.25131842,-0.016612692,-0.2484148,0.0052951262,0.08318697,-0.12296408,0.050711807,-0.28651136,-0.06881947
IL7R,0.23890088,-0.07498378,-0.039677247,0.056873042,0.092260025,-0.013653979,-0.010123298,-0.0012167947,-0.052519962,-0.08106312,-0.1800368,-0.078430094,0.118412375
TLE2,-0.044549566,0.081211075,0.19848618,-0.06826776,-0.1343675,-0.00829018,0.15946245,0.0054322192,-0.2756153,0.013427981,0.19784474,-0.004220717,-0.056425393
RAPH1,-0.013819155,-0.05075608,0.28596225,0.06481104,-0.046209157,0.11201732,-0.1540947,-0.062123492,0.07462074,-0.044867776,0.013191437,-0.013907174,0.09318118
KERA,0.014670376,0.16218826,0.017429318,0.002651664,0.003608781,-0.0040145437,-0.1187477,0.09113127,-0.028174277,-0.11604117,-0.123700105,0.009065797,0.2522943
EDN1,0.13021733,0.1817391,-0.056380104,-0.0023566934,0.032538287,-0.15139839,-0.009289513,0.10639089,0.07942974,-0.037569296,-0.0031313524,-0.07317395,0.09496765
NAP1L5,-0.028162666,0.069931224,0.016623683,0.1294674,-0.08733667,-0.007158078,0.0276321,0.04558086,-0.06941122,0.0075819395,0.065953255,0.11662192,0.089426234
FST,0.037600227,0.0607803,0.1550678,-0.08995711,-0.021980707,0.022946496,-0.16048536,-0.054719705,-0.2368333,0.022522036,0.03782863,-0.02381913,0.15745795
TBC1D9,0.19849057,0.00056510855,0.10409055,0.04219663,0.40147382,0.23710983,0.06679593,-0.12622754,0.111702606,-0.10096958,0.12916286,0.18563958,-0.004974031
PDGFRB,0.08407344,0.14189379,0.16558439,-0.0029727563,0.015665501,0.051529136,-0.23665799,-0.13962808,0.06982257,0.2520957,-0.042250793,-0.016771048,-0.048772924
EGR2,0.12804672,-0.012342095,0.014841092,-0.043438315,0.17697512,-0.037617862,-0.10432532,0.10319652,-0.14815895,-0.0431176,0.17429382,-0.39140305,-0.13571241
GALNT6,0.153217,-0.06647329,0.041667156,0.008379299,0.026755163,0.23166305,0.16612378,-0.06779546,0.18514724,-0.09711944,0.21111211,-0.016275804,-0.14319885
PDE2A,0.100529134,0.069947645,0.18775855,-0.010969263,-0.1369422,-0.18048392,-0.016107967,-0.088663675,0.24083598,0.08671481,-6.7742053e-06,0.039010257,0.11419941
YES1,-0.02078133,0.10815594,0.0021080505,0.20175773,0.28399995,-0.059119802,-0.036349215,0.007867712,0.1691681,0.010706618,-0.015773289,-0.010567776,-0.19258101
SEMA4D,0.15679018,-0.102167785,0.10905847,0.04708961,-0.010746138,0.20569848,0.20770125,-0.17510019,0.08139469,-0.07424728,0.22767437,0.13588351,-0.011130301
PON2,0.0061154626,-0.056456644,0.046961628,0.19337195,0.055733655,0.05512752,0.023517225,0.08021596,0.056696713,0.11601043,-0.040936977,0.07544425,-0.061991014
UNC13D,0.2597258,0.0001824114,0.01565508,0.0065422966,0.016779708,0.1343597,0.125112,-0.13025108,-0.05782472,-0.018070865,0.16171885,0.050742675,-0.046241473
KIF23,-0.06505926,-0.012948713,-0.050600488,0.37632376,0.059668213,0.0046236604,-0.033791963,-0.12002251,-0.005170339,0.0032281692,-0.0042634937,-0.009381849,0.0072236084
EBI3,0.26969698,-0.044305995,-0.023536133,0.0018835053,0.0042249877,0.0023542382,0.22307694,-0.05367603,-0.15603669,0.0070877043,0.006180785,0.07677948,-0.00016423406
RAB42,0.17676239,0.08085956,-0.08864639,0.036755826,0.08737549,-0.02376484,-0.016290352,0.10247997,-0.08983766,-0.07349107,-0.16057368,0.12052435,0.050031383
PCBD1,0.101489805,-0.20607822,0.0634497,-0.06910957,-0.22538872,0.049557716,0.101223916,0.23986834,-0.10364185,-0.08044568,0.211081,-0.04976691,0.08629042
MAGI2,-0.023075059,0.007625467,0.12625559,0.0009845302,0.2513867,0.009970067,-0.08955762,0.08010121,0.09649454,-0.11852455,-0.008349864,0.033438604,-0.09086713
CBX2,-0.05179369,0.009231393,0.14679271,0.20229346,0.0051183808,-0.09297089,0.009679882,-0.07775536,-0.18517324,0.01427047,0.13848531,0.1802287,-0.1246469
SRGAP3,0.10922093,0.039384697,0.22622111,-0.045495436,0.02989769,0.23036498,-0.084041215,0.028223602,-0.14739968,0.06270053,0.01606102,0.19090413,-0.050943024
NOSTRIN,0.10105845,0.028788742,0.14391026,0.0037185824,-0.1260135,-0.29850516,0.06552745,0.036740452,0.2348198,0.042320352,0.021844566,0.07544672,0.2632426
LIMK1,0.07198937,-0.063700445,0.09950722,0.04487968,-0.005477458,0.25698793,-0.14524494,-0.010590453,-0.14935155,0.1078828,0.018291881,-0.019526405,-0.14593838
IQGAP3,-0.04123336,-0.017961737,0.044277526,0.3058665,-0.17310518,0.0122365635,-0.16207735,-0.005432201,-0.034609426,0.002619397,-0.0069800634,0.0013798279,-0.035502955
TFPI,0.12436786,0.05598273,0.05131524,0.04220159,-0.105320774,-0.119471595,-0.12140105,-0.01303206,0.3855797,0.15002286,0.040468372,-0.029738702,-0.08903504
GPRC5A,0.020341543,0.2064915,-0.03606647,0.025553841,0.109355725,-0.043494146,-0.027712924,0.051744312,0.07143859,-0.24698147,0.07517876,-0.30006006,0.22991545
MEOX1,0.07951036,0.22489724,-0.09824906,0.030011442,0.008991998,-0.24482824,0.027654732,0.048674315,0.117413275,0.0088841515,0.15367606,0.09191907,0.09014719
FAM43A,0.04677715,-0.05367081,0.22182518,-0.062902085,0.033522625,-0.19936112,0.11677602,0.032715853,0.13234264,0.019738328,-0.021563847,-0.16431142,0.07779798
LRIG1,0.09323352,0.2795068,-0.06867253,0.016124211,-0.042839788,-0.0043552034,-0.18068321,-0.112439364,-0.011313705,0.026241258,0.32342806,0.0034460386,-0.08406847
MARCKS,0.063225,0.09063355,0.049539197,0.13253146,0.1959148,-0.00027321719,0.21531075,-0.010531093,-0.05463942,0.18943281,-0.15281114,0.030584693,0.11721406
ADAMTS17,-0.016248457,0.014545692,0.21239766,-0.0028426233,-0.009322116,0.00014654046,-0.043158602,0.010326657,0.055189393,-0.032879718,-0.14277211,0.21331835,0.030080114
ITPR3,-0.00012042507,0.073402345,0.17676406,-0.00013194035,-0.101353444,0.10054161,-0.30472034,-0.2726646,-0.08204376,-0.03259518,0.13570039,-0.22571746,-0.025217218
STOX2,0.040009234,0.09349565,0.21266857,-0.0010470577,0.0013440121,-0.19249395,-0.20590942,-0.014827704,0.02300577,-0.044857945,0.1311261,0.079781264,0.10100995
SLC35F2,-0.06020605,0.11498871,-0.085440814,0.1630904,-0.033463195,-0.01410015,-0.02092972,-0.090306275,0.05001757,-0.1511297,-0.02929945,-0.1379414,-0.0028084663
PTP4A3,0.040042784,0.13139136,0.068017855,-0.009222206,-0.00662953,-0.27821094,0.13862662,0.12791806,0.13036042,0.12184187,0.12007572,-0.055596523,0.16139984
CALD1,0.049929302,0.3006658,0.0028540469,-0.001515543,0.2715812,0.07687813,-0.2607056,0.105351396,0.118750826,0.053507358,-0.13075949,0.0010430681,0.13186091
CNTN4,-0.0021384854,0.054295436,0.15085419,0.0206928,0.13653472,-0.01534817,0.057809126,0.17813733,-0.007878569,-0.10557558,0.02140422,-0.032445237,0.007169105
FGD2,0.2892971,0.0011313192,-0.029240498,-0.0012148644,0.031730227,-0.17165425,0.041825693,0.085288756,-0.15822539,-0.050743826,-0.15707287,0.0079753,0.014286821
RASGRP3,0.15249836,-0.03671382,0.15085214,0.023359371,0.015438596,-0.23622456,-0.09173133,-0.019613532,0.30386037,0.26485604,0.016716337,-0.015678845,-0.07363037
EVI2A,0.18776488,0.13549896,-0.1331275,-0.0005094949,0.34179863,0.079391666,0.0111521585,-0.012601323,0.14983077,-0.13750286,-0.12915039,-0.016359672,0.102144614
MYOZ1,0.04479259,0.0069025843,0.10688741,0.0020562601,-0.01628194,-0.12589853,0.019183015,0.23645782,-0.044023667,-0.020995388,0.13691352,-0.0013340228,0.18443449
PHKG1,0.018595822,0.122224,0.081986904,-0.051101435,-0.101387024,0.011691647,-0.04431359,0.23753314,0.02275054,-0.10948996,0.006979896,-0.022700936,0.2662851
PPIL1,-0.003581852,-0.09503356,0.016838621,0.124724664,0.3097692,0.008886193,-0.021987764,-0.025091423,-0.10532912,0.1316248,0.02700252,0.035771243,-0.041687146
ITGB7,0.18252388,0.037471574,-0.0372367,0.0055896617,-0.0632081,-0.13971914,0.16584873,0.022300294,-0.27193904,-0.042696264,0.053993896,-0.18443988,-0.03963578
IER3,0.07705819,0.07576781,-0.0891469,-0.0032697306,-0.13109802,0.058486138,0.0952118,0.1947578,0.020728655,0.11851098,0.033302464,-0.5039379,0.064346835
PTEN,0.085177384,0.024596768,0.11975,0.00050968153,-0.08276175,-0.05385182,-0.269892,-0.052601907,0.10507182,-0.07411188,0.16906156,0.053742025,0.008377515
TPM1,0.039816253,0.037501153,0.098556854,0.0047211223,-0.05507174,0.13023216,-0.100531824,0.124046914,0.0051016966,0.057435468,-0.06650015,0.05494644,0.19703661
CNTN1,-0.0060442695,0.21143223,-0.0045645977,0.051024985,-0.01238205,0.1399235,0.04830254,0.20792195,-0.107140325,0.09841433,-0.034510273,0.14553174,-0.081808314
USP49,-0.02557808,-0.10290398,0.19654162,0.0012157896,0.2721358,-0.039347623,-0.1190873,0.20135204,-0.16275112,0.120730475,0.13035053,0.013672839,-0.10330302
DEPDC1B,0.0020015342,-0.12718949,-0.06510602,0.3545807,-0.039420225,-0.053780682,-0.014934658,0.08269958,0.0038806724,-0.036636673,0.060355812,-0.0712539,0.017522955
SDC3,-0.03422866,0.16999115,0.14017566,-0.0056769634,-0.01758597,-0.055346034,0.014763613,-0.06547671,-0.16089125,-0.15186915,-0.08587493,0.06531833,-0.13034628
MYBL2,-0.046621606,-0.06260311,-0.08004059,0.33349112,0.04896818,0.008309789,0.16430512,-0.04481297,-0.007855376,0.011199351,-0.08748502,-0.042611543,0.008575445
DST,0.007630176,0.043554276,0.17627233,0.023158537,-0.008362128,0.06188833,-0.37903103,-0.097758606,0.067705266,-0.26116103,-0.0033028335,-0.032054357,0.055252768
BLNK,0.2921182,0.027385583,0.005987985,-0.0027322336,0.123162724,-0.0027500705,0.008211173,0.10365796,-0.12716395,-0.07245287,-0.114902385,0.11663135,0.008518965
SHC3,0.08419239,0.05353156,0.14266907,0.0029545033,0.021320296,0.36449683,0.20112377,0.07503782,0.16644728,0.06251406,0.09186161,-0.041508954,0.007996616
KLF9,-0.0052163056,0.16558358,0.02610765,-0.063933924,-0.11615429,-0.039063018,-0.22277929,0.0846401,0.045319866,-0.09150417,0.07696202,-0.047913335,0.15702435
CCDC69,0.17268422,-0.0090266,-0.005452069,-0.0018347293,-0.01394552,-0.189711,0.018104624,0.23868,-0.04440415,-0.06112752,0.07426757,-0.01138959,-0.1335943
TPD52,0.09379854,-0.12076024,0.038201448,0.08498733,0.12972109,-0.11744179,0.077242635,0.121309966,-0.082318634,-0.2517485,0.1553712,-0.055116154,0.023987267
TMEM106A,0.24979486,-0.048502043,0.06694824,0.04859519,0.15092938,-0.06464622,0.028831886,-0.040947445,-0.102388114,-0.074682675,-0.12627837,0.12815659,0.037977863
MICAL2,0.039224587,0.17476358,-0.006682467,0.0130536845,0.021018177,0.18034147,-0.24053508,-0.015053224,0.09294876,0.038599998,-0.113636166,-0.14004476,-0.003491982
SAMD4A,-0.046328004,0.16517085,0.071196824,-0.0045367763,-0.037117682,-0.1386979,-0.22878239,0.100549966,0.078326344,-0.21438403,-0.08598345,-0.15910152,-0.0040760473
SERINC5,-0.00015114945,0.15417522,0.10336927,0.024302015,0.16199939,0.084084265,-0.20027137,0.059804894,0.09330202,-0.043976527,-0.07598338,0.002039371,-0.13227065
CDH6,0.07957592,0.20020881,0.029510852,-0.003661376,0.026504051,-0.11217475,-0.022365753,0.07100656,-0.012645824,-0.09568254,0.16790245,-0.034320973,-0.057250686
NCF4,0.29458344,-0.055233512,0.021791834,-0.005739631,0.026571034,0.13727975,0.1458353,0.010762095,-0.050803285,0.018112632,0.0003895962,0.14763796,0.010377601
SLC22A15,0.04306278,-0.119880825,0.045603316,0.11250849,0.061313704,0.014750632,-0.1577261,-0.036416337,-0.1425355,-0.06539903,-0.088648215,-0.2188067,-0.17684783
ADAMTS6,0.06584279,-0.014974782,0.1764362,-0.041812796,-0.0154912,0.024829803,-0.14759511,0.012751672,0.08532551,-0.19453909,0.022100303,-0.15429765,0.02837799
GMFG,0.24090527,-0.07510283,-0.012599435,-0.07316906,0.31443027,-0.0720224,0.16023691,0.09142229,0.014383753,0.076114886,-0.008716841,-0.0019828707,0.16420467
TMEM119,-0.080086246,-0.0051126275,0.21550985,0.013434949,0.062009815,0.0046352088,0.20482366,-0.19189318,0.010625954,-0.11583411,-0.2859715,0.016143879,0.10490792
TNFRSF1B,0.26841024,0.08143737,-0.0651376,0.0030748066,-0.038666278,-0.09136318,0.10710688,-0.016086003,-0.17166613,0.0016796929,-0.003216586,-0.050937723,-0.013106229
C1QTNF2,-0.065226324,0.3240025,-0.046636928,-0.00061133277,0.011379681,0.022888808,0.020119803,0.14982581,-0.027586937,-0.023853824,-0.14151092,-0.11807458,0.23712742
SSPN,0.006265695,0.28144956,0.050494693,-0.009021649,0.25585285,0.09210251,-0.08809925,-0.11602307,0.043107387,0.011350581,-0.031518497,0.04320955,-0.0025685611
CA13,0.12170229,0.14727217,0.0011772626,0.0014092746,-0.015826575,-0.130511,0.031382717,0.14717555,0.08031283,-0.23066759,0.022371324,-0.13538069,0.08233571
SPATA6,0.015420055,0.025018265,0.1911175,-0.0005553627,-3.3457065e-05,0.023638632,-0.19943772,0.11119544,-0.005772119,0.118231624,0.0016881985,-0.0027044313,0.07989121
RNASEL,0.15193047,-0.009930147,0.18492703,0.0001059566,-0.09803474,0.050967887,-0.20856288,-0.16046937,-0.1367585,0.021728069,0.03538369,-0.111673795,0.20223778
MYH11,0.05942636,0.23900981,0.1317172,-0.0024200457,-0.06679322,-0.22124301,-0.04803725,-0.009968943,0.03190317,-0.097819224,0.09096401,0.055998363,0.22215308
LHX2,-0.11524023,0.06825752,0.065801635,0.13863999,-0.02731921,0.015902627,0.07893019,-0.08514143,-0.15019552,0.11616047,-0.095554546,0.002176045,-0.050376926
ENTPD1,0.18234895,0.095718406,0.08462226,-0.0035382505,-0.1567047,-0.23775166,-0.07562853,0.004987644,0.26685485,0.10967406,-0.042129423,0.021392947,0.020202788
RRM2,-0.01775635,-0.002130403,-0.0682947,0.35542884,-0.13261127,0.049270827,0.012154516,-0.036124133,0.096756175,-0.07808006,-0.00056271045,-0.084713474,0.020110333
SLA,0.28157884,-0.057550736,-0.02448024,0.013111486,0.085886,-0.08579871,-0.00027437674,0.04574315,-0.09189258,-0.13422148,-0.13745844,-0.03225617,-0.10030686
EHD3,0.10497293,-0.106266245,0.21854147,-0.0051013976,0.12514603,0.057032023,-0.11023728,0.02393126,0.09655075,-0.060163178,0.06680022,-0.029398944,0.16942787
ARHGEF9,-0.03502055,0.011346245,0.1962092,0.00044658274,-0.33612254,0.091423504,-0.16074322,0.21612924,-0.09391308,0.030317865,0.0072245286,-0.0074121873,0.037557293
MAP1A,-0.011041604,0.04008556,0.20613304,0.024486728,0.040396728,0.118154235,-0.14559706,-0.14739007,0.060415044,-0.15087359,-0.17690851,-0.02788602,0.06004433
MMP28,0.08228504,0.24551165,0.040274825,-0.00059559045,0.20260891,-0.14312914,0.062642395,-0.054735083,0.11849369,0.31186587,0.05123935,0.03799942,0.123581916
PEX6,-0.0043815523,-0.06616132,0.11921016,0.08013583,0.19278331,0.04631288,0.11733755,-0.15607452,-0.16619363,0.2317844,0.15614972,0.015065977,-0.0010754224
NR1H3,0.22356689,-0.083198436,0.0036679,0.00028373534,-0.0065664975,0.10766179,0.24835855,-0.11395088,-0.030216187,0.033463344,0.18881746,0.02731902,0.016209686
TNFRSF25,0.04894014,0.085407585,0.10152728,-0.027366428,0.0064617894,-0.09122545,0.12338994,-0.08826533,-0.24976043,0.09744152,0.05941883,0.010533078,0.0136938635
WNT10B,-0.08790898,-0.002524078,0.08701798,0.045450576,0.0056503755,-0.0026129028,0.3279273,0.11863283,-0.0741336,-0.16762167,0.020909868,-0.017331399,-0.033590395
CREB5,0.039226867,0.18453635,0.026432022,0.0034734618,0.18318975,0.009269282,-0.22150265,0.092473395,0.013603797,0.002550091,0.07494482,-0.13530463,-0.058470227
ANTXR1,-0.0019757347,0.21819572,0.15339924,-0.004427993,0.29166448,0.10945273,-0.30177912,-0.078134716,-0.022087008,0.013203184,-0.102740124,0.089776285,-0.006753579
CSPG5,-0.058165405,0.07419595,-0.077400856,0.10135402,-0.06822115,-0.1746734,0.10861001,-0.038918685,0.014042276,-0.18403813,0.01520358,-0.0793718,-0.13639255
CD3G,0.1982569,-0.015119257,-0.009840217,0.0003981795,-0.0013523453,-0.1552899,0.047163446,-0.049654603,-0.2453878,-0.017286606,0.054576598,0.0039308104,-0.11117176
APLP1,-0.06631926,0.011970905,0.17331515,0.014187321,0.00010400964,0.11711629,0.09834293,-0.09146836,-0.19690903,0.049885403,-0.032253794,-0.13686088,0.004876007
FANCD2,-0.045547504,0.011043164,-0.012083842,0.32078886,0.2449038,0.0045022345,0.0047049727,-0.0035558862,-0.0105272,-0.0017100942,0.003053814,-0.026678525,-0.14334947
ACACB,0.05309509,0.058578067,0.15607868,0.10223759,-0.058816344,-0.028053602,0.011980989,0.072291724,-0.025714874,-0.13127325,0.03230047,0.10918855,0.01071446
GALT,0.024244335,0.18887946,-0.04781536,0.0028573836,-0.14083304,-0.08586116,0.074070565,0.03339199,-0.14133064,-0.10850805,0.022676356,-0.00067963905,-0.07964729
ADAMTSL1,0.035849113,0.2614535,0.01653695,-0.006708384,-0.13892356,-0.030470029,-0.0827904,0.0036549561,-0.038920693,-0.119736925,-0.059546288,0.038264412,-0.19772103
EPB41L3,0.07529706,-0.06089601,0.13671124,-0.001580957,0.015265415,-0.101833016,-0.011015153,-0.016133726,-0.18698363,-0.02513852,0.00896492,0.07196516,-0.2537242
MAP3K8,0.17643121,0.06382225,-0.051758885,-0.007459394,-0.005283216,-0.06173369,-0.15499653,0.14050747,-0.0560455,-0.06538792,0.12468985,-0.16308962,0.05146825
SIM2,-0.07603944,0.1794668,-0.02566017,0.05730598,0.07205973,-0.013943171,0.028880227,-0.026554326,-0.2921357,0.09453439,0.017016996,0.036447372,-0.29698357
TAL1,0.009343533,0.07803162,0.13031118,-0.0036233717,-0.2821137,-0.12201665,0.094089925,0.13333088,0.08029801,0.09553976,-0.0014189085,-0.09670566,-0.2077796
KL,0.0322887,-0.043574125,0.22223842,-0.00010241778,-0.008470629,0.011129048,-0.10495841,-0.10598335,-0.01985499,-0.00010959056,0.03239659,-0.15128538,-0.11208871
LRRC2,0.037527148,0.074080974,0.15157177,0.007034937,0.04751491,0.16479687,0.18421069,0.17559172,0.048070114,-0.045431722,0.25144553,0.12473446,0.2516673
B4GALNT4,-0.08270654,0.14391817,0.029293437,0.06277343,0.030385321,-0.070486724,0.1100862,-0.011464703,-0.2380603,-0.024563856,0.04386554,0.03635832,-0.20585673
ARSJ,0.027674744,0.24253231,-0.07655449,0.0011954429,0.046247162,0.15207213,-0.21012355,0.04484671,-0.06915354,0.0054417006,-0.019143974,-0.16793098,0.024661636
HOXA9,-0.052062448,0.021923168,0.032663394,0.12524648,-0.012578134,-0.0019367287,0.0026431829,0.07391303,-0.16852513,0.13926409,0.049210608,0.0817577,0.021902831
SH3RF2,0.029079324,0.018490313,0.16775995,-0.001139635,-0.05538393,0.013850734,-0.088117406,0.08793127,-0.04779676,-0.05614933,0.06922995,0.031136144,0.18897857
TBXAS1,0.2852738,0.014663778,-0.0820493,-0.031987328,-0.044618208,0.059778504,0.031216746,0.17498368,0.020647462,-0.08449134,-0.22356969,-0.07128803,-0.10966598
TMOD4,0.09376168,0.12289506,0.07598641,-0.0006363909,-0.018091291,-0.17298219,0.027156733,0.2748395,-0.007350907,-0.11633817,0.10693669,0.05079582,0.28776136
EFHC2,0.009286072,0.0110162245,0.071004726,0.07644714,0.18991569,0.009279631,0.0022480483,0.09311437,-0.059623882,0.061860498,-0.100114375,0.03297724,0.072848804
PARP12,0.22307307,-0.08731067,0.05240367,-0.0010803435,-0.1266671,0.029414902,-0.13197875,-0.2145127,-0.13677163,-0.020472625,-0.02828628,-0.05402848,0.20208384
PNMA2,-0.03271419,0.072122276,0.027642407,0.09187287,0.0242977,-0.0027278196,0.072734885,-0.05860702,-0.041225813,-0.10207326,0.025226578,-0.14775345,-0.2393564
CHST2,0.07133323,0.011280645,0.036720213,0.07849868,0.1667058,-0.12973596,0.10245966,0.05916025,0.11799098,0.20780319,0.08370859,-0.096029125,-0.28602356
BAG3,-0.035958577,0.014890677,0.09071963,0.0056562107,-0.24967855,-0.04388075,-0.16239962,0.053405754,-0.04233834,-0.0049898224,0.091531746,-0.26012465,0.0046252618
GLT8D2,-0.012698209,0.1311068,0.10969523,-0.0087358365,-0.030075485,0.18824738,-0.1627137,0.01888561,-0.08772774,0.03646311,-0.08242707,0.039841857,0.04285899
CDH24,-0.07650331,-0.041057955,0.2061508,0.08995654,-0.0051750652,0.04659188,-0.09437332,0.21193083,-0.23403893,0.12359788,0.019865306,-0.009339761,0.03319221
GPSM3,0.28408435,-0.08932871,0.022694388,-0.0029508288,-0.06431943,0.002066224,0.07931699,-0.03756792,-0.046284545,0.015394004,0.010954957,-0.01898988,-0.013633711
PRKCZ,-0.005246598,0.20359126,-0.0137621155,0.0012035025,-0.15513411,-0.03929452,0.23306526,-0.11793618,0.08388727,-0.10833714,0.11208522,-0.03085701,-0.21199544
IFT57,-0.014049957,-0.10939127,0.13472165,0.011105398,-0.054611273,0.09693887,-0.07395311,-0.0142176645,-0.19254264,0.09557198,-0.00863415,-0.011644218,-0.011487104
MARCO,0.155778,0.03748316,-0.17622237,0.08279863,0.00215312,-0.0010045985,0.0069297045,0.31946054,-0.028159402,-0.014365219,-0.013906816,-0.12469976,0.010460627
USP13,-0.07142,0.017595813,0.1853965,0.16777207,0.03544021,-0.054999817,-0.22134127,0.03696019,-0.0014918087,-0.14330006,0.09274164,0.042504996,0.05412804
SLC44A3,-0.00646853,-0.13420694,0.21961562,0.007340061,-0.09090526,0.12935619,-0.050177645,0.11604797,-0.0837712,0.0024339368,-0.09205474,-0.07541625,0.0101897465
HECW2,0.0021067895,0.031458523,0.23234352,-0.010816156,0.1840686,-0.027625415,-0.17149206,-0.041390795,0.16747482,-0.09041935,-0.07789627,0.012785013,0.0943443
COTL1,0.20540026,-0.0015035453,-0.10608726,0.06906572,0.06947724,-0.19402045,0.11059136,0.028686423,-0.01541032,0.12309627,0.008599604,-0.15895326,-0.0040861797
ARVCF,-0.009335622,-0.039977185,0.21868967,-0.055125516,-0.11000019,0.00093880994,0.13728277,0.18033618,-0.1492024,0.00065786886,0.110766776,-0.09918262,0.10462574
TMEM86A,0.2685621,-0.052601434,0.030491896,-0.0018908249,-0.10622958,0.11027389,0.058638193,-0.022547789,0.0050950106,-0.03582287,-0.071273476,0.10346713,0.0038074567
OAF,0.042674076,0.3077194,-0.03379309,0.054468997,-0.056721993,0.049760535,0.22543119,-0.109794416,0.10714519,-0.00668272,0.104850255,0.020362435,0.15237874
LRFN3,0.00068390026,0.16021372,0.13137312,-0.0013754509,-0.033820495,0.1021432,-0.06256913,-0.15886109,-0.14355709,0.13485514,0.024249956,0.024218649,0.06619516
RET,0.0047472096,0.1021219,0.18629579,-0.018285977,0.018336637,-0.15299946,-0.044134066,0.06802956,0.14255258,-0.097545594,0.032095812,0.09311062,0.13169575
LDB2,0.113072485,0.1236745,0.1268957,-0.0018540184,-0.009634979,-0.25193888,-0.11611085,-0.026304403,0.27721396,0.16147159,-0.04566503,-0.00496249,-0.07529931
GPR68,0.13894828,0.08044454,0.08602931,-0.00062822236,-0.07800433,0.35639125,0.18062033,-0.10387528,0.17344962,0.018769361,0.17858092,-0.016677072,0.014416045
TMEM88,0.0736528,-0.0068238988,0.052131828,-0.0027989398,0.18668275,-0.13663746,0.12265325,-0.101641186,-0.03335687,0.024503898,0.1102662,-0.007188877,0.13006712
FSTL1,-0.000811872,0.20893091,0.16607502,-0.020228308,-0.07177315,0.06285139,-0.15272866,-0.06870638,-0.0060748863,-0.013654564,-0.040050227,-0.0014943678,0.08219581
CPNE7,-0.04643102,0.016442126,0.03728192,0.017354248,0.26101574,0.023851562,0.24993595,0.053910933,-0.06362288,0.021756995,0.008098678,-0.078999594,-0.14364398
NPAS3,0.0058314516,0.04443016,0.142451,-0.057758402,0.042618107,0.0019594887,0.020621521,0.24055855,-0.22689334,0.13560376,0.11609869,0.017009128,-0.21750681
DNM1,0.01364708,0.30152828,0.08975286,0.0036638584,-0.05396757,0.24930236,-0.042577542,-0.10676359,0.015468498,0.111099355,0.10511067,-0.009320754,-0.013521822
TSPAN7,0.029131936,0.2091533,0.06110162,-0.020512385,-0.021614935,-0.07967319,-0.061153032,0.13838191,-0.1375439,0.029457407,-0.088896714,0.15894085,0.034918692
KLF5,-0.004375811,0.19132508,0.010201745,0.068961315,0.2409087,0.008411256,-0.088043995,-0.06444117,-0.020118294,-0.15710388,0.26548874,-0.15796067,-0.13796818
ARHGAP9,0.28992665,-0.012335593,-0.04126655,-0.002835361,0.003496053,0.026476027,0.21029367,0.04897066,-0.0811206,0.020723494,0.003152273,0.018446313,-0.0852617
FAM107A,0.056509543,0.017641345,0.20891632,-0.117667764,-0.089948244,-0.07889308,-0.13535295,-0.05761291,-0.12420987,0.10225234,0.12569052,0.0066730003,0.028528456
IGSF3,-0.019570615,-0.10565849,0.25090677,0.101826414,-0.0032221652,0.07400416,0.102117196,-0.012311081,-0.029886285,-0.00032834965,-0.109704085,0.093791075,-0.117004015
PLXNB3,-0.06389039,0.1895193,0.065584786,0.00086086005,0.00818541,0.046724975,0.0658022,0.020088147,-0.12364934,0.00558517,-0.04313495,-0.027383156,-0.01116436
