,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8
AHR,0.07899383,0.20397258,0.041635193,0.006121402,-0.06563541,-0.23932049,0.015324285,0.0045986082
AIF1,0.3196967,0.0016888431,-0.056737464,-0.019431433,-0.14672635,0.07441593,0.047233548,-0.056762483
ALCAM,0.10893107,-0.003646166,0.022652227,-0.0539473,0.0039990013,-0.11072907,0.047290534,-0.009709894
ALDH1A1,0.13576955,-0.012731155,0.10458107,0.07029414,0.015653536,0.03207492,-0.10712172,-0.12960754
ALDH1A3,0.021134911,0.0016260821,0.025613587,0.25320616,-0.012454187,0.0052399514,-0.041614395,-0.076187484
ALDOC,-0.033224806,0.019269034,0.0065332334,-0.15763044,-0.059068397,0.13405904,0.17271632,0.14350604
AMOT,-0.03454443,0.034466457,0.16440454,0.2568777,0.002726439,0.11252915,0.13379927,0.0733566
AMPH,-0.0034871046,0.21766019,0.07670541,0.025566231,0.023276765,0.011556946,-0.10832003,0.045773145
ANGPT1,0.0013408961,-0.15762387,0.0836742,0.15245485,-0.028912252,-0.23771168,0.15742467,-0.10765238
ANGPTL2,-0.0024567528,0.34931946,0.04301824,0.01988158,-0.0012384286,0.1306995,0.1657747,-0.0881629
ANGPTL4,-0.030713432,-0.00766484,0.0022441573,0.19512886,0.008882805,0.12864698,-0.005541249,0.17531464
ANKRD35,0.00028711045,0.16244148,-0.05355518,0.09312925,0.09243299,0.006174156,0.11819284,-0.16409057
ANPEP,0.1217924,-0.052244592,0.08594034,0.07343489,0.34268716,0.15564775,0.03753125,0.0073536546
AOAH,0.28993922,-0.039120235,-0.0015494038,-0.0022400513,-0.118610404,0.031085802,-0.011766847,0.021972943
AOC2,-0.01064993,-0.13941246,-0.0050728023,0.27754366,0.002154792,-0.05897944,0.255559,0.12118988
APCDD1,-0.0010670352,-0.14510112,0.09944376,0.2929725,0.023836898,0.02067496,0.16534671,-0.23603193
APOC1,0.27875972,-0.030680412,0.0012363009,-0.04043511,-0.08230846,0.111311264,0.07708067,-0.06352083
APOE,0.23616715,0.010091345,-0.057281155,0.055118937,0.0006619809,0.07072081,-0.002238412,-0.008989605
AQP1,0.0053219018,0.0813457,-0.067155294,0.23183489,-0.0010475265,-0.16573435,0.007840627,0.23696284
ARHGEF19,-0.07745491,0.13550586,-0.13563293,0.13958229,0.07912976,0.12094028,0.25535318,0.13109016
ARMCX2,0.013095646,0.1504388,-0.0016138572,0.049732726,-0.019461187,-0.029244466,0.12883,0.014406989
ASPN,-0.0014020908,0.33308122,-0.0032988614,0.071973234,0.028469335,0.16488932,0.2219038,-0.05715819
ATP6V0D2,0.08477807,-0.12143816,-0.00065494614,-8.323867e-05,0.48469552,0.0040426636,0.012653806,0.005225285
ATP6V1A,0.12234553,-0.12281374,0.08752042,-0.0023916445,0.44863653,-0.06476862,0.08140389,0.0016890402
ATP6V1B2,0.12612149,-0.11425191,0.051827878,-0.03016487,0.46359268,-0.0047289375,0.007331432,-0.00012643589
BAALC,-0.00037650688,0.06809182,-0.028737316,0.020415174,-0.0008254006,-0.15060769,0.00017159255,-0.008279078
BACE2,-0.001063756,0.18433587,-0.013520287,0.12082039,0.099175826,-0.037761513,-0.060535423,0.064954154
BAIAP2L2,-0.06326058,-0.11278849,0.0007230085,0.22174326,-0.008924805,0.056964584,0.09954586,-0.06828638
BAMBI,-0.03481861,-0.28217715,0.02085657,0.28418466,0.075835444,0.032050543,0.18857786,-0.063157625
BASP1,0.03796679,0.19937594,0.04869733,0.0073371828,0.016249405,0.22229767,0.08002083,-0.12383958
BCAT1,0.0045744404,0.1104826,0.14068168,-0.1629442,-0.011574725,-0.119012386,0.20841013,-0.2412091
BCL11A,0.0020771963,0.065416604,0.115497544,0.13658738,-0.0025727288,0.1801303,-0.17849289,-0.14762653
BCL6B,0.036090504,-0.0057110838,-0.0017792482,0.2246438,0.013812146,-0.37138233,-0.17679101,-0.076673634
BGLAP,0.00093482394,-0.09747678,-0.09214371,0.26542625,0.04254917,0.06789293,0.029220924,0.18529865
BIRC3,0.16035031,-0.0959404,0.023905339,-0.108637266,0.26512992,-0.11562126,-0.13070774,0.0050565354
BMP2,-0.020636003,-0.06224111,0.010763629,0.2159332,0.017705971,-0.016585896,0.1262514,-0.12392802
BMP4,0.00026798886,-0.22352743,0.071539864,0.19239044,-0.030841222,0.07307032,0.13585794,0.15742387
BMP5,0.0019066889,0.03089452,0.0023407454,0.18814519,-0.00705519,-0.0040473817,-0.0022546211,-0.20870338
BMP6,-0.008710103,-0.16209923,-0.0012760496,0.25399005,-0.06841314,0.062195674,0.004236095,0.1493244
BMP7,-0.0073719616,-0.06878542,0.106614,0.19582921,0.001744712,0.056533627,0.027213296,-0.18014406
BNC2,0.01393748,0.31105015,0.07305865,-0.12061323,0.09322546,-0.1480531,0.020250715,-0.027983904
BNIP3,-0.11145246,0.038531233,0.019506473,-0.17830834,-0.0069257505,0.004491929,0.21022363,0.004977188
C1QA,0.32527888,-0.0054727523,-0.053757954,0.074325286,-0.18386269,0.108700074,-0.0045194267,0.004481431
C1QB,0.31134814,0.00026389823,-0.04592263,0.0702093,-0.18182617,0.09499115,0.0046663526,0.009310174
C1QTNF1,-0.001291327,-0.18310595,-0.112346165,0.21078332,0.08041469,-0.15936507,0.2854247,0.1782303
C1R,0.09141973,0.17288312,-0.07890171,0.09011218,0.0025357476,-0.046360195,-0.0076495083,0.3454856
C2,0.24193029,0.086362965,0.00185832,-0.081570715,0.009241037,0.06946889,0.041381408,0.011519431
C5AR1,0.2670282,0.04080202,0.023471463,-0.0976775,-0.13045616,-0.0045432113,0.024928082,-0.022264339
CA12,-0.0008828114,0.26394972,-0.0015137295,-0.14051472,0.016299639,-0.02058979,0.15944988,-0.16143377
CA3,-0.0020389787,-0.19102186,0.014217603,0.20005533,-0.006462652,-0.036385726,0.22018781,-0.18803976
CADPS2,0.049318697,0.057492167,0.0001441536,0.1261413,0.0034607854,-0.29117614,0.13155888,-0.008605534
CAV1,0.044520266,0.23637168,0.06498273,-0.17928587,-0.008059409,-0.32786554,-0.07757155,-0.0066365562
CAV2,0.042728495,0.23797911,0.00206793,-0.14774163,-0.012990507,-0.26329488,-0.103280835,-0.043883853
CBS,-0.002114006,-0.0039864085,0.18273549,0.20620888,-0.0161649,0.18389918,0.02111166,0.046127215
CCDC3,0.0004203418,-0.09609395,-0.078233406,0.17125426,-0.018756483,-0.2534582,0.13771145,0.03420738
CCDC68,-0.01312454,0.019939553,0.029349012,0.10286719,-0.0145909,0.003685647,0.18594828,-0.016583502
CCL21,0.0038612487,0.05366619,-0.0884628,0.02829977,0.0036437917,-0.23897591,-0.089685224,-0.11105269
CD248,0.023372624,0.23184898,0.005062108,0.123010956,0.08885455,0.014348179,0.12292463,-0.16942748
CD72,0.26090425,0.0065174964,-0.009129835,-0.030201847,-0.101295896,0.05019326,-0.005273044,-0.1051115
CD83,0.110354334,-0.036448058,0.08254332,0.098392114,-0.077943645,0.06986573,-0.0018511816,0.26798245
CD84,0.13778299,-0.11933861,-0.0005199974,0.010757989,0.45013577,-0.0022508746,-0.006168836,0.0210482
CDA,0.19801389,-0.015559377,-0.0016013643,-0.16485487,0.11737231,-0.014487259,-0.032579403,0.0005692305
CDC42EP5,-0.0040922267,0.13374357,-0.13886152,0.13330291,0.0064095063,0.081685245,0.06625359,-0.00031195744
CDH15,0.015844313,-0.23870084,0.0051850546,0.23182946,0.06421515,-0.011615196,0.19408582,-0.0012900251
CDH23,-0.017378021,0.13938,0.0042404463,0.19678758,0.0035717953,-0.00014329904,0.01623188,0.13933022
CDK5R1,-0.0004518503,-0.022158599,0.08365817,0.22589505,0.00034004945,0.018976972,0.12557508,0.047127344
CDO1,-0.021267185,0.053430267,-0.00038862758,0.18955448,-0.0040840385,-0.007034149,0.03350021,-0.19419353
CENPF,-0.027781377,-0.010588574,0.38911295,-0.0022052517,-0.0015154756,-0.018489048,0.019786304,0.09003974
CFI,0.11495558,0.046497162,-0.051386237,0.062188562,0.11853212,-0.168344,-0.13876057,-0.09318181
CGNL1,-0.001069177,0.2189519,0.015462091,0.13097486,0.007011524,-0.22320001,-0.04499541,0.01370247
CHAD,0.0008634768,-0.04981042,-0.11502582,0.29871133,0.0129723875,-0.040745765,0.24466665,-0.012701824
CHPF,-0.0077188825,0.18838681,-0.08252219,0.08365973,-0.017371656,0.1157442,0.043361448,0.07728544
CLDN5,0.07487268,0.019828513,-0.11058986,0.1293387,0.003052292,-0.22069801,-0.17198119,-0.18267292
CLIC3,0.0106158145,0.1086428,-0.06184868,-0.0077674156,0.22746886,-0.0028997278,0.24215652,-5.1506784e-05
CLIC6,0.03983726,-0.010563313,0.012369921,0.082479216,0.22068834,-0.035393253,0.036319368,-0.07466542
CNTNAP1,0.003379105,0.14897935,0.15936024,0.2531589,0.018845068,0.097760774,-0.17295685,0.11727791
COBLL1,-0.043667432,0.051077016,0.014721423,0.014122767,-0.14061065,-0.36123362,0.06863821,0.039607745
COL11A1,-0.0013220559,0.24639815,-0.0045929775,0.13976897,0.0008747491,0.16380663,0.23832057,-0.07405195
COL11A2,-0.077653214,-0.08442749,-0.003849591,0.27405217,-0.013121614,0.054300364,0.19297436,-0.21435867
COL12A1,0.00014892593,0.26525912,-0.0005856148,0.02872386,0.13717824,0.06045193,0.30623966,-0.011384869
COL13A1,-0.042896044,-0.18233746,0.0033293064,0.35355872,0.0046999096,0.0043606344,0.16846494,0.06610205
COL14A1,-0.0006410773,0.32471183,0.01859771,0.09449454,-0.022763966,-0.10235332,-0.054141764,-0.12444651
COL15A1,0.0816241,0.16919619,0.06352278,-0.015546572,0.04652716,-0.3109751,0.017732255,0.04062329
COL18A1,0.031395808,0.14005494,-0.004130366,0.1524308,0.020392442,-0.24326614,-0.13187361,-0.11879022
COL22A1,0.0026141366,-0.23147002,-0.0070689917,0.2812418,0.09056426,-0.03117978,0.25453183,-0.17306183
COL24A1,-0.043681636,-0.13784574,0.091138825,0.26029223,0.00024356726,0.03002834,0.3313624,-0.068992205
COL2A1,-0.073646165,0.07968767,0.02154568,0.22520196,-0.0012317931,0.12179622,0.023386665,-0.16570233
COL3A1,-0.04191719,0.34997913,0.0006702554,0.0132841375,0.05886552,-0.011184124,0.16766505,-0.09526922
COL5A1,-0.029981634,0.25842148,-0.0019505438,0.08271645,0.13177824,0.024483819,0.33152705,0.059787948
COL5A3,0.001064044,0.11057815,0.00991992,0.14545032,0.07596048,-0.24212055,-0.08380445,-0.00056736084
COL6A1,-0.0010584804,0.31791094,-0.0024605473,-0.0010111599,0.095020466,-0.02330924,0.039406195,0.24681605
COL6A2,-0.00027838454,0.30641153,-0.023776125,-0.018589167,0.11183493,-0.011563175,-0.018361196,0.15240252
COL6A3,-0.0031653156,0.32081494,0.023379583,0.008704987,0.10407345,-0.026105467,0.1424251,0.09637595
COL8A2,-0.0030985044,0.24884677,-0.00068985455,0.18981048,0.09449971,0.36886406,-0.05693985,0.16761124
COL9A2,-0.015784694,0.08343703,0.008803144,0.2149522,-0.00044684683,0.19683304,0.06193711,-0.2366966
COMP,-0.0008508175,0.26855573,-0.05431769,0.13897349,-0.04536734,-0.0017103679,0.00716951,-0.04978146
CPE,-0.0801084,-0.17651898,0.0043249466,0.35244906,-0.003841231,-0.0006466376,0.3010719,-0.023920929
CPNE8,0.005041084,-0.009876507,-0.0032847482,0.111811884,0.0043205763,-0.0061827996,0.16046466,-0.0048189135
CPXM2,0.0043331473,0.10891192,-0.09445956,0.24854343,-0.05982494,-0.070551224,-0.12127138,0.017396413
CRYAB,-0.035670117,-0.068397425,-0.016346917,0.039786752,0.15835615,-0.14525384,0.07682006,0.018171884
CSF1,0.18962538,-0.08174104,-0.0056175445,0.053313132,0.24625583,0.030464197,-0.007817671,0.17090221
CSPG4,-0.0675734,0.03609138,0.00088365906,0.17381461,0.06617454,-0.046151187,0.25589815,0.15601118
CTHRC1,0.0009501329,0.077922896,0.0022162078,-0.043013558,0.13195491,-0.07174,0.3241616,-0.1322689
CTSK,0.125194,-0.08465704,0.00013742072,-0.026656643,0.46213803,-0.013070177,0.047667768,0.041943833
CTSS,0.3256853,0.026784126,0.0007996883,-0.05616867,-0.16425414,0.05098512,0.15064994,-0.021914326
CXCL12,0.1425785,0.14641374,-0.010726697,0.15830792,0.0035636881,-0.14718795,-0.19688477,-0.028273743
CYBRD1,-0.00044926492,0.14001486,-0.00599214,0.073138386,-0.021423766,-0.17573823,0.1593489,0.37660348
CYGB,0.013490635,-0.06072085,-0.0025963006,0.18855336,0.271637,-0.17747018,-0.021487275,0.04759701
CYP1B1,0.034352306,0.021468498,-0.022033168,0.13549344,0.1176377,-0.31317014,0.104472145,0.20343605
DAAM2,-0.025996836,0.013471592,0.07526863,0.2520018,-0.023543268,0.009090137,0.038661096,0.17882279
DACT1,0.00037079852,0.29101235,0.07034118,0.07275321,-0.02910016,-0.1343395,-0.013640459,-0.07854371
DCN,0.0008482076,0.23073258,-0.09275603,-0.010576683,0.010616968,0.0051323096,0.3168338,0.22144583
DDIT4L,0.0007116195,0.22014211,-0.0049593854,0.12427116,-0.082138695,-0.021992188,-0.047995064,0.10640291
DHRS3,0.10368545,0.008575743,-0.045792814,0.05173375,-0.043218672,0.003522511,-0.009462164,-0.22080998
DKK1,-0.0003382714,-0.13483055,-0.005176509,0.21992514,-0.018119087,-0.08204688,0.101129904,-0.19585508
DKK3,-0.0020337517,0.27662444,-0.012550636,-0.009288585,-0.010275194,-0.021756694,0.2290247,-0.0035687662
DLX1,-0.052483182,-0.1309142,0.18066686,0.106906705,-0.07714305,0.011961988,0.04284762,-0.0053930623
DLX3,-0.0072037363,-0.29689804,0.058719464,0.31694224,0.0040660473,-0.056033786,0.16751635,0.050633825
DLX5,-0.023250759,-0.122939765,0.047038123,0.24068826,0.0029748513,0.12610127,0.11079808,0.1829388
DNAJA4,0.0065835873,-0.06424251,0.10499599,0.12199688,0.09121137,-0.008602681,0.012861149,-0.03967874
DPP4,0.071314774,-0.0924209,0.00016064457,0.019732878,0.4701442,0.0068303365,-0.001964803,0.0035275647
DPT,0.001023945,0.10032798,-0.094495185,0.024324313,0.06551639,-0.0051106815,0.2986082,0.20074317
DTNA,-0.0042855907,-0.017246429,0.0016714296,0.15387589,-0.1581407,-0.15194762,0.014007586,-0.05764959
DUSP1,0.03718404,0.09372903,-0.0060556065,-0.17692916,-0.004262584,-0.19318241,0.0026191873,0.049498837
DUSP10,0.10961632,0.10475313,0.07596651,-0.11785162,0.103719965,-0.12703948,-0.08292359,0.07512591
DUSP2,0.13901058,-0.09010463,-0.0006097486,-0.039695945,0.3566752,0.064873576,-0.20503534,-0.0051069395
EBF3,0.0034190717,-0.03199759,-0.0008679955,0.2794959,-0.0047001336,-0.20238614,-0.11092403,0.0018185335
ECHDC2,0.0027763012,0.011790644,-0.014711334,0.013311418,0.015966848,0.01004669,0.16905044,-0.027145011
ECM1,0.062077448,0.13810329,-0.018813608,0.0042269016,0.07138351,-0.15668929,0.13332383,0.1569727
ECM2,0.0011415499,0.29142126,-0.00072947715,0.08309984,0.030074758,0.06348373,0.11333564,0.14609198
EDIL3,-0.00035890375,0.27380455,0.003951575,-0.0065810364,0.08770322,0.21095902,0.19369996,-0.060489997
EEF1A2,0.01091577,-0.05157964,-0.03339798,0.0517681,0.24447279,-0.0045724707,-0.052044243,-0.06139229
EFEMP1,0.008557666,0.21582174,-0.0053576427,0.015810935,0.0014594832,-0.08659997,0.09544116,-0.09701723
EGFR,-0.0009697013,0.30908144,0.104903124,0.017747464,0.050733257,-0.04939483,-0.08718184,-0.004264857
EMCN,0.048339598,-0.01337882,-0.042067133,0.17742708,-0.0630611,-0.3733499,-0.20485096,-0.09690121
EMILIN1,0.0008261654,0.021238586,0.13753447,0.2089429,0.13454741,0.2547564,0.0167236,0.112266056
ENC1,0.044882994,0.0023099317,0.117667995,0.18609625,-0.12254059,-0.12909484,-0.0144013595,-0.16042362
ENO2,-0.0012857182,0.12113515,0.07766261,-0.011837555,0.00068353355,0.03710438,-0.01846703,0.038097642
ENPEP,-0.0004423378,0.09956247,0.13624413,0.22149502,0.05135714,0.0048774285,-0.031290434,0.017733987
ENPP2,0.0819675,-0.059577785,0.061997596,0.2407343,0.10216586,0.00070647366,0.11858328,0.20164715
ENTPD3,0.005217261,-0.16542107,0.030621678,0.11896481,0.080148645,-0.20903462,0.23395687,0.016122233
EPDR1,0.07175249,-0.02365067,-0.020063227,0.05340357,0.1578225,0.0070449626,0.2121818,0.2207865
EPHA3,-0.013757873,0.05011186,0.10844693,0.18212979,0.036585804,0.14799483,-0.07828142,0.14356796
EPHB6,0.004606299,0.014322091,0.0008862093,0.27848348,-6.0564096e-05,0.068729624,-0.1674626,0.19839717
EPHX2,-0.00013870314,-0.031222139,0.0665087,0.26531452,-0.0042895665,0.017903592,-0.060723677,0.06678342
ERRFI1,-0.00066651544,-0.014835074,0.013908089,-0.17306325,0.045753874,-0.18054159,0.19141169,-0.10527987
ESM1,-0.0093255425,-0.08963204,0.06492784,-0.018847926,-0.016184898,-0.20181018,0.14556083,-0.12513727
EYA1,0.011597953,0.073769346,0.12083334,0.14479485,0.09392804,0.019365674,-0.03605367,0.005081134
EYA2,-0.0033756504,0.1921542,-0.03478819,0.077776246,0.12643887,0.029851848,-0.0003129802,-0.031853486
F11R,0.10450928,0.043134198,-0.0060672006,0.12097633,0.005222555,-0.3843363,-0.069600716,-0.13565919
F3,0.0038237004,-0.0036639066,0.0062197447,-0.1107753,0.0019016477,-0.15732327,0.15619174,-0.006762086
FABP5,0.10503194,0.049260814,0.07069385,-0.13763769,-0.0037081777,0.04262075,0.04653565,-0.22605582
FAH,0.0019321837,-0.1743055,0.08536253,0.06282707,-0.09677919,0.008543808,0.08864556,0.053566713
FBLN1,0.001895852,0.19916004,-0.0008864673,0.18519345,0.10279506,0.024298051,-0.17924972,0.24703027
FBLN2,0.022013208,0.23425691,-0.0070447708,0.05376844,-0.016515883,-0.2124881,0.13866687,-0.12144772
FBLN5,0.0010276953,0.21618254,-0.014476284,0.17667633,0.0070395926,-0.12915692,-0.045917712,0.21130115
FBN1,0.05065045,0.2794766,0.0018658757,-0.004235241,0.03344556,-0.23944874,0.06675313,0.13756433
FBN2,0.0037736758,0.059751835,0.09637883,0.1734225,0.0013195184,-0.061848234,0.037198234,-0.2669066
FEZ1,-0.010756496,0.04486275,0.008692,0.18771781,-0.01316365,-0.015978133,-0.051574774,-0.19355388
FGFR1,-0.0019405321,-0.011264823,0.05383603,0.22391677,0.11480505,0.06489468,0.14294988,0.33239114
FGFRL1,-0.041915055,0.22903633,-0.012635876,0.104166985,-0.015415946,0.08820477,-0.027859211,-0.13369805
FHL1,-0.0003603363,0.27120855,0.0009529764,0.04960926,-0.025597356,-0.06362541,-0.0029949,-0.014730295
FJX1,0.00025584223,-0.07710165,0.0019190556,0.17674279,0.15887778,-0.073132664,-0.13436387,-0.018993955
FLNC,-0.018811015,0.24910043,0.08309347,-0.025201572,-0.01021693,-0.013415042,-0.019164765,-0.012055714
FLRT2,-0.010087629,0.22395314,0.1405739,0.18915114,0.016221605,0.13596743,0.002434436,-0.0012093519
FLRT3,0.00032063242,0.16097668,0.15890574,0.16578344,0.12909128,0.14218436,-0.09988864,-0.04330887
FMOD,-0.006595421,0.17231104,-0.116338596,0.119900905,0.013277076,-0.07313768,0.19634724,0.20500073
FNDC1,0.0010832406,0.25286838,-0.08428515,0.17369376,0.01786,0.036297973,0.24991867,0.01751098
FNDC4,-0.0035910152,0.12254789,-0.0013158537,0.11067067,0.005253128,0.104751915,0.05369178,-0.21927612
FOS,0.007948626,0.0076866644,0.039519265,-0.123419896,0.02473426,-0.23294243,0.034558177,0.0222017
FOSB,-0.012824212,0.020005595,0.019716147,-0.037989724,0.0013614625,-0.2240632,-0.0041041495,0.021962935
FOSL1,0.008235425,0.13054131,0.0916091,-0.28610057,0.031231096,-0.03979622,0.063998714,0.15965745
FRAS1,0.0058152014,0.09751681,0.04875149,0.08929468,-0.015952602,-0.01650206,-0.002474638,-0.097962506
FRZB,-0.022555549,0.04407071,-0.0069289305,0.17921889,-0.17698349,-0.08686017,0.057462286,-0.09197795
FSTL3,0.06344728,0.05588156,-0.022143701,-0.0884856,0.26157236,0.090383075,-0.01008658,0.010835441
FZD1,-0.002265612,0.34351233,0.03003618,0.0025551647,0.0051993183,0.0026575788,0.14575867,-0.013136706
FZD3,-0.0098180855,0.008320632,0.1335202,0.100148715,0.01874615,0.03278689,-0.00467571,-0.16704129
FZD7,-0.00065425946,-0.03962446,0.10896006,0.14736837,0.05732333,-0.18081085,-0.10594218,0.21998292
GABBR1,-0.053571846,0.0625554,-0.0032481153,0.24173512,-0.01617473,-0.016004747,-0.03926541,0.008667774
GABRE,0.0009971319,0.122508205,-0.00027206706,0.19240406,-0.00772599,-0.0051389807,-0.014743207,-0.20807858
GALNT14,-0.05084892,-0.17081785,0.005831879,0.20169689,-0.0052453084,-0.13558978,0.031181999,-0.07967755
GALNT3,-0.008501066,-0.18293971,0.0067470325,0.24318989,-0.0034672362,-0.03192423,0.23043288,0.13086715
GAS1,0.0021021808,0.24095212,-0.003945284,-0.011687865,0.07943948,-0.15991352,-0.058996502,0.050478954
GCNT1,0.067041576,0.06019132,0.08698573,0.013754837,-0.016385922,0.008761838,-0.029690396,-0.014014373
GHR,-0.017853161,0.03147596,-0.0034653805,0.24566488,-0.028384574,-0.18630528,0.19118504,0.15891923
GIMAP4,0.31380305,-0.0055674464,0.0008860932,0.011838564,-0.20497262,0.0574871,-0.0026163645,-0.004139183
GIMAP7,0.29660684,0.0041113677,0.0005309824,0.038925465,-0.21058236,-0.0011520948,-0.009965185,-0.03889108
GJA1,-0.005649924,0.034532923,0.08609792,0.04473405,0.15926091,-0.037552126,0.34877074,0.026451875
GLDN,0.039847646,-0.06904493,-0.0027292192,0.21794042,0.07624107,-0.112977155,0.042947423,0.31131995
GM2A,0.09746369,-0.12858908,0.02250872,0.026454872,0.23617087,-0.0013304577,0.024212347,0.0471287
GNPTAB,0.124564864,-0.08212235,0.050012603,0.005798894,0.4115409,-0.11145936,0.06514002,0.0709617
GPC1,-0.07435259,0.06366432,0.00054919306,0.18079863,0.00058363576,0.26392245,0.164532,0.09002329
GPC2,0.013085965,-0.0021155733,0.17804044,0.15704697,0.035735507,0.079223745,-0.088057324,-0.13336377
GPM6B,0.030234752,0.003178594,0.1528462,0.26782578,0.0034881593,0.073537014,-0.12635463,0.0003994619
GPR137B,0.10166562,-0.07186723,-0.0011407909,-0.000286122,0.450419,-0.068441324,0.017853782,0.056872174
GPRASP2,0.0040088263,0.017694186,0.07212816,0.2238241,-0.03281997,-0.048239794,-0.008343448,-0.022402622
GUCY1A2,0.0072949436,0.13049589,0.030148283,0.06008026,-0.0009184567,-0.28623044,0.08348395,-0.20717795
GZMB,0.21933755,-0.00478428,0.0073230374,-0.04309388,-0.08554401,0.0044136653,-0.103635795,-0.02665312
HAPLN1,-0.006730866,0.25800064,0.0024925238,0.09859533,-0.0056455387,0.23655576,0.16551192,-0.07493905
HAS2,0.0008819494,0.24140938,0.084852174,-0.007942483,-0.0006707032,0.058407966,0.10066452,-0.13177638
HCK,0.23227546,-0.105662316,0.07300765,0.039261647,0.08367321,0.19052266,-0.12709367,0.11348865
HERC5,0.16280928,-0.09329994,0.0817816,0.02294725,-0.00082167285,0.0025180595,-0.01731406,0.26097116
HERC6,0.17811713,-0.050851095,0.014739808,-0.037937652,-0.075126946,-0.04104217,0.056584474,0.29647747
HES4,-0.0018020092,-0.11380632,0.10360024,0.2546573,0.0029954128,-0.16212812,-0.13811882,0.030036326
HEY1,-0.005033963,-0.20685397,0.09378917,0.22860278,0.0057358346,-0.089760125,0.00029495033,-0.009974138
HEY2,0.0011659883,-0.12271485,0.0016007065,0.19840932,0.13234472,-0.19990766,0.024207078,0.19481084
HEYL,0.01805966,-0.032060117,0.038061555,0.22944942,0.06652273,-0.29967996,-0.10490423,-0.10443797
HK2,-0.008361602,0.08630423,0.19125846,-0.13668422,0.0026378692,0.047586646,0.06883261,-0.06280386
HMOX1,0.20952968,0.025887735,0.055015776,-0.11950702,0.031753402,0.009389144,0.031660862,-0.08318498
HOXA5,-0.0066553163,-0.043787338,0.101882875,0.20492464,0.0347366,0.038597293,-0.03759637,0.07510842
HOXB8,-0.017109971,-0.058004506,0.016782207,0.17265606,-0.021119485,0.0068177036,0.00047929335,-0.0038096367
HOXD13,-0.01804719,-0.10603165,0.18222368,0.19774553,-0.044803593,0.085383885,0.0034833215,0.17141156
HRH1,0.0032199188,0.2452852,0.10295942,0.09931201,-0.0010348508,-0.09441659,-0.12953903,-0.011230846
HS3ST3A1,0.0028930418,0.14317311,0.11587785,0.14209534,0.017887454,0.1351845,-0.11536242,-0.01981412
HSPA12B,0.010993636,0.24207251,-0.0036416296,0.15014878,0.0021836034,-0.07659353,-0.008116918,-0.15198757
HSPA2,0.00068009953,-0.031038024,0.1177271,0.16833918,-0.0033264728,0.0050184224,-0.008525557,0.23138292
HSPB6,-0.0581445,0.19550018,0.0260162,0.019402765,-0.021038853,-0.03924934,0.008455555,-0.031130278
HSPB8,-0.078087054,0.028750671,-0.003771143,-0.014513809,-0.02992527,-0.1371758,0.12237372,0.1256959
HYOU1,0.0047968547,-0.09469976,0.2380259,-0.0027542158,-0.0025417248,-0.14279523,0.15788223,0.017585007
IBSP,0.0005677657,-0.20643497,-0.0062701097,0.2602198,0.14148077,0.014449511,0.23805994,-0.22568548
ID1,-0.076801725,-0.051229436,0.020456374,0.0941285,0.0040376773,0.22417463,0.04890408,0.0025052563
IER5L,-7.254305e-05,0.17249204,-0.0040444788,-0.02751803,0.0015707598,0.0075682974,-0.15612389,-0.015217528
IGF2BP2,-0.0026792437,-0.019127121,0.100227416,0.08666052,-0.0013071658,-8.034099e-05,-0.013300016,-0.06508012
IGF2BP3,0.0006786146,-0.023724051,0.16446745,0.0729492,-0.00379371,-0.2249358,0.046786387,-0.35214993
IGFBP4,0.13919508,0.20143898,-0.0064940033,0.19472457,0.033908077,-0.04216639,-0.08030163,-0.00248871
IGFBP5,-0.0021766515,0.15827851,0.120329216,0.20725767,0.058578048,0.010310433,-0.020546017,-0.013408876
IL10RA,0.3251091,-0.001207494,-0.0011800227,0.04436676,-0.06368397,0.00073087815,-0.008970209,-0.0037096648
IL11RA,0.0021093863,0.23760913,0.001244352,0.1826895,-0.015030663,0.0897325,-0.036952026,-0.15743926
IL1R1,0.001337712,0.046028353,-0.02261714,0.057913225,0.06836286,-0.27947903,0.13358448,0.25933033
IL1R2,0.117986865,-0.023168446,0.005963554,-0.14621818,0.1645489,-0.03107228,-0.019424817,0.077674955
IL21R,0.17858788,-0.047069773,0.0032804252,0.018606838,0.10472702,-0.06919774,-0.002302725,-0.058139842
IL2RB,0.25374472,-0.0038278427,0.05198895,0.044474132,-0.13172218,-0.011010761,-0.06557397,0.005819179
INHBB,-0.0006018829,0.12169962,-0.005264349,-0.043913133,-0.0013961679,-0.19640093,-0.015457104,-0.087570824
INSIG1,0.049252145,-0.055711526,0.0917944,-0.0321447,0.38352108,0.0063076555,0.026618423,0.09953166
IRF8,0.3183694,0.011729952,0.0002940149,0.0712621,-0.18853277,-0.06692094,-0.0151136415,-0.05346524
IRX2,-0.0022471154,0.005912222,0.07455605,0.17251004,-0.027560271,0.17179729,-0.041975643,-0.0021673061
ISG20,0.21754608,0.052107617,0.054578077,-0.10789546,-0.12085486,0.08496462,0.004349783,0.16428591
ISLR,0.0014973049,0.21508855,0.002996033,0.21874513,0.026859844,0.11794193,-0.17450902,-0.014149739
ITGA10,-0.015440254,-0.12071775,0.09426966,0.23676676,0.074626066,-0.01879936,0.1499983,0.056764252
