,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,group
DOG2::74_0815_tumor,0.82403815,-1.7096381,0.40782082,-0.3257137,-0.0058079828,1.9320215,2.743181,-0.29173088,-0.56836617,0.4436291,-1.2710627,DOG2
DOG2::75_0819_tumor,0.6677387,-0.8840318,-2.7035272,-0.54113346,-0.1282165,0.51470625,0.16079468,2.6958141,-0.52358764,0.10933536,-2.3034341,DOG2
DOG2::76_1106_tumor,3.7217557,1.8205103,0.43402615,-2.3269312,-0.7925666,-1.3708911,0.73201656,0.30658126,-1.5339752,2.6633632,-1.9764816,DOG2
DOG2::77_1417_tumor,3.5607386,-3.2154777,-0.26850986,0.349618,0.05052264,2.8843954,-0.9820407,2.3070912,-0.46780935,-0.9901346,0.52180135,DOG2
DOG2::78_1419_tumor,1.330621,-1.2473402,-2.6222088,3.600718,0.29086927,-0.5088984,-0.1567471,2.995652,-1.2083025,0.15889697,-0.065427765,DOG2
DOG2::79_1713_tumor,2.5751858,-0.49285668,-3.4258335,0.4831885,-0.018549211,2.559732,-0.42061123,2.596997,0.35027778,0.51399493,1.3454251,DOG2
DOG2::7_0309__Tumor,0.19158901,0.6995174,2.295247,0.059159257,-0.26945662,1.5673256,-1.8567101,-2.3795671,0.034638558,-0.7695942,-1.1580976,DOG2
DOG2::7_1022_Tumor,-6.846479,-0.19652507,2.962106,0.82263553,-0.98227644,-2.038564,-4.2662044,-0.5081807,1.1215702,-1.0382895,-0.0064242133,DOG2
DOG2::80_1806_tumor,2.9471018,1.1261861,0.35760385,-1.7624356,0.42982092,2.7198417,-0.3450767,-1.1749705,-0.838101,0.08637644,-2.435436,DOG2
DOG2::81_1904_tumor,-0.52003574,2.648759,-2.656427,-3.2929804,-0.6683525,-1.9707403,1.532769,0.067236364,-2.5072768,-1.4954451,-0.10449564,DOG2
DOG2::82_1905_tumor,-1.5785778,1.6561362,-1.8670782,2.5239544,0.8022825,-0.98928875,-1.2871488,-2.7144005,0.66306496,1.0443155,-0.0067318175,DOG2
DOG2::83_1907_tumor,-0.56821066,-1.0299484,2.2641847,0.95852107,0.50916505,1.6860147,0.4420528,-0.515079,0.6898894,-0.69843787,0.8122836,DOG2
DOG2::84_1908_tumor,2.748703,2.42596,0.7607532,-2.6140785,0.07690801,1.4827384,0.052375574,0.7787877,-0.20940167,0.4275107,0.19656977,DOG2
DOG2::85_2205_tumor,0.32610214,0.8647885,0.35633552,2.576528,-0.74635,-1.4761131,-1.1369878,1.2996627,-0.7049569,0.024666218,1.7822355,DOG2
DOG2::86_2215_tumor,0.8887677,-1.6893101,2.5404406,-1.522492,0.41498163,1.1206257,0.21946718,1.8508611,1.7302948,-0.6439029,-0.21433446,DOG2
DOG2::87_0204_tumor,3.1050363,-1.6880951,0.124661125,1.1854076,0.5341718,-0.13814022,0.72500336,1.5769241,-0.5218516,-1.3084085,0.17056459,DOG2
DOG2::88_0712_tumor,-4.9576387,-0.914214,3.0151293,-1.9803059,-0.9495741,-1.2831991,-1.5890373,-0.6653625,0.8158102,2.3401923,-0.052991714,DOG2
DOG2::89_0216_tumor,1.6875193,1.1319424,0.22927499,-2.4994948,0.76676744,0.031663667,-1.704533,1.0133449,-0.39905965,-0.643687,-1.1245058,DOG2
DOG2::8_0335__Tumor,3.0387464,2.2092457,-4.507548,-3.71907,-0.111443356,-1.8482735,1.8082573,0.29428264,-1.4038293,-1.1206036,0.64859974,DOG2
DOG2::8_2202_Tumor,-4.0648627,1.9439532,1.4471636,-0.12163939,1.653683,-1.2792485,0.3723878,-0.56416595,-0.62570757,-0.6562801,0.7193345,DOG2
DOG2::90_0224_tumor,1.1376622,0.21951073,0.9072826,1.8133817,-0.6813284,1.2234689,0.208029,0.3428137,0.3406693,-1.0102031,-0.21211131,DOG2
DOG2::91_0402_tumor,-2.7346919,1.2166777,3.0623555,1.8505511,-1.2520192,-0.14944097,1.071313,-2.8862336,0.09210454,2.303795,-0.385733,DOG2
DOG2::92_0404_tumor,0.33751705,1.0777283,1.0114926,-1.0473351,0.40685418,-2.9990644,-1.3835926,-1.0692812,-0.48689234,-0.14435208,1.1684866,DOG2
DOG2::93_0406_tumor,-0.6195589,2.4659286,1.0407581,-1.4493676,-0.62405413,0.07778459,-0.81748426,-0.4243107,-0.14347523,-0.91799206,-1.721377,DOG2
DOG2::94_0410_tumor,-0.39865544,-2.2192624,1.3877063,2.55179,-0.672499,2.463994,-0.4896423,0.928038,-0.09208292,0.13027605,0.059503682,DOG2
DOG2::95_0411_tumor,2.748418,1.0835342,-3.2491767,2.0504093,-0.10702999,1.6588243,-1.8889992,2.7442753,-1.0645965,0.7912159,1.6470422,DOG2
DOG2::96_0606_tumor,0.005936401,0.9157874,0.40534982,-0.6275027,0.55234903,-0.7868354,-1.7465799,-1.8956501,2.5546813,-0.0049561122,-0.09389062,DOG2
DOG2::97_0618_tumor,-1.8505046,-2.578141,1.6988679,2.3429327,1.3889357,-0.756613,-1.8475533,0.7894188,0.44275126,-0.14685357,-0.21995889,DOG2
DOG2::98_0306_tumor,-0.057433534,-1.0983061,3.416984,1.0414009,-0.59830844,0.31547618,0.1530504,-0.20408402,1.7897279,-0.086412095,-0.51412183,DOG2
DOG2::99_0318_tumor,-0.9754144,-2.1616817,-1.4828146,0.28976202,1.3003918,-3.0189214,1.4896681,0.6287339,0.87414867,-1.0839285,1.6261935,DOG2
DOG2::9_0510__Tumor,5.3493896,-2.1974487,-1.1275042,-0.8568412,0.07258312,-0.9826736,1.207722,-1.4158033,0.76104116,1.5602509,1.2165359,DOG2
DOG2::9_2312_Tumor,-1.5928897,0.25125298,-1.4066708,1.6056961,-2.0308027,2.3708508,-0.39265108,-0.042515755,-1.7234901,-1.749493,1.1194133,DOG2
TARGET_OS::TARGET-40-0A4HLD,-2.550051,-0.4462841,0.36108443,-0.8878773,-1.1533808,-0.24067838,-0.21087836,0.115846634,0.21636741,1.7030596,-1.8539087,TARGET_OS
TARGET_OS::TARGET-40-0A4HMC,2.0220408,-1.0082126,-2.4931104,-0.062311586,-0.43930113,2.0217166,-0.28865954,-1.4889141,0.9536266,1.1544253,-1.1407653,TARGET_OS
TARGET_OS::TARGET-40-0A4HX8,0.4170916,0.6342596,2.597955,1.380878,-1.4056036,0.739917,1.0269282,-0.624906,-0.3421945,1.778049,1.1302285,TARGET_OS
TARGET_OS::TARGET-40-0A4HXS,0.923178,1.1282356,-0.32129344,0.4657834,0.8920848,-1.4992919,-1.8904245,2.1356928,0.81413424,1.6441929,2.1989057,TARGET_OS
TARGET_OS::TARGET-40-0A4HY5,-0.31377518,1.3167423,2.0109713,-2.1665676,1.4628407,-0.34458587,-0.7601263,2.7072377,2.0031447,2.245022,0.12006586,TARGET_OS
TARGET_OS::TARGET-40-0A4I0Q,-0.48340803,2.7681968,-0.37953454,0.10107779,-0.35122123,-1.3100919,-0.8077776,1.1525208,-0.2847264,0.37173995,-0.9361093,TARGET_OS
TARGET_OS::TARGET-40-0A4I0S,5.446617,0.86112285,-3.9851465,-0.8350831,-1.0720302,4.1673985,0.88512015,0.71918154,-0.5025777,-0.4492817,-0.553999,TARGET_OS
TARGET_OS::TARGET-40-0A4I0W,-1.5945097,0.6162582,-2.4887078,-1.9206316,-2.512118,-0.43471012,1.0155468,-0.40696695,0.095985666,-1.2380728,-1.014888,TARGET_OS
TARGET_OS::TARGET-40-0A4I3S,0.72783256,1.2738291,1.009363,-1.214426,-0.967013,-0.922603,0.6099957,0.26165822,-0.027940208,2.059682,0.66678274,TARGET_OS
TARGET_OS::TARGET-40-0A4I42,-0.08542643,-0.92381656,-0.20663469,1.4117345,2.715546,0.75235105,-0.3057466,-0.74969304,-1.4454905,1.2104491,-1.437823,TARGET_OS
TARGET_OS::TARGET-40-0A4I48,3.786959,0.23539288,-0.9954046,1.1567613,0.17501579,-0.12257186,2.1849484,0.15232515,0.98608,0.2734812,-0.7726075,TARGET_OS
TARGET_OS::TARGET-40-0A4I4E,-3.397769,2.2342288,0.35343048,0.45158842,-0.5112921,-1.2820939,0.5975707,1.249052,1.2020406,2.0138736,0.5128088,TARGET_OS
TARGET_OS::TARGET-40-0A4I4M,2.744905,-1.418107,-1.7194637,-0.11302734,-0.17054214,0.057836648,2.0742865,-0.6705597,0.39457554,-0.5262596,0.5580921,TARGET_OS
TARGET_OS::TARGET-40-0A4I4O,1.2594218,1.03108,2.3054662,0.83739465,-0.829594,-0.59546554,-0.49191618,0.80686045,1.0986215,0.68722814,-2.660493,TARGET_OS
TARGET_OS::TARGET-40-0A4I5B,3.9598072,0.40426984,2.453289,0.696586,1.3548816,0.27399755,1.9054894,0.3125204,-0.6883418,0.8939054,0.58291155,TARGET_OS
TARGET_OS::TARGET-40-0A4I65,-0.92218006,0.7252638,0.4832065,0.4995617,0.63175136,0.9078949,-0.35003093,-0.41598216,-0.093336105,-0.4446321,-0.61515427,TARGET_OS
TARGET_OS::TARGET-40-0A4I6O,-1.8495961,2.377629,0.24704513,-1.3568027,-1.37393,-0.9630646,-0.77509546,2.1511528,-0.32344472,0.26329353,-0.7892951,TARGET_OS
TARGET_OS::TARGET-40-0A4I8U,1.0634696,-0.05587826,-1.6523279,1.3003993,-1.1116484,0.8476816,-0.640311,-1.5776141,0.05691745,0.0865225,0.0496614,TARGET_OS
TARGET_OS::TARGET-40-0A4I9K,1.2030985,0.28935722,-1.1361998,1.2896447,0.16152619,2.3703465,0.48181763,2.5201402,0.091275424,-0.38666552,-0.63941133,TARGET_OS
TARGET_OS::TARGET-40-PAKFVX,-2.1591194,-3.136206,-2.1178977,-0.6918792,1.8614733,3.3726523,-1.0489924,-1.0335858,1.2999748,-0.14113636,-0.66971624,TARGET_OS
TARGET_OS::TARGET-40-PAKUZU,-1.5453061,-0.43897104,-1.2831423,0.078679934,2.1387591,-0.8209049,1.8335402,-0.09073583,0.80940825,0.40123823,0.22684295,TARGET_OS
TARGET_OS::TARGET-40-PAKXLD,-4.290152,1.3358961,0.6260378,0.3179538,-0.6865152,-2.0526395,-0.87425065,0.33046097,-0.1966297,0.84970146,-1.1102109,TARGET_OS
TARGET_OS::TARGET-40-PAKZZK,0.81886595,0.014103548,-1.6799948,0.94044167,0.37360647,-1.8868033,0.8130856,-0.37375945,-0.20671788,-0.5690241,-0.31112492,TARGET_OS
TARGET_OS::TARGET-40-PALECC,-0.11927144,-1.4759119,-1.3990238,-0.6600405,0.8519274,2.6455555,-0.001699311,-0.105633646,1.155872,-0.83071095,-0.9697797,TARGET_OS
TARGET_OS::TARGET-40-PALFYN,2.3089268,0.61043024,-1.2651206,-1.672164,-1.2290132,-0.12343895,1.3551071,0.5611512,1.5505993,-0.4523789,0.5119898,TARGET_OS
TARGET_OS::TARGET-40-PALHRL,-1.2602811,-2.1856523,-1.5994307,-0.98592407,-0.7094874,-0.012834566,-1.9487517,-1.9077922,3.0061002,0.29074952,-0.51828176,TARGET_OS
TARGET_OS::TARGET-40-PALKDP,-3.199241,-0.5992423,2.535287,-0.038592793,1.3436589,-1.4640502,-0.8322561,0.06488347,-2.3756454,-1.032836,1.7817665,TARGET_OS
TARGET_OS::TARGET-40-PALKGN,1.9190178,-0.8010332,-2.4404464,-0.23085277,-2.6398335,-0.8880214,1.4059728,-1.6474174,3.6347914,-1.0222232,-0.8993453,TARGET_OS
TARGET_OS::TARGET-40-PALWWX,0.8700004,1.0838487,1.4811544,-2.3491652,-1.9306389,-0.49089512,-0.26236913,1.4031332,1.365616,-0.5120015,-1.6057676,TARGET_OS
TARGET_OS::TARGET-40-PALZGU,1.7459719,-1.0556221,2.1104102,0.8145058,1.3627129,-0.7431257,1.1275915,0.35054013,0.33599466,-0.58151895,0.9256306,TARGET_OS
TARGET_OS::TARGET-40-PAMEKS,-2.2422655,2.2181258,2.2736642,-2.1171534,-2.1102376,0.01508908,1.8851018,1.8830866,-1.2168931,-1.9542778,0.043691836,TARGET_OS
TARGET_OS::TARGET-40-PAMHLF,0.28839865,2.409076,0.9994616,0.8777058,-0.053017683,-1.617411,-0.38776767,1.2922798,0.034381904,-0.53522474,1.5670724,TARGET_OS
TARGET_OS::TARGET-40-PAMHYN,0.6872962,-0.43513346,-1.2935444,0.3323303,-0.6850926,-1.2566693,-0.46886188,-1.0783148,0.14919922,-1.3104142,0.5800569,TARGET_OS
TARGET_OS::TARGET-40-PAMJXS,0.41435704,0.33099267,2.3089018,0.418085,1.4527667,3.212661,0.43395853,0.8445585,-0.11132721,-0.20628813,0.66821134,TARGET_OS
TARGET_OS::TARGET-40-PAMLKS,-3.957436,-3.189978,-1.3593618,-1.322809,-0.91659117,-2.3969421,-3.239304,-3.8618414,0.2599157,0.43620846,0.47548118,TARGET_OS
TARGET_OS::TARGET-40-PAMRHD,1.1352111,-1.018614,-0.26054803,1.3417219,1.4913858,1.2306355,1.7351109,-1.1673248,-0.8618172,0.12908109,-0.66605204,TARGET_OS
TARGET_OS::TARGET-40-PAMTCM,-5.100114,1.3913866,2.497247,-0.5223204,-1.5211602,-1.3043106,-2.5507839,0.6771193,-0.20481724,-0.11218498,0.47360975,TARGET_OS
TARGET_OS::TARGET-40-PAMYYJ,-0.369802,0.045073714,-0.10357507,1.2744936,0.7328584,0.56144106,-0.9480494,-0.64075917,-0.046048835,-0.36119923,-0.27342117,TARGET_OS
TARGET_OS::TARGET-40-PANGPE,0.5249394,1.5451292,1.1293635,0.69519794,0.2393809,1.6231306,0.2302352,0.93149734,0.10335167,-0.49686718,0.29270816,TARGET_OS
TARGET_OS::TARGET-40-PANGRW,-0.7870067,0.4598385,-2.9986818,-0.3541442,-1.1713912,2.3494651,-1.0617931,-1.5346998,0.24226904,-0.40867263,0.5315735,TARGET_OS
TARGET_OS::TARGET-40-PANMIG,-1.529611,2.5506685,-1.517782,-0.09573459,-1.5487167,-0.27563652,-1.3682526,0.3664765,0.5799917,-1.1926272,0.43915567,TARGET_OS
TARGET_OS::TARGET-40-PANPUM,-1.8963329,1.8998477,1.0351703,1.7935926,-0.8377652,-0.17576472,0.71620995,0.5005405,0.25409758,0.29764998,0.8433666,TARGET_OS
TARGET_OS::TARGET-40-PANSEN,0.39800906,2.110791,1.6039476,0.26243925,-1.5899324,-1.3850347,-0.26200375,0.5586884,-0.830263,-0.1822294,-0.80515593,TARGET_OS
TARGET_OS::TARGET-40-PANVJJ,0.6362837,2.5660517,-0.01942253,-0.5290709,-1.5624748,-0.8835072,-0.21926141,1.4132606,-0.648553,-0.5624176,0.065260254,TARGET_OS
TARGET_OS::TARGET-40-PANXSC,2.8006117,-1.078741,-1.3627919,-0.161816,-1.61875,-0.14867543,0.6873786,-1.8301677,0.48006213,-0.31655118,0.0045184824,TARGET_OS
TARGET_OS::TARGET-40-PANZHX,2.8596284,0.030494006,-0.56212807,-0.6568334,0.09174967,2.6655903,0.37051654,0.42805994,0.9190705,-0.6926668,0.42383137,TARGET_OS
TARGET_OS::TARGET-40-PANZZJ,0.53067195,0.6093534,-1.507608,-0.51917475,-1.2203643,-1.1204756,-1.6858699,-1.4697033,1.0952682,-1.8064197,0.24117294,TARGET_OS
TARGET_OS::TARGET-40-PAPFLB,2.8311183,-0.1949392,3.856564,0.72251445,-0.5760394,-0.29042253,-2.0494497,-0.78784305,-1.2498893,0.3257926,-1.5170202,TARGET_OS
TARGET_OS::TARGET-40-PAPIJR,3.3052316,-1.038898,-1.7578558,-0.67849785,0.0023708798,2.4574034,1.6704886,-0.3440153,0.7736377,0.13062653,-1.1776303,TARGET_OS
TARGET_OS::TARGET-40-PAPKWD,-3.0371232,-3.0287347,0.90948814,-0.3381491,1.8919958,0.10379956,-1.661369,-0.60684294,-0.5884102,1.1862754,0.35832292,TARGET_OS
TARGET_OS::TARGET-40-PAPNVD,-0.6407944,-1.4768642,1.2640927,0.25506964,0.7806658,-0.13021596,1.3231416,-0.6673304,-1.7575719,2.7288566,0.6881352,TARGET_OS
TARGET_OS::TARGET-40-PAPWWC,-0.07959733,-1.9372536,-0.7663076,1.0961196,1.5489419,0.8257199,0.5948955,-0.52070314,-0.14794466,-0.34345016,0.9011595,TARGET_OS
TARGET_OS::TARGET-40-PAPXGT,2.8288426,-2.653255,-1.7773703,-0.0069438904,0.77137697,-2.1936014,-0.15978546,-0.14241841,-0.18431279,-1.2418599,1.2864317,TARGET_OS
TARGET_OS::TARGET-40-PARBGW,-1.0947243,-2.6755672,-3.851726,-0.60470164,2.5149195,-0.15161075,0.13721517,-1.7807736,-0.2390455,0.05317722,0.013359192,TARGET_OS
TARGET_OS::TARGET-40-PARDAX,-0.30616087,-1.5803952,1.9894147,1.5597299,2.3267477,-0.24853548,-0.21721794,-0.71097904,-2.0329406,0.157809,0.6677878,TARGET_OS
TARGET_OS::TARGET-40-PARFTG,1.8491576,-1.1719917,-0.2502368,1.7376906,1.7241338,-1.7260025,1.2125217,-0.41622683,-0.79102546,-1.5840074,-0.3080607,TARGET_OS
TARGET_OS::TARGET-40-PARGTM,-1.037131,-1.194235,1.1689538,0.061167117,0.598389,3.6619108,-0.48078537,1.5405003,-0.7365115,-1.5274777,-0.6008759,TARGET_OS
TARGET_OS::TARGET-40-PARJXU,-3.3910408,2.563213,0.4540402,-0.87164575,-0.44732213,-0.9911024,0.63665366,2.752365,-0.12911189,0.20761855,-1.0464345,TARGET_OS
TARGET_OS::TARGET-40-PARKAF,-0.8791304,-0.3264203,-0.29753625,1.2570941,1.781923,2.4808857,0.37124223,0.21988866,-0.7784799,-0.22094487,-0.9351043,TARGET_OS
TARGET_OS::TARGET-40-PASEBY,2.0244834,-1.4144307,0.6653429,0.4286964,0.78773165,0.33533436,0.93778837,0.48316723,-0.025369244,-0.9845079,0.3541591,TARGET_OS
TARGET_OS::TARGET-40-PASEFS,-4.1653795,-0.325379,2.6576297,-0.48775795,-3.024917,-1.8891202,1.4192729,-1.3616402,-2.4537196,2.8816905,0.15360291,TARGET_OS
TARGET_OS::TARGET-40-PASFCV,5.2800856,1.3113781,-0.7294171,-1.2543525,-2.4239979,0.14138533,0.8226592,1.2915736,0.15001108,-1.463224,-1.4166965,TARGET_OS
TARGET_OS::TARGET-40-PASKZZ,-0.31242466,2.9474263,-0.050214473,0.43269452,-0.8973269,0.6523638,0.38907582,0.3692755,-0.22741768,-0.8960179,0.18555474,TARGET_OS
TARGET_OS::TARGET-40-PASNZV,3.9503949,-1.1161969,1.7643212,1.3435082,2.4025111,0.49884462,-0.33578205,-0.51927066,-1.5793854,-0.270711,1.4337206,TARGET_OS
TARGET_OS::TARGET-40-PASRNE,2.9205477,-0.41182888,0.2748112,0.561455,1.8902029,1.0430431,0.8537122,0.17667066,-1.2475419,0.16314276,-0.4894191,TARGET_OS
TARGET_OS::TARGET-40-PASSLM,-1.7287431,1.0894314,3.2825992,0.12019185,0.6465176,1.0469664,-0.5170644,0.086319074,-0.8132598,1.1244187,-0.5827922,TARGET_OS
TARGET_OS::TARGET-40-PASUUH,2.7125013,-2.5271845,-1.0671368,-0.81822634,-0.05485008,-1.9463711,-3.0406468,-2.3735206,1.5072247,1.1007987,0.7248007,TARGET_OS
TARGET_OS::TARGET-40-PASYUK,6.3762536,0.2848591,-0.9805549,-1.0816829,-1.2208413,-0.02176991,1.2765707,0.31950524,-0.91782194,0.2506022,1.3290755,TARGET_OS
TARGET_OS::TARGET-40-PATAWV,-1.5391189,0.57497233,3.028485,-2.7867806,-2.6095338,-0.9701446,-0.12208582,1.1302326,-1.4028919,-1.5382986,1.7060497,TARGET_OS
TARGET_OS::TARGET-40-PATEEM,-0.03974328,0.35524532,0.34533557,1.1176875,-0.13901317,-0.1303339,1.1310889,0.32150155,-1.4151927,0.030863632,2.3146467,TARGET_OS
TARGET_OS::TARGET-40-PATJVI,1.4955287,-1.4291236,0.75031376,-3.6354737,-1.286823,-1.2862087,1.5260828,1.1397527,-0.51370525,0.11506663,0.5666109,TARGET_OS
TARGET_OS::TARGET-40-PATKSS,-4.0005746,1.4392679,2.118981,0.9519963,0.6027767,-1.1995388,-1.96252,0.91090107,0.9594927,1.8053149,-0.10325035,TARGET_OS
TARGET_OS::TARGET-40-PATMIF,4.434214,-0.8278568,0.2828628,-0.99140024,-0.34241298,0.06386173,1.5386114,0.15596837,0.61011344,-0.7123945,-2.0379665,TARGET_OS
TARGET_OS::TARGET-40-PATMPU,0.56712043,-1.1980405,1.8288152,1.4989442,2.5077293,0.738605,-0.23676449,-0.79669064,-2.086507,0.23400438,-0.23812042,TARGET_OS
TARGET_OS::TARGET-40-PATMXR,0.24045789,-1.1448939,2.1048808,1.881542,2.6652946,-0.6761376,-0.041960675,-0.9544981,-1.8393174,0.2268352,-0.21665134,TARGET_OS
TARGET_OS::TARGET-40-PATPBS,0.9645432,0.806624,1.652211,0.09795123,0.7991669,3.5862532,-0.04618833,1.0084466,-1.3417075,-0.86392176,0.08864424,TARGET_OS
TARGET_OS::TARGET-40-PATUXZ,-1.146818,-1.2880882,-0.002432935,1.3049937,2.1012583,-1.1347257,0.21460542,-0.74815553,-1.9151361,1.6806937,-0.7771812,TARGET_OS
TARGET_OS::TARGET-40-PAUBIT,1.1331398,2.35071,-0.6377885,0.1967002,-2.3004758,-1.257128,0.09323595,1.0947673,0.9366868,-0.9365689,-1.0111933,TARGET_OS
TARGET_OS::TARGET-40-PAUTWB,3.9968524,-0.5209456,-1.0742903,1.0947934,0.17004307,0.37007266,2.56499,-0.65169317,0.5756868,-0.7413853,-0.16443186,TARGET_OS
TARGET_OS::TARGET-40-PAUTYB,0.30659428,-2.5734386,-2.7678194,0.15457752,2.162017,-1.0427897,-0.8952039,-2.2483907,1.0591979,-0.061847128,0.80074835,TARGET_OS
TARGET_OS::TARGET-40-PAUUML,-4.1083736,1.8257468,2.6685355,0.39803517,-0.3104941,-1.7257669,-1.550488,0.3000434,-0.7495894,0.92835975,0.005434052,TARGET_OS
TARGET_OS::TARGET-40-PAUVUL,-2.6317086,-2.7576144,-0.44328618,-0.29844308,1.5915242,0.079133905,-1.2286465,-1.0302249,-0.77710706,0.22383402,0.5016903,TARGET_OS
TARGET_OS::TARGET-40-PAUXPZ,-4.585032,-1.1316205,-3.44928,0.5043147,-0.037407372,0.5428101,-1.1138713,-0.9833418,0.84152496,-0.6290029,0.4128956,TARGET_OS
TARGET_OS::TARGET-40-PAUYTT,-6.273019,-0.6990546,-1.5640005,-0.6728899,-0.25077477,-2.1413345,-0.5596095,-0.5164907,1.2206515,-1.0652896,1.3895922,TARGET_OS
TARGET_OS::TARGET-40-PAVALD,-6.577279,1.2260331,2.5248623,0.12697381,-0.10212128,-1.5014092,-3.093209,1.2915987,0.5517678,0.9131721,1.4352221,TARGET_OS
TARGET_OS::TARGET-40-PAVCLP,1.8237343,0.5583572,-0.4374226,-0.3552272,0.36435902,1.0541028,0.67763627,0.7659918,1.7371207,-0.55113345,0.1686956,TARGET_OS
TARGET_OS::TARGET-40-PAVDTY,-1.2576495,-1.2876984,-3.3124416,-0.56463593,0.47495028,-0.060881164,-0.16309029,-1.0790707,1.8052733,-0.42047122,-0.8249239,TARGET_OS
TARGET_OS::TARGET-40-PAVECB,-2.04919,2.7591124,-2.649559,-0.7317885,-2.488466,-0.020406572,0.38997293,0.6680959,0.43055594,-0.8812083,0.28932545,TARGET_OS
GSE21257::GSM530667,0.036376856,0.72916573,0.54858476,0.40400645,-0.36237398,2.8090477,1.1393851,0.38104358,1.3722208,-0.32106164,-1.455299,GSE21257
GSE21257::GSM530899,-3.1454206,1.5730536,0.79728156,-1.0536283,-1.1955194,1.0585843,-0.9250854,0.15554823,-0.5106526,0.055103026,-1.2064271,GSE21257
GSE21257::GSM531283,-4.3983765,-0.9000021,2.9232516,1.1673414,1.8389512,1.9481382,0.50983924,0.27240646,-0.5280553,-1.0174012,0.3347167,GSE21257
GSE21257::GSM531284,-1.81306,1.3192922,1.4240131,-0.6232481,-1.2268369,-0.7905437,-0.38061342,0.82074654,0.09037808,-1.198219,-1.4372517,GSE21257
GSE21257::GSM531285,-1.7447305,-1.7268996,0.60544425,0.3738675,2.4024014,0.034137838,-1.3500667,-0.790898,-1.2045218,0.52494544,0.09129154,GSE21257
GSE21257::GSM531286,-4.333034,2.6953144,0.116082504,-0.060764395,0.24643855,-2.0660958,-0.61528575,0.1766776,-0.05456703,0.7541299,0.47149774,GSE21257
GSE21257::GSM531287,0.67426956,0.9881976,-1.1986576,1.422076,0.1268704,0.22279987,0.2263782,-0.96648663,-0.82498014,-0.38354605,0.19558834,GSE21257
GSE21257::GSM531288,0.0046894993,1.7416961,-0.6319752,-0.8593619,-0.44926167,-1.3256207,2.4928932,2.0674455,0.8632766,1.0211189,-0.051383268,GSE21257
GSE21257::GSM531289,-2.8089967,0.33758572,1.8792697,1.8137385,0.45702717,-0.8048597,-0.7231836,0.34464762,-0.70470476,-0.93415016,0.19557562,GSE21257
GSE21257::GSM531290,-4.6350446,-2.724888,3.2782526,0.39388755,2.2589607,-2.1848443,-1.7638736,-0.66715616,-3.3203936,0.27529964,-0.12803826,GSE21257
GSE21257::GSM531291,-0.5658175,-0.3601816,-1.1603936,-0.44354606,1.2581133,-0.5208895,1.5849847,-0.16196674,-0.7894073,1.177289,0.40439278,GSE21257
GSE21257::GSM531292,0.817511,0.21639875,-1.6161011,0.7747591,0.58666915,-1.8989826,0.16567756,0.5914236,0.39933223,0.09736113,-0.14718547,GSE21257
GSE21257::GSM531293,0.050235655,0.065749496,-0.389371,1.3068645,1.7044593,1.9652007,1.4621269,-1.1497898,0.077912234,0.35232538,-0.21214415,GSE21257
GSE21257::GSM531294,-2.3082745,-1.0935435,1.1300067,-0.84583294,0.91048884,-1.3217978,0.2551265,-0.9062826,-1.1551756,1.5476896,-1.200157,GSE21257
GSE21257::GSM531295,-3.1998632,1.3820426,1.229126,1.9374149,0.6578027,-1.6796982,-0.12832703,-0.37986657,-1.6012055,0.03550887,1.0953717,GSE21257
GSE21257::GSM531296,1.1434852,-0.005758493,0.17454062,0.7305342,1.0394125,2.5719297,-0.032074336,-0.009032791,-0.48052663,-0.10518313,-1.4266477,GSE21257
GSE21257::GSM531297,-1.2656888,2.7327304,-0.6837259,-0.2632456,-0.44270372,0.33935264,1.1624343,0.94497454,-0.4975659,-0.7233224,-0.55096745,GSE21257
GSE21257::GSM531298,-5.704207,0.26462033,-1.6612768,0.99517286,-2.9193368,-1.8788364,0.981683,-0.08453551,-0.24090226,3.27504,0.09019065,GSE21257
GSE21257::GSM531299,-3.4370914,1.3716886,1.535173,-0.19055563,-0.86335146,-1.3233647,0.5498422,0.5604544,1.2654542,-0.45579264,0.55223274,GSE21257
GSE21257::GSM531300,-2.5355704,-0.7805444,0.43860903,0.46121183,0.9485857,1.312596,0.2404642,0.097834505,1.6776812,-1.0381001,-0.48248658,GSE21257
GSE21257::GSM531301,-0.72285897,0.15070911,2.3719985,0.36652496,-1.1394088,0.13466188,1.4194824,0.50747246,1.2797259,-0.52771187,1.2050496,GSE21257
GSE21257::GSM531302,3.2540936,-1.010703,-3.0042777,-0.47119415,-2.9207048,-1.1194011,2.1426284,-0.38782048,0.36425418,1.1002669,0.5991472,GSE21257
GSE21257::GSM531303,4.713254,-1.2616944,-1.8641958,-2.3695948,-1.0973418,2.9183085,-0.84581363,2.1178238,1.7095797,-0.15832072,0.8673148,GSE21257
GSE21257::GSM531304,1.9226334,0.037018124,-1.8798867,-2.2507753,-2.009853,0.17941964,0.70723045,0.62639505,1.3466352,-0.47425804,-0.63745177,GSE21257
GSE21257::GSM531305,4.2966776,0.56058687,-3.8508477,-0.9200798,-2.3916688,-0.34876633,0.2651401,0.99849355,1.4053643,0.120379575,0.81114894,GSE21257
