module_label,canine_gene,canine_gene_symbol,human_gene_symbol,ortholog_qc_status,raw_pca_loading,risk_oriented_loading,absolute_risk_loading,is_strict_mapping,is_broad_mapping,human_symbol_duplicate_count,normalized_abs_sum_weight
M27,CA14_3,CA14,CA14,strict_symbol_concordant_one_to_one,0.31361230924774364,-0.31361230924774364,0.31361230924774364,True,True,1,-0.12397506814231206
M27,DLG2_3,DLG2,DLG2,strict_symbol_concordant_one_to_one,-0.35544840669344485,0.35544840669344485,0.35544840669344485,True,True,1,0.14051342737980596
M27,HK2_3,HK2,HK2,strict_symbol_concordant_one_to_one,0.3353434147047986,-0.3353434147047986,0.3353434147047986,True,True,1,-0.13256565977536527
M27,LEPR_3,LEPR,LEPR,strict_symbol_concordant_one_to_one,-0.3859569517929885,0.3859569517929885,0.3859569517929885,True,True,1,0.15257385627914113
M27,PPA1_3,PPA1,PPA1,non_strict_human_homolog_review,0.360990286178406,-0.360990286178406,0.360990286178406,False,True,1,-0.14270420518579377
M27,ADORA2B_3,ADORA2B,TTC19,strict_one_to_one_symbol_mismatch_review,0.35595583334271375,-0.35595583334271375,0.35595583334271375,False,True,1,-0.1407140198041634
M27,ZNF608_3,ZNF608,ZNF608,one_to_one_low_confidence_review,-0.42233294219973927,0.42233294219973927,0.42233294219973927,False,True,1,0.1669537634334183
M28,ATP8B4_3,ATP8B4,ATP8B4,strict_symbol_concordant_one_to_one,0.2867163482918165,-0.2867163482918165,0.2867163482918165,True,True,1,-0.12792989306328237
M28,LURAP1L_3,LURAP1L,LURAP1L,one_to_one_low_confidence_review,0.3174354078721545,-0.3174354078721545,0.3174354078721545,False,True,1,-0.14163642228817835
M28,MPIG6B_3,MPIG6B,MPIG6B,strict_symbol_concordant_one_to_one,0.26239330720506376,-0.26239330720506376,0.26239330720506376,True,True,1,-0.11707720167075979
M28,SCRN2_3,SCRN2,SCRN2,strict_symbol_concordant_one_to_one,0.2565759753177281,-0.2565759753177281,0.2565759753177281,True,True,1,-0.1144815678651038
M28,STX3_3,STX3,STX3,one_to_one_low_confidence_review,0.25068623219805153,-0.25068623219805153,0.25068623219805153,False,True,1,-0.11185362491047483
M28,SUGCT_3,SUGCT,SUGCT,strict_symbol_concordant_one_to_one,0.2628351472491385,-0.2628351472491385,0.2628351472491385,True,True,1,-0.11727434616540167
M28,TTC39B_3,TTC39B,TTC39B,strict_symbol_concordant_one_to_one,0.3139872258184643,-0.3139872258184643,0.3139872258184643,True,True,1,-0.14009787883218278
M28,ZBED2_3,ZBED2,ZBED2,strict_symbol_concordant_one_to_one,0.290569355174301,-0.290569355174301,0.290569355174301,True,True,1,-0.12964906520461644
M30,ATAD1_3,ATAD1,ATAD1,strict_symbol_concordant_one_to_one,0.4104578796704339,-0.4104578796704339,0.4104578796704339,True,True,1,-0.15548963040015604
M30,FAS_3,FAS,FAS,one_to_one_low_confidence_review,0.345249249039138,-0.345249249039138,0.345249249039138,False,True,1,-0.13078730068997593
M30,MINPP1_3,MINPP1,MINPP1,one_to_one_low_confidence_review,0.40476277101068764,-0.40476277101068764,0.40476277101068764,False,True,1,-0.15333220966479658
M30,PAPSS2_3,PAPSS2,PAPSS2,one_to_one_low_confidence_review,0.33930045615155613,-0.33930045615155613,0.33930045615155613,False,True,1,-0.12853377930999935
M30,PTEN_3,PTEN,PTEN,strict_symbol_concordant_one_to_one,0.386688303397849,-0.386688303397849,0.386688303397849,True,True,1,-0.14648524088189394
M30,RNLS_3,RNLS,RNLS,strict_symbol_concordant_one_to_one,0.36966535565913816,-0.36966535565913816,0.36966535565913816,True,True,1,-0.14003660879730936
M30,SGMS1_3,SGMS1,SGMS1,one_to_one_low_confidence_review,0.3836525323181828,-0.3836525323181828,0.3836525323181828,False,True,1,-0.14533523025586872
M34,ABCC3_3,ABCC3,ABCC3,strict_symbol_concordant_one_to_one,0.07455395448061103,-0.07455395448061103,0.07455395448061103,True,True,1,-0.005907230555867709
M34,ACOD1_3,ACOD1,ACOD1,strict_symbol_concordant_one_to_one,0.06223299275925128,-0.06223299275925128,0.06223299275925128,True,True,1,-0.004930987752046739
M34,ADCY7_3,ADCY7,ADCY7,strict_symbol_concordant_one_to_one,0.056293387759065255,-0.056293387759065255,0.056293387759065255,True,True,1,-0.004460367294804482
M34,ADGRE3_3,ADGRE3,ADGRE3,strict_symbol_concordant_one_to_one,0.042581916328516434,-0.042581916328516434,0.042581916328516434,True,True,1,-0.003373948424541743
M34,ADGRF1_3,ADGRF1,ADGRF1,strict_symbol_concordant_one_to_one,0.04877554086824223,-0.04877554086824223,0.04877554086824223,True,True,1,-0.003864695942732148
M34,ADGRG6_3,ADGRG6,ADGRG6,strict_symbol_concordant_one_to_one,0.055423993865047,-0.055423993865047,0.055423993865047,True,True,1,-0.004391481476317616
M34,ALOX5_3,ALOX5,ALOX5,strict_symbol_concordant_one_to_one,0.04558994999674943,-0.04558994999674943,0.04558994999674943,True,True,1,-0.0036122878730908596
M34,ANKRD22_3,ANKRD22,ANKRD22,strict_symbol_concordant_one_to_one,0.07056610023107837,-0.07056610023107837,0.07056610023107837,True,True,1,-0.0055912557073261385
M34,ANXA3_3,ANXA3,ANXA3,strict_symbol_concordant_one_to_one,0.054799544207033916,-0.054799544207033916,0.054799544207033916,True,True,1,-0.004342003643436527
