analysis,module_label,gene,gene_symbol_clean,endpoint,fold
nested_cv,M15,TOP2A_3,TOP2A,DFI,4.0
nested_cv,M17,LOC119878084,LOC119878084,DFI,4.0
nested_cv,M9,LDLRAD4_3,LDLRAD4,DFI,4.0
nested_cv,M15,PCLAF_3,PCLAF,DFI,4.0
nested_cv,M15,NSMCE2_3,NSMCE2,DFI,4.0
nested_cv,M15,AURKB_3,AURKB,DFI,4.0
nested_cv,M15,SPAG5_3,SPAG5,DFI,4.0
nested_cv,M5,PTEN_3,PTEN,DFI,4.0
nested_cv,M15,NCAPG_3,NCAPG,DFI,4.0
nested_cv,M15,TPX2_3,TPX2,DFI,4.0
nested_cv,M15,CLSPN_3,CLSPN,DFI,4.0
nested_cv,M15,HJURP_3,HJURP,DFI,4.0
nested_cv,M15,FKBP10_3,FKBP10,DFI,4.0
nested_cv,M15,CENPA_3,CENPA,DFI,4.0
nested_cv,M15,NDC80_3,NDC80,DFI,4.0
nested_cv,M12,PYCARD_3,PYCARD,DFI,4.0
nested_cv,M12,EVI2A_3,EVI2A,DFI,4.0
nested_cv,M15,EPAS1_3,EPAS1,DFI,4.0
nested_cv,M12,SELPLG_3,SELPLG,DFI,4.0
nested_cv,M15,LHX2_3,LHX2,DFI,4.0
nested_cv,M12,TMEM140_3,TMEM140,DFI,4.0
nested_cv,M12,HNMT_3,HNMT,DFI,4.0
nested_cv,M12,ASAH1_3,ASAH1,DFI,4.0
nested_cv,M15,ORC1_3,ORC1,DFI,4.0
nested_cv,M15,CENPH_3,CENPH,DFI,4.0
nested_cv,M17,ADORA2B_3,ADORA2B,DFI,4.0
nested_cv,M12,GPR183_3,GPR183,DFI,4.0
nested_cv,M15,MELK_3,MELK,DFI,4.0
nested_cv,M12,TNFAIP8L2_3,TNFAIP8L2,DFI,4.0
nested_cv,M15,DRAM1_3,DRAM1,DFI,4.0
nested_cv,M10,TTC39B_3,TTC39B,DFI,4.0
nested_cv,M15,RAD54B_3,RAD54B,DFI,4.0
nested_cv,M12,PIK3AP1_3,PIK3AP1,DFI,4.0
nested_cv,M12,LMO2_3,LMO2,DFI,4.0
nested_cv,M15,ATAD2_3,ATAD2,DFI,4.0
nested_cv,M15,RAI2_3,RAI2,DFI,4.0
nested_cv,M15,STON1_3,STON1,DFI,4.0
nested_cv,M15,CSRP1_3,CSRP1,DFI,4.0
nested_cv,M15,TONSL_3,TONSL,DFI,4.0
nested_cv,M15,CDCA3_3,CDCA3,DFI,4.0
nested_cv,M12,TAGAP_3,TAGAP,DFI,4.0
nested_cv,M17,CHST2_3,CHST2,DFI,4.0
nested_cv,M12,LOC111091730_3,LOC111091730,DFI,4.0
nested_cv,M16,GPRIN1_3,GPRIN1,DFI,4.0
nested_cv,M10,ATP8B4_3,ATP8B4,DFI,4.0
nested_cv,M15,LOC106559420_3,LOC106559420,DFI,4.0
nested_cv,M12,RGS18_3,RGS18,DFI,4.0
nested_cv,M16,YES1_3,YES1,DFI,4.0
nested_cv,M12,INPP5D_3,INPP5D,DFI,4.0
nested_cv,M5,STAMBPL1_3,STAMBPL1,DFI,4.0
nested_cv,M15,PLK1_3,PLK1,DFI,4.0
nested_cv,M12,CBLN3_3,CBLN3,DFI,4.0
nested_cv,M12,GASK1B_3,GASK1B,DFI,4.0
nested_cv,M12,IFI30_3,IFI30,DFI,4.0
nested_cv,M12,LOC119877532,LOC119877532,DFI,4.0
nested_cv,M12,SLC6A6_3,SLC6A6,DFI,4.0
nested_cv,M15,ESPL1_3,ESPL1,DFI,4.0
nested_cv,M15,TTK_3,TTK,DFI,4.0
nested_cv,M5,PAPSS2_3,PAPSS2,DFI,4.0
nested_cv,M9,SERTM1_3,SERTM1,DFI,4.0
nested_cv,M12,SAMD9L_3,SAMD9L,DFI,4.0
nested_cv,M12,ACOD1_3,ACOD1,DFI,4.0
nested_cv,M12,CARD9_3,CARD9,DFI,4.0
nested_cv,M15,PKMYT1_3,PKMYT1,DFI,4.0
nested_cv,M5,SGMS1_3,SGMS1,DFI,4.0
nested_cv,M10,ZBED2_3,ZBED2,DFI,4.0
nested_cv,M15,FEN1_3,FEN1,DFI,4.0
nested_cv,M15,CDK1_3,CDK1,DFI,4.0
nested_cv,M15,NMRAL1_3,NMRAL1,DFI,4.0
nested_cv,M15,SLCO3A1_3,SLCO3A1,DFI,4.0
nested_cv,M15,MTURN_3,MTURN,DFI,4.0
nested_cv,M10,ANKH_3,ANKH,DFI,4.0
nested_cv,M12,RETSAT_3,RETSAT,DFI,4.0
nested_cv,M15,CENPF_3,CENPF,DFI,4.0
nested_cv,M16,SLC6A11_3,SLC6A11,DFI,4.0
nested_cv,M12,ADGRG6_3,ADGRG6,DFI,4.0
nested_cv,M12,PTPN6_3,PTPN6,DFI,4.0
nested_cv,M15,C1S_3,C1S,DFI,4.0
nested_cv,M10,TRABD2A_3,TRABD2A,DFI,4.0
nested_cv,M12,IFIT3_3,IFIT3,DFI,4.0
nested_cv,M15,PRR11_3,PRR11,DFI,4.0
nested_cv,M15,BUB1B_3,BUB1B,DFI,4.0
nested_cv,M10,LOC102152083_3,LOC102152083,DFI,4.0
nested_cv,M15,FN1_3,FN1,DFI,4.0
nested_cv,M15,MCM3_3,MCM3,DFI,4.0
nested_cv,M15,SMO_3,SMO,DFI,4.0
nested_cv,M15,MACROH2A2_3,MACROH2A2,DFI,4.0
nested_cv,M12,HACD4_3,HACD4,DFI,4.0
nested_cv,M15,LPAR1_3,LPAR1,DFI,4.0
nested_cv,M15,CHTF18_3,CHTF18,DFI,4.0
nested_cv,M15,POLR1C_3,POLR1C,DFI,4.0
nested_cv,M15,IDS_3,IDS,DFI,4.0
nested_cv,M12,GPSM3_3,GPSM3,DFI,4.0
nested_cv,M15,C1RL_3,C1RL,DFI,4.0
nested_cv,M15,ASPM_3,ASPM,DFI,4.0
nested_cv,M12,BATF2_3,BATF2,DFI,4.0
nested_cv,M17,LOC102154334_3,LOC102154334,DFI,4.0
nested_cv,M15,RAD51AP1_3,RAD51AP1,DFI,4.0
nested_cv,M17,RBM44_3,RBM44,DFI,4.0
nested_cv,M12,NCF4_3,NCF4,DFI,4.0
nested_cv,M15,SULT1C4_3,SULT1C4,DFI,4.0
nested_cv,M14,ABHD2_3,ABHD2,DFI,4.0
nested_cv,M15,GPSM2_3,GPSM2,DFI,4.0
nested_cv,M12,NCKAP1L_3,NCKAP1L,DFI,4.0
nested_cv,M17,PODXL2_3,PODXL2,DFI,4.0
nested_cv,M12,LOC119879410,LOC119879410,DFI,4.0
nested_cv,M15,KIFC1_3,KIFC1,DFI,4.0
nested_cv,M10,LOC119874749_2,LOC119874749,DFI,4.0
nested_cv,M12,PARP15_3,PARP15,DFI,4.0
nested_cv,M16,IGFBP5_3,IGFBP5,DFI,4.0
nested_cv,M12,STING1_3,STING1,DFI,4.0
nested_cv,M15,MND1_3,MND1,DFI,4.0
nested_cv,M15,ST8SIA5_3,ST8SIA5,DFI,4.0
nested_cv,M12,ANKRD22_3,ANKRD22,DFI,4.0
nested_cv,M16,LOC119866360_3,LOC119866360,DFI,4.0
nested_cv,M15,C1R_3,C1R,DFI,4.0
nested_cv,M15,SLC16A1_3,SLC16A1,DFI,4.0
nested_cv,M15,SH3D19_3,SH3D19,DFI,4.0
nested_cv,M15,NALCN_3,NALCN,DFI,4.0
nested_cv,M12,CYTH4_3,CYTH4,DFI,4.0
nested_cv,M12,RNASEL_3,RNASEL,DFI,4.0
nested_cv,M17,HHIP_3,HHIP,DFI,4.0
nested_cv,M12,LAPTM5_3,LAPTM5,DFI,4.0
nested_cv,M24,CYP4V2_3,CYP4V2,DFI,5.0
nested_cv,M26,CBX7_3,CBX7,DFI,5.0
nested_cv,M24,LOC111097086_3,LOC111097086,DFI,5.0
nested_cv,M26,SUGCT_3,SUGCT,DFI,5.0
nested_cv,M26,MEX3A_3,MEX3A,DFI,5.0
nested_cv,M26,TRIP13_3,TRIP13,DFI,5.0
nested_cv,M28,LDLRAD4_3,LDLRAD4,DFI,5.0
nested_cv,M28,CA14_3,CA14,DFI,5.0
nested_cv,M26,RCOR2_3,RCOR2,DFI,5.0
nested_cv,M26,DNA2_3,DNA2,DFI,5.0
nested_cv,M26,TSPAN33_3,TSPAN33,DFI,5.0
nested_cv,M24,APOBEC3Z3_4,APOBEC3Z3,DFI,5.0
nested_cv,M24,GPR34_3,GPR34,DFI,5.0
nested_cv,M26,CENPV_3,CENPV,DFI,5.0
nested_cv,M26,LOC100855995_3,LOC100855995,DFI,5.0
nested_cv,M26,PTTG1_3,PTTG1,DFI,5.0
nested_cv,M28,ANKRD29_3,ANKRD29,DFI,5.0
nested_cv,M26,SKA3_3,SKA3,DFI,5.0
nested_cv,M26,PRRT4_3,PRRT4,DFI,5.0
nested_cv,M26,DSCC1_3,DSCC1,DFI,5.0
nested_cv,M26,POLE2_3,POLE2,DFI,5.0
nested_cv,M24,ZMAT1_3,ZMAT1,DFI,5.0
nested_cv,M26,SPC24_3,SPC24,DFI,5.0
nested_cv,M24,FMO5_3,FMO5,DFI,5.0
nested_cv,M26,MCM10_3,MCM10,DFI,5.0
nested_cv,M26,SULT1C4_3,SULT1C4,DFI,5.0
nested_cv,M28,DYNLT3_3,DYNLT3,DFI,5.0
nested_cv,M28,RBMS3_3,RBMS3,DFI,5.0
nested_cv,M24,TLR3_3,TLR3,DFI,5.0
nested_cv,M26,MCM4_3,MCM4,DFI,5.0
nested_cv,M26,ACSS3_3,ACSS3,DFI,5.0
nested_cv,M26,CALHM2_3,CALHM2,DFI,5.0
nested_cv,M26,ALOX5_3,ALOX5,DFI,5.0
nested_cv,M28,TTC39B_3,TTC39B,DFI,5.0
nested_cv,M26,SMO_3,SMO,DFI,5.0
nested_cv,M24,HSD17B11_3,HSD17B11,DFI,5.0
nested_cv,M26,CDT1_3,CDT1,DFI,5.0
nested_cv,M24,SQOR_3,SQOR,DFI,5.0
nested_cv,M24,LOC477699_3,LOC477699,DFI,5.0
nested_cv,M19,ATAD1_3,ATAD1,DFI,5.0
nested_cv,M26,LOC102154334_3,LOC102154334,DFI,5.0
nested_cv,M26,SH3D19_3,SH3D19,DFI,5.0
nested_cv,M26,FN1_3,FN1,DFI,5.0
nested_cv,M24,CD8B_3,CD8B,DFI,5.0
nested_cv,M28,MPIG6B_3,MPIG6B,DFI,5.0
nested_cv,M20,SCRN2_3,SCRN2,DFI,5.0
nested_cv,M26,ECT2_3,ECT2,DFI,5.0
nested_cv,M26,CENPW_3,CENPW,DFI,5.0
nested_cv,M24,LOC476816_3,LOC476816,DFI,5.0
nested_cv,M26,NIBAN1_3,NIBAN1,DFI,5.0
nested_cv,M26,UBE2S_3,UBE2S,DFI,5.0
nested_cv,M26,MCM5_3,MCM5,DFI,5.0
nested_cv,M26,UHRF1_3,UHRF1,DFI,5.0
nested_cv,M26,CDCA8_3,CDCA8,DFI,5.0
nested_cv,M26,E2F1_3,E2F1,DFI,5.0
nested_cv,M15,WNT5B_3,WNT5B,DFI,5.0
nested_cv,M15,LOC106559497_3,LOC106559497,DFI,5.0
nested_cv,M26,FANCD2_3,FANCD2,DFI,5.0
nested_cv,M28,CA5B_3,CA5B,DFI,5.0
nested_cv,M26,CDCA5_3,CDCA5,DFI,5.0
nested_cv,M24,EVI2B_3,EVI2B,DFI,5.0
nested_cv,M24,EGR1_3,EGR1,DFI,5.0
nested_cv,M26,DLGAP5_3,DLGAP5,DFI,5.0
nested_cv,M18,LOC119877181,LOC119877181,DFI,5.0
nested_cv,M26,DNPH1_3,DNPH1,DFI,5.0
nested_cv,M26,FANCA_3,FANCA,DFI,5.0
nested_cv,M26,MCM2_3,MCM2,DFI,5.0
nested_cv,M24,TBC1D9_3,TBC1D9,DFI,5.0
nested_cv,M24,LOC612325_3,LOC612325,DFI,5.0
nested_cv,M28,LURAP1L_3,LURAP1L,DFI,5.0
nested_cv,M24,ADGRF1_3,ADGRF1,DFI,5.0
nested_cv,M24,CHPT1_3,CHPT1,DFI,5.0
nested_cv,M26,LOC119875957_1,LOC119875957,DFI,5.0
nested_cv,M24,ENPP5_3,ENPP5,DFI,5.0
nested_cv,M24,GSAP_3,GSAP,DFI,5.0
nested_cv,M24,MOSPD2_3,MOSPD2,DFI,5.0
nested_cv,M28,MAB21L2_3,MAB21L2,DFI,5.0
nested_cv,M26,CA11_3,CA11,DFI,5.0
nested_cv,M16,MEST_3,MEST,DFI,5.0
nested_cv,M26,MYBL2_3,MYBL2,DFI,5.0
nested_cv,M24,SAMD9L_3,SAMD9L,DFI,5.0
nested_cv,M16,NR2F1_3,NR2F1,DFI,5.0
nested_cv,M26,SHCBP1_3,SHCBP1,DFI,5.0
nested_cv,M26,FANCM_3,FANCM,DFI,5.0
nested_cv,M13,ANGPT2_3,ANGPT2,DFI,5.0
nested_cv,M26,STMN1_3,STMN1,DFI,5.0
nested_cv,M26,RECQL4_3,RECQL4,DFI,5.0
nested_cv,M26,CARD6_3,CARD6,DFI,5.0
nested_cv,M26,E2F8_3,E2F8,DFI,5.0
nested_cv,M26,GTSE1_3,GTSE1,DFI,5.0
nested_cv,M15,STUM_3,STUM,DFI,5.0
nested_cv,M26,CCNB3_3,CCNB3,DFI,5.0
nested_cv,M24,BLNK_3,BLNK,DFI,5.0
nested_cv,M28,CD200_3,CD200,DFI,5.0
nested_cv,M24,GPSM3_3,GPSM3,DFI,5.0
nested_cv,M24,SELENOP_3,SELENOP,DFI,5.0
nested_cv,M26,POLE_3,POLE,DFI,5.0
nested_cv,M28,C1QTNF1_3,C1QTNF1,DFI,5.0
nested_cv,M19,MINPP1_3,MINPP1,DFI,5.0
nested_cv,M28,LOC119874749_2,LOC119874749,DFI,5.0
nested_cv,M24,IFIT3_3,IFIT3,DFI,5.0
nested_cv,M26,SCML2_3,SCML2,DFI,5.0
nested_cv,M26,CSRP1_3,CSRP1,DFI,5.0
nested_cv,M24,IL34_3,IL34,DFI,5.0
nested_cv,M28,DLG2_3,DLG2,DFI,5.0
nested_cv,M24,BATF2_3,BATF2,DFI,5.0
nested_cv,M26,SERF1A_3,SERF1A,DFI,5.0
nested_cv,M28,ADORA2B_3,ADORA2B,DFI,5.0
nested_cv,M28,PIK3IP1_3,PIK3IP1,DFI,5.0
nested_cv,M28,TMCC3_3,TMCC3,DFI,5.0
nested_cv,M26,ITGBL1_3,ITGBL1,DFI,5.0
nested_cv,M19,PTEN_3,PTEN,DFI,5.0
nested_cv,M26,ORC6_3,ORC6,DFI,5.0
nested_cv,M24,HACD4_3,HACD4,DFI,5.0
nested_cv,M19,PAPSS2_3,PAPSS2,DFI,5.0
nested_cv,M24,LOC119879410,LOC119879410,DFI,5.0
nested_cv,M24,KLHL9_3,KLHL9,DFI,5.0
nested_cv,M28,KCTD12_3,KCTD12,DFI,5.0
nested_cv,M14,ADAMTS4_3,ADAMTS4,DFI,5.0
nested_cv,M26,HSP70_3,HSP70,DFI,5.0
nested_cv,M26,AURKA_3,AURKA,DFI,5.0
nested_cv,M26,MIS18A_3,MIS18A,DFI,5.0
nested_cv,M24,PRKAR2B_3,PRKAR2B,DFI,5.0
nested_cv,M24,TNFAIP8L2_3,TNFAIP8L2,DFI,5.0
nested_cv,M18,H2AX_3,H2AX,DFI,5.0
nested_cv,M26,ORC1_3,ORC1,DFI,5.0
nested_cv,M14,SLC6A11_3,SLC6A11,DFI,5.0
nested_cv,M26,LHX2_3,LHX2,DFI,5.0
nested_cv,M24,IFIT2_3,IFIT2,DFI,5.0
nested_cv,M24,KIAA0040_3,KIAA0040,DFI,5.0
nested_cv,M24,TAPBPL_3,TAPBPL,DFI,5.0
nested_cv,M26,EPAS1_3,EPAS1,DFI,5.0
nested_cv,M26,LOC487476_3,LOC487476,DFI,5.0
nested_cv,M24,ABCC3_3,ABCC3,DFI,5.0
nested_cv,M24,ADGRG6_3,ADGRG6,DFI,5.0
nested_cv,M24,RGS18_3,RGS18,DFI,5.0
nested_cv,M28,PAPPA_3,PAPPA,DFI,5.0
nested_cv,M24,CSF1R_3,CSF1R,DFI,5.0
nested_cv,M26,NCAPG_3,NCAPG,DFI,5.0
nested_cv,M26,GPRIN1_3,GPRIN1,DFI,5.0
nested_cv,M26,NSMCE2_3,NSMCE2,DFI,5.0
nested_cv,M24,TLR7_3,TLR7,DFI,5.0
nested_cv,M26,BUB1_3,BUB1,DFI,5.0
nested_cv,M24,TDRD7_3,TDRD7,DFI,5.0
nested_cv,M26,LOC119866898_3,LOC119866898,DFI,5.0
nested_cv,M26,UBE2C_3,UBE2C,DFI,5.0
nested_cv,M26,ST8SIA5_3,ST8SIA5,DFI,5.0
nested_cv,M26,PBK_3,PBK,DFI,5.0
nested_cv,M26,DEPDC1_3,DEPDC1,DFI,5.0
nested_cv,M24,GPR183_3,GPR183,DFI,5.0
nested_cv,M26,PLK4_3,PLK4,DFI,5.0
nested_cv,M26,LOC119876044,LOC119876044,DFI,5.0
nested_cv,M28,DLEC1_3,DLEC1,DFI,5.0
nested_cv,M16,HHIP_3,HHIP,DFI,5.0
nested_cv,M26,CDCA2_3,CDCA2,DFI,5.0
nested_cv,M19,SGMS1_3,SGMS1,DFI,5.0
nested_cv,M26,LOC111090004_3,LOC111090004,DFI,5.0
nested_cv,M26,CLTCL1_3,CLTCL1,DFI,5.0
nested_cv,M26,KIF15_3,KIF15,DFI,5.0
nested_cv,M18,H2AC6_3,H2AC6,DFI,5.0
nested_cv,M28,LAMA3_3,LAMA3,DFI,5.0
nested_cv,M20,STX3_3,STX3,DFI,5.0
nested_cv,M26,CDC20_3,CDC20,DFI,5.0
nested_cv,M26,GINS4_3,GINS4,DFI,5.0
nested_cv,M28,MCF2L_3,MCF2L,DFI,5.0
nested_cv,M24,B2M_3,B2M,DFI,5.0
nested_cv,M24,LOC119877532,LOC119877532,DFI,5.0
nested_cv,M24,RNASEL_3,RNASEL,DFI,5.0
nested_cv,M26,RFC4_3,RFC4,DFI,5.0
nested_cv,M26,KIF22_3,KIF22,DFI,5.0
nested_cv,M26,CCNA2_3,CCNA2,DFI,5.0
nested_cv,M26,C1S_3,C1S,DFI,5.0
nested_cv,M26,E2F7_3,E2F7,DFI,5.0
nested_cv,M24,GLIPR2_3,GLIPR2,DFI,5.0
nested_cv,M26,ELOVL4_3,ELOVL4,DFI,5.0
nested_cv,M24,SUSD1_3,SUSD1,DFI,5.0
nested_cv,M26,KIF4A_3,KIF4A,DFI,5.0
nested_cv,M28,FAM107A_3,FAM107A,DFI,5.0
nested_cv,M26,SLC5A6_3,SLC5A6,DFI,5.0
nested_cv,M26,NMRAL1_3,NMRAL1,DFI,5.0
nested_cv,M16,CHST2_3,CHST2,DFI,5.0
nested_cv,M24,ACOD1_3,ACOD1,DFI,5.0
nested_cv,M28,OLFML1_3,OLFML1,DFI,5.0
nested_cv,M26,LOC119877688,LOC119877688,DFI,5.0
nested_cv,M26,DSN1_3,DSN1,DFI,5.0
nested_cv,M24,CFLAR_3,CFLAR,DFI,5.0
nested_cv,M26,CENPT_3,CENPT,DFI,5.0
nested_cv,M24,TRANK1_3,TRANK1,DFI,5.0
nested_cv,M28,CABCOCO1_3,CABCOCO1,DFI,5.0
nested_cv,M24,CTSH_3,CTSH,DFI,5.0
nested_cv,M26,SERPING1_3,SERPING1,DFI,5.0
nested_cv,M24,ANXA3_3,ANXA3,DFI,5.0
nested_cv,M28,LOC106557828_3,LOC106557828,DFI,5.0
nested_cv,M24,PARP15_3,PARP15,DFI,5.0
nested_cv,M26,FAM83D_3,FAM83D,DFI,5.0
nested_cv,M26,UBE2T_3,UBE2T,DFI,5.0
nested_cv,M26,FAXDC2_3,FAXDC2,DFI,5.0
nested_cv,M24,TAGAP_3,TAGAP,DFI,5.0
nested_cv,M26,RBM44_3,RBM44,DFI,5.0
nested_cv,M26,EVI2A_3,EVI2A,DFI,5.0
nested_cv,M26,CLSPN_3,CLSPN,DFI,5.0
nested_cv,M26,PSAT1_3,PSAT1,DFI,5.0
nested_cv,M26,EPHA2_3,EPHA2,DFI,5.0
nested_cv,M26,DNAJB1_3,DNAJB1,DFI,5.0
nested_cv,M24,PYCARD_3,PYCARD,DFI,5.0
nested_cv,M24,DENND1C_3,DENND1C,DFI,5.0
nested_cv,M26,GPRC5C_3,GPRC5C,DFI,5.0
nested_cv,M24,FGL2_3,FGL2,DFI,5.0
nested_cv,M18,STON1_3,STON1,DFI,5.0
nested_cv,M26,SCTR_3,SCTR,DFI,5.0
nested_cv,M26,CENPI_3,CENPI,DFI,5.0
nested_cv,M14,DRD1_3,DRD1,DFI,5.0
nested_cv,M13,STC1_3,STC1,DFI,5.0
nested_cv,M24,IFI44L_3,IFI44L,DFI,5.0
nested_cv,M26,POLQ_3,POLQ,DFI,5.0
nested_cv,M26,TOP2A_3,TOP2A,DFI,5.0
nested_cv,M26,XG_3,XG,DFI,5.0
nested_cv,M26,TONSL_3,TONSL,DFI,5.0
nested_cv,M28,SRM_3,SRM,DFI,5.0
nested_cv,M24,ASAH1_3,ASAH1,DFI,5.0
nested_cv,M24,JCHAIN_3,JCHAIN,DFI,5.0
nested_cv,M24,LOC488622_3,LOC488622,DFI,5.0
nested_cv,M20,NAP1L3_3,NAP1L3,DFI,5.0
nested_cv,M24,TMEM123_3,TMEM123,DFI,5.0
nested_cv,M24,LOC119869021_2,LOC119869021,DFI,5.0
nested_cv,M26,CYS1_3,CYS1,DFI,5.0
nested_cv,M26,BIRC5_3,BIRC5,DFI,5.0
nested_cv,M26,SPDL1_3,SPDL1,DFI,5.0
nested_cv,M24,DHX58_3,DHX58,DFI,5.0
nested_cv,M24,P2RX7_3,P2RX7,DFI,5.0
nested_cv,M24,PRDM1_3,PRDM1,DFI,5.0
nested_cv,M26,REXO5_3,REXO5,DFI,5.0
nested_cv,M26,HELLS_3,HELLS,DFI,5.0
nested_cv,M24,TMEM86A_3,TMEM86A,DFI,5.0
nested_cv,M26,SFRP4_3,SFRP4,DFI,5.0
nested_cv,M26,TROAP_3,TROAP,DFI,5.0
nested_cv,M26,RRM2_3,RRM2,DFI,5.0
nested_cv,M26,SIVA1_3,SIVA1,DFI,5.0
nested_cv,M13,FGF23_3,FGF23,DFI,5.0
nested_cv,M26,FAM180A_3,FAM180A,DFI,5.0
nested_cv,M26,TK1_3,TK1,DFI,5.0
nested_cv,M28,SOCS2_3,SOCS2,DFI,5.0
nested_cv,M24,CARD9_3,CARD9,DFI,5.0
nested_cv,M15,SERTM1_3,SERTM1,DFI,5.0
nested_cv,M24,SPN_3,SPN,DFI,5.0
nested_cv,M24,IFI30_3,IFI30,DFI,5.0
nested_cv,M14,MCAM_3,MCAM,DFI,5.0
nested_cv,M24,LOC111091730_3,LOC111091730,DFI,5.0
nested_cv,M24,IFI35_3,IFI35,DFI,5.0
nested_cv,M26,CENPK_3,CENPK,DFI,5.0
nested_cv,M28,SPHKAP_3,SPHKAP,DFI,5.0
nested_cv,M24,GMFG_3,GMFG,DFI,5.0
nested_cv,M26,ARL4D_3,ARL4D,DFI,5.0
nested_cv,M28,AMOTL2_3,AMOTL2,DFI,5.0
nested_cv,M28,LOC106559420_3,LOC106559420,DFI,5.0
nested_cv,M26,TYMS_3,TYMS,DFI,5.0
nested_cv,M24,LMO2_3,LMO2,DFI,5.0
nested_cv,M26,GPR156_3,GPR156,DFI,5.0
nested_cv,M24,ARRB1_3,ARRB1,DFI,5.0
nested_cv,M20,TSTD1_3,TSTD1,DFI,5.0
nested_cv,M28,LOC106559768_3,LOC106559768,DFI,5.0
nested_cv,M16,ST6GALNAC3_3,ST6GALNAC3,DFI,5.0
nested_cv,M26,KIF18B_3,KIF18B,DFI,5.0
nested_cv,M24,VWA5A_3,VWA5A,DFI,5.0
nested_cv,M28,PDE7B_3,PDE7B,DFI,5.0
nested_cv,M26,ATAD2_3,ATAD2,DFI,5.0
nested_cv,M24,SERPINB9_3,SERPINB9,DFI,5.0
nested_cv,M24,IFI44_3,IFI44,DFI,5.0
nested_cv,M13,IGFBP3_3,IGFBP3,DFI,5.0
nested_cv,M26,HSPH1_3,HSPH1,DFI,5.0
nested_cv,M24,SELPLG_3,SELPLG,DFI,5.0
nested_cv,M24,TNFRSF14_3,TNFRSF14,DFI,5.0
nested_cv,M14,CYP4V2_3,CYP4V2,OS,1.0
nested_cv,M14,FGL2_3,FGL2,OS,1.0
nested_cv,M19,NIBAN1_3,NIBAN1,OS,1.0
nested_cv,M19,SELENOP_3,SELENOP,OS,1.0
nested_cv,M14,TRIM14_3,TRIM14,OS,1.0
nested_cv,M14,EVI2B_3,EVI2B,OS,1.0
nested_cv,M19,TRIP13_3,TRIP13,OS,1.0
nested_cv,M14,GPSM3_3,GPSM3,OS,1.0
nested_cv,M17,GPRC5C_3,GPRC5C,OS,1.0
nested_cv,M14,TNFAIP8L2_3,TNFAIP8L2,OS,1.0
nested_cv,M14,GPR34_3,GPR34,OS,1.0
nested_cv,M14,INPP5D_3,INPP5D,OS,1.0
nested_cv,M17,TSPAN33_3,TSPAN33,OS,1.0
nested_cv,M14,UPP1_3,UPP1,OS,1.0
nested_cv,M14,LMO2_3,LMO2,OS,1.0
nested_cv,M14,TLR7_3,TLR7,OS,1.0
nested_cv,M19,ALOX5_3,ALOX5,OS,1.0
nested_cv,M27,LOC119878294,LOC119878294,OS,1.0
nested_cv,M14,GIMAP6_3,GIMAP6,OS,1.0
nested_cv,M14,PYCARD_3,PYCARD,OS,1.0
nested_cv,M14,SAMD9L_3,SAMD9L,OS,1.0
nested_cv,M14,APOBEC3Z3_4,APOBEC3Z3,OS,1.0
nested_cv,M19,CSRP1_3,CSRP1,OS,1.0
nested_cv,M14,DENND1C_3,DENND1C,OS,1.0
nested_cv,M14,BATF2_3,BATF2,OS,1.0
nested_cv,M19,MOCOS_3,MOCOS,OS,1.0
nested_cv,M14,CCL23_3,CCL23,OS,1.0
nested_cv,M14,ADGRF1_3,ADGRF1,OS,1.0
nested_cv,M14,PTPN6_3,PTPN6,OS,1.0
nested_cv,M14,CD86_3,CD86,OS,1.0
nested_cv,M14,VWA5A_3,VWA5A,OS,1.0
nested_cv,M19,LOC119877688,LOC119877688,OS,1.0
nested_cv,M14,BLNK_3,BLNK,OS,1.0
nested_cv,M14,PARP15_3,PARP15,OS,1.0
nested_cv,M14,B2M_3,B2M,OS,1.0
nested_cv,M2,IGFN1_3,IGFN1,OS,1.0
nested_cv,M17,PTPRZ1_3,PTPRZ1,OS,1.0
nested_cv,M14,MARCHF1_3,MARCHF1,OS,1.0
nested_cv,M19,ACSS3_3,ACSS3,OS,1.0
nested_cv,M14,NCKAP1L_3,NCKAP1L,OS,1.0
nested_cv,M19,SULT1C4_3,SULT1C4,OS,1.0
nested_cv,M19,ANXA3_3,ANXA3,OS,1.0
nested_cv,M14,GYPC_3,GYPC,OS,1.0
nested_cv,M11,SGMS1_3,SGMS1,OS,1.0
nested_cv,M14,PTPRC_4,PTPRC,OS,1.0
nested_cv,M14,LIPA_3,LIPA,OS,1.0
nested_cv,M14,SLC46A2_3,SLC46A2,OS,1.0
nested_cv,M14,STING1_3,STING1,OS,1.0
nested_cv,M14,LOC119877532,LOC119877532,OS,1.0
nested_cv,M14,DOCK2_3,DOCK2,OS,1.0
nested_cv,M19,DSCC1_3,DSCC1,OS,1.0
nested_cv,M19,CBX7_3,CBX7,OS,1.0
nested_cv,M17,STUM_3,STUM,OS,1.0
nested_cv,M19,SUGCT_3,SUGCT,OS,1.0
nested_cv,M14,LOC119877400,LOC119877400,OS,1.0
nested_cv,M19,FAM180A_3,FAM180A,OS,1.0
nested_cv,M14,DOK2_3,DOK2,OS,1.0
nested_cv,M14,FCER1G_2,FCER1G,OS,1.0
nested_cv,M14,LPXN_3,LPXN,OS,1.0
nested_cv,M14,CCR2_3,CCR2,OS,1.0
