,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
COL2A1,-0.028687343068358535,0.021123495199103354,0.0253307760121467,0.019959088250178995,-0.01207382560199882,0.0001440633900000322,-0.04651194942533949,-0.022755299902998814,-0.015451970806753344,0.013672885648390833,0.023500978432822263,0.009668797091632896,-0.03867878811199948,0.00013945598860564366,0.04812861940468886,-0.030338966246763625
CPXM2,0.009528170191998222,0.01741394133516099,0.04075169500677549,-0.013057086556901281,-0.031059239653086823,-0.04014825432812946,-0.020584207024911684,0.005251504428187057,-0.013404903862759023,0.012549747808482647,0.0032381449440625353,0.01707011794664523,-0.01828099327754967,-0.003250670878766458,-0.009799957145848087,-6.558556848501249e-05
PTPRZ1,-0.020786917219767803,-0.03703426687629952,0.03414682337576644,0.022541529854798712,-0.03537128190607701,0.03650352129351473,-0.008209750315894843,-0.03459179646010079,-0.00952041090289839,0.013585614520014572,0.005520677003027195,-0.0004554606810556385,0.020917042443750106,0.023572038058757613,-0.01440933217229498,0.011533692740140577
FGFR3,-0.043126573520911246,-0.00017682295333083147,0.02890813106707691,0.00993338323832149,-0.028223878580237494,-0.014618283055798393,-0.038716668817461095,-0.012066765508566984,0.03148129509038413,-0.006705546608188214,0.03088486778060925,0.013767146337298822,0.009115745319750356,-0.03159920851025431,0.03188698688105768,-0.027894801731485917
PI15,0.013367271025834009,0.04811430781536313,0.021437181623724686,0.009114698990157783,0.010715681578353654,0.019303278485307485,-0.009910489858603403,-0.026636670518544788,-0.005101781692692263,0.006785914422141439,0.03494578845163725,0.04563936232860431,0.003445243899346459,-0.006030629074870521,-0.014143450586132669,-0.02534670958254199
NGEF,-0.016202414237950703,0.014547685142755357,0.025478836761191986,-0.028100604418711657,-0.01838531930107714,0.0023590791180778067,-0.0034249758765382467,-0.05258636957285388,0.02274653168306197,0.07817487379859568,0.04042970209566716,-0.014170382283333087,-0.05146711039863718,-0.033423972277512294,0.02329809359474203,-0.01677768347644673
ACTA2,0.028856683430568186,0.026512217614991115,0.01819531891927772,-0.010783916000726475,0.013204199808562012,-0.003847300580173325,0.02150836846543362,0.03206718900671422,-0.007331525981245454,-0.007740011699372328,0.007604362118993998,0.021207615980037436,0.035082967176421447,0.030678575865061054,0.029140722296195673,0.03168539673013221
CCDC3,0.005179544954799415,-0.01956035649016965,0.038008583571127075,-0.018172106581144588,-0.04185479909037373,0.0034087088245423735,0.02094521094269875,-0.041521791647056785,-0.004494951809299107,0.044511262912204176,-0.0020247940966270223,0.004785954996843685,0.02116218115374604,-0.030322897180923257,0.011700685186920695,-0.015595247344188821
C1QB,0.052314191135680047,-0.00947994282624772,-0.007472747867023743,0.02129438669394383,-0.02164493799429894,-0.05863198995832365,-0.014350367175023693,-0.011538376185229723,0.03656183635508018,-0.005795630716502187,0.004149582790787533,-0.016529263690145835,0.009501912461408222,0.009157495203864573,-0.0009023884058314523,0.027977957570725888
SOST,-0.02570777151149416,-0.03464136812398856,0.0307440624001763,0.01279264402845675,-0.04661278569531914,0.008665299209528087,-0.05145576565434503,-0.035287496642125056,0.0012148462361007595,0.004246659100356249,-0.0022427255931405958,-0.00898947992243436,0.020809867784774533,0.02480768391315902,0.039305244000873006,0.026815148533559235
COL3A1,0.0045592708425187325,0.0665144566020127,0.022008498896074893,-0.00350960926832048,0.029132645072310576,0.03181836685148674,-0.023324976276110708,0.0014321026211487984,0.033624653019715595,-0.025472421228635116,0.026476760597189463,-0.005592583643506059,-0.005889442167606389,0.004681561862293056,-0.02210745205835813,-0.001534389998150203
