,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8
GPC6,0.037893206,0.10711196,-0.021866355,-0.0222587,0.0366659,-0.17916837,0.043623902,-0.037731797
GPR137B,0.17173494,-0.122614376,0.08805148,-0.00028145898,0.405254,0.07005875,-0.0002616517,-0.06620345
GPR65,0.32900223,0.0057714824,-0.006765638,-0.00065411197,-0.2040728,-0.00069694227,-0.07281988,-0.0055522933
HAPLN1,-0.058169436,0.2243461,0.10616583,-0.047825575,-0.003502954,-0.20341778,-0.1939949,-0.038780693
HAS2,7.984188e-05,0.21091838,0.014927827,-0.13622163,0.0026270088,-0.20829707,-0.032642376,0.060034685
HERC5,0.15104523,-0.104656264,0.031474594,-0.1361042,-0.035245873,0.23387602,-0.020697795,0.00979803
HES4,-0.054453313,-0.10241605,0.21422662,-0.11517918,-0.006546999,0.13034506,0.38881332,0.03735937
HEY1,-0.085954055,-0.20301384,0.17403473,-0.086474925,-0.0014050158,0.06988542,0.20196018,-0.012131233
HEY2,0.0077421996,-0.09040553,0.24511063,-0.0032472322,0.09128812,0.27008545,0.16900285,-0.024403034
HEYL,0.04807164,-0.022122566,0.24454042,-0.0056803753,0.006396363,0.004057348,0.50046396,0.048591893
HK2,-0.05078003,0.062074125,-0.08075686,-0.25924325,0.01043498,-0.10149142,-0.03763965,0.18815206
HOXB8,-0.076966345,-0.051574573,0.1010725,-0.052106544,-0.022119166,0.0173677,0.037289094,-0.0971453
HS3ST3A1,-0.0149754435,0.096840076,0.024922112,-0.2502327,0.0146450745,-0.08510276,-0.036649004,-0.17574255
HSPA2,-0.0531967,-0.02425976,0.14359878,-0.17898177,-0.02524959,0.22374742,-0.01828262,-0.023714388
HSPB6,-0.050085094,0.2048153,0.026588457,-0.031159705,-0.0042230305,-0.06113811,0.036907382,0.0018632051
HSPB8,-0.07234223,0.09037349,0.044560686,0.012299767,-0.012578187,0.15198809,0.011785677,0.09855268
HYOU1,-0.037451223,-0.10315384,0.100455634,-0.296273,-0.016345864,0.031027716,0.07029043,0.25200734
IBSP,-0.049628977,-0.24832198,0.34564927,0.09272006,0.051139932,-0.22712474,0.014526572,0.0018607081
IGF2BP2,-0.05103109,-0.043165836,0.011115919,-0.17933612,0.0006803113,-0.049257547,0.008239149,-0.10294367
IGFBP4,0.16664062,0.18918078,0.14217688,0.0005475047,1.1576654e-05,-0.013968599,0.09325756,-0.1386279
IGFBP5,-0.04307282,0.13867289,0.17579906,-0.17950894,0.031204225,-0.048718534,0.043874618,-0.07901463
IL11RA,0.00087342324,0.20610759,0.05490319,-0.11011111,-0.014987056,-0.22871879,-0.059935205,-0.33560982
IL1R1,0.058453646,0.11965547,0.1673678,0.027103389,0.06144088,0.31501424,0.024929998,0.014354275
IL21R,0.21846782,-0.08824264,0.0673293,-0.0070684664,0.0153004,-0.048935007,0.09134496,-0.019096319
INSIG1,0.07810743,-0.111936875,0.057395067,-0.12748669,0.36080045,0.072376266,-0.04451734,0.04798443
IRX2,-0.079898596,-0.009899254,0.079297036,-0.1602335,-0.044589777,-0.03187541,-0.045321506,-0.13670848
IRX5,-0.09968963,-0.1338855,0.26909485,0.008112286,0.002896222,0.12381947,-0.10972627,-0.056889147
ISG20,0.22698307,0.043235254,-0.016491428,-0.07350096,-0.17990424,0.10883206,-0.04571539,0.21366622
ITGA10,-0.09710764,-0.12105683,0.27495977,-0.110434204,0.018339546,0.073259115,0.01002538,-0.0021837829
ITGA11,0.031574965,0.20848225,0.13701656,-0.021163018,0.18758243,0.14714517,-0.2708334,0.03191408
ITGA2,0.11712517,-0.14334284,0.14895543,-0.07534399,0.3129358,0.028638974,0.23421548,0.08687914
ITGAL,0.32291475,-0.05397752,-0.0002837377,-0.10252508,-0.206861,-0.0203501,-0.0027101538,-0.021680687
ITGB2,0.35552692,-0.02545366,0.0021208837,-0.020882538,-0.13465512,-0.012408706,-0.060706425,0.05138273
JDP2,0.12032034,-0.062176753,0.15918358,0.00466258,0.4104922,0.09399742,-0.026825346,-0.028386604
JPH1,-0.07536181,0.08858631,-0.007593922,-0.019965922,-0.08760056,-0.119371064,0.07130127,-0.22555691
KCNG1,-0.11217022,-0.051211644,0.089901224,-0.15882893,-0.0016582352,-0.09034294,0.018200291,0.008709199
KCNH3,-0.15626685,-0.06343589,0.12608635,-0.21343666,-0.04026266,-0.073322274,-0.007093669,-0.12057944
KCNMA1,-0.06653085,0.05787577,0.28143737,0.025942968,-0.12044625,-0.084652804,-0.010530134,0.045646492
KIT,-0.043918878,0.044849183,0.17660478,-0.15788077,-0.044850145,0.10830834,0.12955342,-0.16363265
KNTC1,-0.061459787,-0.06683921,0.001777558,-0.4493045,-0.0010075354,0.026594548,-0.015053234,0.08684282
LAMC3,-0.07364718,0.07716081,0.18349923,-0.0039483355,-0.004304246,0.19116391,-0.0011267754,-0.31405494
LCP2,0.34056935,-0.07733099,0.021043554,-0.045994133,-0.09224735,0.053667035,0.0037286568,-0.052590653
LDLR,-0.061786447,0.086854085,0.090771884,-0.2413783,0.006953109,0.078312196,0.0008197923,0.26811865
LEF1,-0.08987631,0.020085547,0.23076513,-0.19833009,0.008928666,0.12702549,0.030779555,-0.09156995
LOX,-0.0034045982,0.07775754,0.2129265,0.03602937,-0.007040626,-0.1776333,-0.053114742,0.26647273
LRP4,-0.08824565,-0.17877889,0.2667544,-0.15316088,-0.006529593,0.10865446,-0.005385253,-0.07973947
LRRC15,0.026242558,0.09931885,0.21734689,0.037092548,0.13746679,0.120097004,-0.18979141,0.10507853
LRRC17,0.0020290755,0.18308385,0.18640883,-0.004254134,0.018311078,-0.17679735,-0.073880605,0.052386455
LRRC25,0.33013105,-0.12512697,0.0046182196,-0.017470185,0.085475534,-0.07984419,-0.0643339,0.019661225
LRRC32,0.116046704,0.2445562,0.10170554,-0.006144467,-0.0025240746,0.0019724339,0.2622881,0.1744519
LRRN3,-0.07459526,0.048620094,0.15366007,-0.14226526,0.035443462,-0.20584576,-0.08612592,-0.20356102
LSP1,0.16764724,0.22280414,0.08726854,0.1149777,-0.062935844,-0.11867247,0.080511466,0.08087952
LTBP2,0.08037397,0.08321134,0.12528627,-0.00040394993,0.0040691993,0.2711279,0.008264151,-0.21898712
LTBP4,-0.009162033,0.23300175,0.07267878,0.024085095,-0.0029867012,0.0031355692,0.104485884,-0.28543594
LUM,0.042362683,0.26227888,0.19543453,0.16795973,0.056686655,0.14690354,-0.2999768,0.14084408
LXN,0.0091728605,-0.09932871,0.14073147,0.08494052,0.0106791435,0.20705113,0.13369322,0.10302268
MAB21L2,0.013401305,-0.041394256,0.12022675,0.1335342,0.0011224297,0.10498016,-0.019478798,-0.052279655
MAF,0.13375773,0.21085162,0.015155235,-0.10187026,-0.08139039,-0.10208818,0.00964017,-0.18851215
MAMDC2,-0.023233484,-0.14073656,0.3632279,0.0026691628,0.0332146,0.09525516,0.014635866,0.18302162
MAPK13,0.16595043,-0.07380878,0.043561175,-0.012629276,0.15457755,-0.25006798,-0.004968381,-0.008689838
MET,0.118486986,0.018917937,-0.128992,-0.12480266,0.2774722,0.0059811166,0.15085301,-0.12094584
MFAP2,-0.044985913,0.14939032,0.116843574,-0.1142896,0.16088006,-0.07208554,-0.0810883,-0.16589445
MFAP4,0.039076902,0.33423045,-0.0065016467,-0.02512757,0.0014936533,-0.15295765,0.005545711,-0.22016445
MMP11,0.077405065,0.08636621,0.03922738,-0.029906776,0.017899333,0.13487475,-0.03316748,-0.0074930624
MMP13,0.043245617,-0.16028577,0.14733978,-0.013787421,0.22260912,-0.055733174,0.09511318,-0.06307284
MMP2,0.022060158,0.3030165,0.18324605,0.026163634,0.0005121574,-0.046231516,-0.17795512,-0.03576765
MMP9,0.11204887,-0.2052655,0.14960434,-0.0046098884,0.39960033,0.039366554,0.056040235,0.007890584
MRC2,-0.053849358,-0.1346325,0.33913347,-0.03960225,0.09844765,0.08748437,-0.12973939,-0.007966957
MTAP,0.043962944,0.018127643,-0.017639041,-0.12865745,-0.00094013364,0.18581387,0.003071732,0.024750004
MTMR11,-0.037975196,0.18551476,0.064202234,-0.027918657,-0.0018007498,0.1244661,-0.019151995,-0.18238646
MTSS1,0.04094508,-0.26224604,0.19843262,-0.030473443,-0.0125901215,-0.0012755464,0.29258627,-0.0053929053
MYH10,-0.016989436,0.0883503,0.0801529,-0.2464043,-0.004241556,0.0012600415,-0.018766815,-0.21573138
MYOM1,0.0013670605,-0.03982102,0.06269892,0.001351897,-0.014812828,-0.03705698,0.2088826,-0.24970628
NCALD,0.011816381,0.023926934,0.11945543,-0.006440551,-0.027538193,0.18244931,0.05859321,-0.0881143
NCAM1,-0.13310084,-0.14739226,0.22275281,-0.09706601,0.04208705,0.030946186,-0.030583844,-0.20353208
NDN,-0.013668968,-0.005494589,0.042338703,-0.024668375,-0.06145711,-0.029447816,-0.016340114,-0.16555916
NDRG2,-0.001972877,0.01465734,0.022302572,0.08241155,-0.09527061,0.020407595,0.055659015,-0.38216072
NETO2,-0.057174087,-0.08475519,-0.019834153,-0.27371833,-0.023883626,-0.11247135,0.014816539,-0.0052903667
NFIX,-0.09972599,0.30189702,0.15542714,-0.10248003,-0.06333333,0.10123203,-0.1630315,-0.094324514
NFKBIZ,0.11190701,0.17768836,-0.0055599296,-0.030600416,-0.027012536,0.013611969,0.13021694,0.06717852
NGEF,-0.10770991,0.07764624,0.2775848,0.12125638,-0.08189275,0.021305868,-0.08677378,0.06559704
NID2,0.040047146,0.2313535,0.0009790565,-0.25351483,0.08103125,-0.14069471,0.19129415,0.1389163
NINJ2,0.0042492673,0.0048860116,0.25538826,0.08515387,0.010751658,0.13656464,-0.09040517,-0.0054730517
NKD2,-0.07006695,0.032229967,0.20410845,-0.004659962,0.021058282,0.29050404,-0.0038274268,-0.13460234
NOTCH3,-0.016177515,0.06987582,0.23462565,-0.12550889,0.09644319,0.2800103,0.24044146,-0.032965396
NQO1,0.054548472,-0.02508773,-0.0020219467,-0.002476752,-0.0884904,0.17952912,0.04447952,0.22672898
NR4A2,-0.041505,0.12286738,0.0055380226,-0.009077949,-0.020328099,-0.060667347,0.17474335,0.15251271
NRIP3,0.09994869,-0.0010382519,0.11145869,-0.07735673,0.2298365,-0.21321402,0.051351856,0.020681664
NRXN2,-0.02229251,0.123789646,0.104795255,-0.027703788,-0.0018233851,0.10527053,0.090237126,-0.282552
NT5E,0.06799189,0.11727437,0.071775764,0.0084239375,0.22210526,0.24730784,0.032988664,0.0111418925
OMD,-0.10777983,-0.025749106,0.38472494,0.020666648,0.0063201203,0.006496488,-0.19375928,0.008986129
OSMR,0.17013475,0.16232769,0.10058804,0.008863544,0.15500407,0.00823825,0.0038975622,0.13561542
PALM,-0.002244206,0.1362712,0.10813305,0.10370969,-0.13127293,-0.116654016,0.12848182,-0.2964865
PAQR8,0.030977815,-0.045890883,0.06111605,-0.21477826,0.034591872,0.11781128,-0.031842,-0.27808443
PCDH12,0.0838914,-0.020896163,0.21175665,-0.0038961235,0.0028842795,0.08388807,0.45078868,-0.011507767
PCDH17,0.074181944,-0.0038221085,0.15752853,-0.0109732235,0.0028825419,-0.030009221,0.44331604,-0.04481492
PCSK5,-0.0014638004,0.1324669,0.1894911,0.031160433,0.008334359,0.027175166,0.015513796,-0.066736445
PDGFRL,0.005501918,0.21787694,0.21990082,0.107667156,0.005060344,0.110368215,-0.18932274,-0.009928659
PDZRN3,-0.023468392,0.2540176,0.049411938,-0.0056524887,0.0010593312,-0.21484676,-0.04190028,-0.02711111
PFKFB3,0.09372868,0.05669733,-0.013820238,-0.12094801,0.011181704,0.13915762,0.006102686,0.19738202
PFKM,-0.042023476,-0.00654146,0.0849284,-0.14784107,0.011458517,-0.14063694,0.008568834,-0.1631508
PHOSPHO1,-0.12471179,-0.23828705,0.37061352,0.11547232,-0.057901558,-0.19314733,-0.0025640498,0.02279096
PI15,0.051091366,0.25203824,0.076539785,-0.012899168,0.018109675,-0.1300012,0.016221056,-0.008787702
PITX2,-0.09970191,0.056347474,-0.0072191865,-0.16404021,-0.017907992,0.047712125,-0.038668983,-0.19659463
PLAG1,-0.0069379564,0.0021235673,0.013092294,-0.1705948,-0.0005530944,-0.18731205,0.12336171,-0.25754803
PLCB1,-0.015888453,0.21544628,0.07861955,-0.10818796,-0.07895052,-0.1601383,0.18780638,-0.054154042
PLEK,0.35353863,-0.10594865,-0.020759145,-0.03899094,0.0008438068,-0.017388146,-0.0075275144,0.06681128
PLEKHA4,0.036403857,0.11209661,0.06295852,-0.0070527554,-0.025022617,0.015810058,0.006725306,-0.13657126
PMP22,0.011437227,0.23660669,0.060246952,-0.04111405,0.0040071043,-0.039558195,-0.09198125,0.09878822
PODN,0.07508493,0.33303136,0.06956973,0.032939587,0.010433364,-0.17209141,-0.0011444181,-0.03630181
POSTN,-0.0020234971,0.27369893,0.074750915,-0.0014842307,0.0742948,-0.18402252,-0.028419409,0.019398848
PPARG,0.12883443,-0.0764657,0.04419137,-0.10841234,-0.1072446,0.059393458,0.07538741,0.019542914
PPFIA2,-0.06604003,-0.14258455,0.220825,-0.0024196033,-0.0029738129,0.26153356,-0.012183488,-0.15039594
PPFIA4,-0.08852382,0.08229606,0.09800134,0.0042939465,0.002329851,0.03759674,-0.002678677,-0.18501829
PPFIBP2,-0.09532907,-0.20328012,0.32705158,-0.093067475,-0.063828655,0.12782599,-0.047765624,-0.12472339
PRICKLE1,0.022182945,0.20153303,0.05150261,-0.11059533,-0.0053354497,-0.26784173,0.046595607,-0.10578203
PRND,0.09098741,0.018439343,0.20296445,-0.003286924,0.0028991613,-0.0042464994,0.415682,-0.064756
PROS1,0.075475894,0.05950835,0.16352199,-0.0011913601,0.06817203,-0.05291475,0.13097008,-0.20164204
PRPH,-0.11579442,-0.053280573,0.025958557,-0.1535924,-0.12500697,0.056551024,0.020869114,-0.13100377
PRSS23,0.1124465,0.2787211,0.09459895,0.056007646,0.029339138,0.08259262,0.07889194,0.1719946
PTGER4,0.17554873,0.15706487,-0.0037985044,0.012199427,-0.07267765,0.16510348,0.23259754,0.09856575
PTGFRN,-0.055358045,0.16700049,0.12081101,-0.24853964,0.0039106947,0.31699952,-0.13892151,-0.1332693
PTGS2,-0.015678888,0.061150674,0.027655344,-0.15832524,0.0722373,-0.091542765,0.021573175,0.24833626
PTK7,-0.010757261,0.12998837,0.0619714,-0.29744488,0.033372935,-0.055887684,-0.07166994,0.008634575
PTPRE,0.30269086,-0.09132496,0.040871415,0.0005854956,0.17900537,-0.014320459,0.1251114,0.00856632
RARB,-0.040436372,-0.21821968,0.1720573,-0.12388131,-0.008043713,0.09870557,0.0661175,-0.15083791
RGS2,0.14175752,0.083977066,-0.052039716,-0.043780632,0.021902801,0.0760446,0.14418998,0.08479951
RGS5,0.078913905,0.1593638,0.18533336,0.0518212,-0.030195126,-0.03440483,0.23929994,-0.13397805
RHBDL2,-0.1365637,-0.23481187,0.378763,0.0056183203,-0.09134079,0.01065182,-0.11119721,0.050336946
RHPN2,-0.15948732,-0.11372833,0.1357292,-0.15476227,-0.12771738,-0.12881759,-0.0002813433,-0.25215775
RNF150,-0.0020589188,0.120808594,0.0961836,-0.20854118,0.001499721,-0.15731026,0.041067958,-0.30950215
ROR2,-0.025888462,0.2526419,0.00056544185,-0.21495816,-0.0021680568,-0.26391855,-0.18186179,-0.09958882
SCARA3,-0.032043304,0.00421745,0.18834704,-0.055657435,0.0055792076,-0.092111595,0.007233882,0.06539136
SCD,-0.09005903,-0.06359012,0.04561852,-0.24497029,-0.024238931,0.11670891,-0.140477,0.035553887
SDK2,-0.15352838,-0.14107026,0.32732144,-0.08055506,-0.032999255,0.015419807,-0.007892957,-0.11625796
SELENBP1,-0.017571516,0.056525994,0.18549669,-0.0062949,-0.182311,-0.16095097,0.0076769344,-0.10406872
SEMA3B,-0.09057316,0.021271622,0.28266966,0.09967519,-0.008775101,-0.3198862,-0.016602479,-0.01685899
SEMA6A,0.0156105915,0.11358168,0.12896544,-0.12977219,-0.011415074,-0.1693805,0.28930545,-0.19275735
SEMA6B,0.06656427,-0.05278947,0.10259496,-0.0039275694,0.17716856,0.25496078,0.25470576,0.010428108
SERPINA1,0.26208484,-0.00015512359,-0.06483345,-0.0044574128,-0.1696919,-0.10559849,-0.07200797,0.1742988
SETBP1,-0.0772228,0.15115166,0.17503627,-0.17783958,-0.0018873145,0.2985045,-0.064767405,-0.35018992
SKP2,-0.13952658,-0.05286421,0.07367016,-0.43591353,-0.019796511,0.04060867,-0.040122706,-0.02428967
SLC16A3,-0.038466103,0.03365844,0.015340184,-0.017711936,0.13326952,-0.03525971,-0.11446715,0.24415843
SLC16A9,0.074659586,0.18847728,0.012031863,-0.012420932,-0.0039180014,-0.09030912,0.1009771,-0.17364024
SLC1A3,0.050839953,-0.024477975,0.095579445,-0.21542251,0.00735125,0.1092994,-0.13674673,0.004193049
SLC20A2,0.00659829,-0.06382109,0.18907557,0.004893581,0.0032065576,0.15577012,0.059091717,-0.09082433
SLC29A1,-0.005494913,-0.119319424,0.17023662,-0.021221515,0.07557512,0.32064518,0.14094403,0.01771174
SLC29A4,-0.10737488,-0.10233926,0.19612876,-0.13115709,0.035723932,0.09366375,-0.13474238,-0.22217795
SLC36A2,-0.10915259,-0.2501425,0.41487062,0.023690308,-0.107708156,-0.14427893,0.00084478187,0.06276522
SLC38A5,0.00022783919,0.12667827,-0.060445867,0.010139854,-0.00039479526,-0.13193007,-0.03668334,0.17939487
SLC7A5,-0.09399364,-0.034486476,0.045078,-0.251712,-0.07444436,0.019859299,-0.01917511,0.24401948
SLC7A8,0.20703912,0.12678242,-0.005334799,-0.12905033,-0.076808855,-0.00563973,-0.11933084,-0.013977585
SLC8A3,-0.16594188,-0.21814282,0.37679234,-0.045025975,-0.08317734,-0.10712383,-0.041085407,-0.016690182
SLIT2,-0.007946451,0.005434645,0.26370406,-0.13140799,0.03312802,-0.0052027334,0.0751087,-0.28953603
SNCAIP,-0.06759106,-0.10467948,0.2634839,-0.10699419,-0.08183091,0.08205143,-0.042054642,-0.010938125
SNTB1,0.0116117215,0.12982635,0.08985882,-0.18316728,-0.0086486405,0.08887576,0.06219191,-0.1366952
SOCS3,0.16315943,0.07071594,-0.026948337,0.023553317,0.098095275,-0.03665258,0.19976242,0.13915144
SOX18,0.078388825,-0.003029622,0.13992508,0.17623158,-0.010168609,-0.1170146,0.3694477,0.035371043
SPI1,0.30062106,-0.18279895,0.039633162,-0.00012629962,0.20760602,-0.0008486777,0.0006884398,0.00743442
SPOCK2,0.16342203,-0.0631473,0.07393782,-0.029360393,-0.07607259,0.021533724,0.13620776,-0.35209635
SPON1,-0.07804295,0.20802759,0.18744627,-0.01010937,-0.009391602,-0.077629834,-0.12578249,-0.09220633
SPP1,0.16267523,-0.24225636,0.18537553,0.090054356,0.21232353,-0.14503969,-0.016594881,0.009079503
SRPX2,0.11060039,0.12733905,0.0938672,0.075961195,0.1461483,0.163451,-0.02240156,0.26668745
ST3GAL6,0.1311712,-0.20370892,0.06003294,-0.010714772,0.1394839,-0.0395486,0.24737132,-0.14899255
STC2,-0.033429544,0.027219212,0.04047297,-0.0056242654,-0.011941289,0.10795255,0.0044141733,0.16021813
STEAP2,0.07081975,0.10955902,-0.030150715,-0.09943991,-0.0016751387,-0.1815875,0.018921696,0.026210392
STEAP3,-0.027991373,-0.1850387,0.21738125,0.008945812,0.006181287,-9.644616e-05,-0.018825531,-0.081128605
STK32B,0.056446873,0.19688514,0.115593195,-0.0072574397,0.036988832,-0.122868165,0.009666791,-0.08691103
SULF2,0.05974313,0.15100385,-0.028846966,-0.16568479,-0.0005621016,0.07026991,0.11225058,-0.008775066
SV2A,-0.09533152,-0.0025288623,0.09929526,-0.24473488,0.04584434,0.053962894,0.0018294419,-0.20480041
SYTL2,-0.08129596,-0.0073669767,0.24716362,0.029219998,-0.026963113,0.035252903,-0.021460813,0.23928587
TBX2,-0.08918029,-0.13474105,0.32074755,0.0073174,-0.01689196,0.16898087,0.008251058,-0.04588983
TBX3,-0.12608345,0.07393208,0.14984882,-0.13172893,-0.0003506699,0.21358448,-0.010153665,-0.25057444
TCIRG1,0.19441608,-0.19865566,0.10736252,0.0026967993,0.38485405,-0.010461924,0.0031915028,0.012223503
TFAP2A,-0.07563672,-0.001352057,0.03671441,-0.17888573,-0.037770595,-0.037813712,-0.008436606,-0.08738613
TGFB3,0.010255109,0.2658233,0.094426654,-0.13497126,0.0984471,-0.13448176,0.10237685,0.12797648
TGFBI,0.07342711,0.19991952,0.10189118,-0.1563384,0.095756784,-0.19693731,-0.16986628,0.08708468
TGM2,0.24655825,-0.020408135,0.041942526,-0.012347017,-0.076195866,-0.015503085,0.23894483,0.08122594
THBS2,0.062587544,0.3275115,0.08490914,0.0015330508,0.07906425,-0.21380644,-0.10543224,0.018321073
THBS3,-0.015595934,0.26363194,0.110678524,-0.0013484566,-0.0013832295,-0.21112306,0.0047363667,-0.04310949
THY1,0.060187977,0.30477005,0.1107064,0.020088177,-0.00011897907,-0.1094967,0.06881425,0.092223816
TIAM1,0.084978156,-0.033768978,0.110472,-0.27310824,0.29782674,-0.060232446,-0.0002448944,-0.1998333
TM4SF1,0.19127958,0.18562284,-0.001280121,0.09454919,-0.006068709,-0.05230954,0.27868617,0.025946166
TNC,-0.019465247,0.11490361,0.226303,-0.16780883,0.036700144,0.14236735,-0.146767,0.07436443
TNFAIP6,0.08208022,0.24298455,0.1217019,0.003098485,0.0017403207,-0.19087541,0.0016837417,0.10617843
TNFAIP8L3,-0.108568616,0.12346815,0.13392428,-0.15276003,-0.013155844,0.018476957,-0.15602416,-0.09877352
TNFRSF11A,0.18861595,-0.186546,0.12154385,-0.0034752998,0.36785987,-0.0034198435,-0.028783645,-0.08387091
TNFRSF12A,0.104372956,0.14576714,-0.0989069,-0.010286791,0.11652101,-0.032216728,-0.013486932,0.32715076
TNFRSF19,-0.037709482,0.06678766,0.12477936,-0.25698116,0.06474473,-0.09768237,-0.157313,-0.18097797
TNFSF11,0.032905396,-0.13601446,0.119690746,-0.016130041,0.30961093,0.009239783,0.11102013,0.036885064
TNN,-0.09816788,0.1857474,0.22260094,0.0035910571,9.429061e-05,-0.16076168,-0.19467157,0.09469527
TP53INP1,0.12497863,-0.06528601,0.081203245,-0.0058072796,0.0044746064,0.01292565,0.05966003,-0.321783
TPM2,0.06420037,0.0735102,-0.023260036,0.0008403368,0.005726056,0.013687573,0.0067871073,0.20536758
TSC22D3,0.046028964,0.08780374,0.020795383,0.0142407445,-0.009509565,0.23208347,-0.0033721647,-0.22016554
UNC5B,-0.08078635,-0.14723586,0.32519895,-0.13992102,0.009336234,0.20028254,0.015474159,0.0048549087
VCAM1,0.17160992,0.16943616,0.07190604,-0.059428524,0.00261569,0.044554844,0.080984496,-0.13711943
VDR,0.039172575,-0.090617955,0.20242883,-0.19293644,0.055749692,-0.043034934,0.007000104,-0.07116692
VWF,0.09552066,0.18313664,0.07692084,0.019256292,-0.07754739,-0.15141276,0.36140618,0.034984503
WNT5A,-0.044316847,0.05193629,0.0062694456,-0.23912436,0.1019371,0.05278074,-0.022181218,-0.0017790868
XPR1,0.0979027,-0.19714682,0.13904169,-0.16848168,0.30377966,0.023749093,0.00093409955,-0.010985602
ZNF521,-0.00083869294,0.33632243,0.036097523,-0.14191842,-0.008321759,-0.09776729,-0.02941575,-0.18479264
